weapon_id,name,affinity,effect_ids,bleed,frost,poison,scarlet_rot,sleep,madness,death,bleed_uses_status_correction,frost_uses_status_correction,poison_uses_status_correction,scarlet_rot_uses_status_correction,sleep_uses_status_correction,madness_uses_status_correction,death_uses_status_correction
64500700,Backhand Blade,Flame,108500,0,0,0,0,0,0,0,,,,,,,
64501300,Backhand Blade,Frenzy,6756,0,0,0,0,0,68,0,,,,,,1,
64501600,Backhand Blade,Frost,107513,0,86,0,0,0,0,0,,1,,,,,
64500400,Backhand Blade,Glint,,0,0,0,0,0,0,0,,,,,,,
64501500,Backhand Blade,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
64500800,Backhand Blade,Golden,,0,0,0,0,0,0,0,,,,,,,
64500600,Backhand Blade,Gravity,,0,0,0,0,0,0,0,,,,,,,
64500100,Backhand Blade,Heavy,,0,0,0,0,0,0,0,,,,,,,
64500200,Backhand Blade,Keen,,0,0,0,0,0,0,0,,,,,,,
64501200,Backhand Blade,Lava,,0,0,0,0,0,0,0,,,,,,,
64502100,Backhand Blade,Mystic,105563,0,0,0,0,81,0,0,,,,,1,,
64501100,Backhand Blade,Night,,0,0,0,0,0,0,0,,,,,,,
64500300,Backhand Blade,Quality,,0,0,0,0,0,0,0,,,,,,,
64501900,Backhand Blade,Rotten,106013,0,0,81,0,0,0,0,,,1,,,,
64500000,Backhand Blade,Standard,,0,0,0,0,0,0,0,,,,,,,
64502000,Backhand Blade,Storm,,0,0,0,0,0,0,0,,,,,,,
7041700,Bandit's Curved Sword,Aberrant,105013,70,0,0,0,0,0,0,1,,,,,,
7041000,Bandit's Curved Sword,Bestial,,0,0,0,0,0,0,0,,,,,,,
7041800,Bandit's Curved Sword,Bloodflame,105013,70,0,0,0,0,0,0,1,,,,,,
7041400,Bandit's Curved Sword,Death,108013,0,0,0,0,0,0,86,,,,,,,1
7040900,Bandit's Curved Sword,Draconic,,0,0,0,0,0,0,0,,,,,,,
7040500,Bandit's Curved Sword,Dragonkin,107513,0,86,0,0,0,0,0,,1,,,,,
7040700,Bandit's Curved Sword,Flame,108500,0,0,0,0,0,0,0,,,,,,,
7041300,Bandit's Curved Sword,Frenzy,6756,0,0,0,0,0,68,0,,,,,,1,
7041600,Bandit's Curved Sword,Frost,107513,0,86,0,0,0,0,0,,1,,,,,
7040400,Bandit's Curved Sword,Glint,,0,0,0,0,0,0,0,,,,,,,
7041500,Bandit's Curved Sword,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
7040800,Bandit's Curved Sword,Golden,,0,0,0,0,0,0,0,,,,,,,
7040600,Bandit's Curved Sword,Gravity,,0,0,0,0,0,0,0,,,,,,,
7040100,Bandit's Curved Sword,Heavy,,0,0,0,0,0,0,0,,,,,,,
7040200,Bandit's Curved Sword,Keen,,0,0,0,0,0,0,0,,,,,,,
7041200,Bandit's Curved Sword,Lava,,0,0,0,0,0,0,0,,,,,,,
7042100,Bandit's Curved Sword,Mystic,105563,0,0,0,0,81,0,0,,,,,1,,
7041100,Bandit's Curved Sword,Night,,0,0,0,0,0,0,0,,,,,,,
7040300,Bandit's Curved Sword,Quality,,0,0,0,0,0,0,0,,,,,,,
7041900,Bandit's Curved Sword,Rotten,106013,0,0,81,0,0,0,0,,,1,,,,
7040000,Bandit's Curved Sword,Standard,,0,0,0,0,0,0,0,,,,,,,
7042000,Bandit's Curved Sword,Storm,,0,0,0,0,0,0,0,,,,,,,
3080000,Banished Knight's Greatsword,Standard,,0,0,0,0,0,0,0,,,,,,,
18030000,Banished Knight's Halberd,Standard,,0,0,0,0,0,0,0,,,,,,,
31030000,Banished Knight's Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
17520000,Barbed Staff-Spear,Standard,6402,55,0,0,0,0,0,0,1,,,,,,
3001700,Bastard Sword,Aberrant,105111,82,0,0,0,0,0,0,1,,,,,,
3001000,Bastard Sword,Bestial,,0,0,0,0,0,0,0,,,,,,,
3001800,Bastard Sword,Bloodflame,105111,82,0,0,0,0,0,0,1,,,,,,
3001400,Bastard Sword,Death,108111,0,0,0,0,0,0,100,,,,,,,1
3000900,Bastard Sword,Draconic,,0,0,0,0,0,0,0,,,,,,,
3000500,Bastard Sword,Dragonkin,107611,0,100,0,0,0,0,0,,1,,,,,
3000700,Bastard Sword,Flame,108500,0,0,0,0,0,0,0,,,,,,,
3001300,Bastard Sword,Frenzy,6754,0,0,0,0,0,75,0,,,,,,1,
3001600,Bastard Sword,Frost,107611,0,100,0,0,0,0,0,,1,,,,,
3000400,Bastard Sword,Glint,,0,0,0,0,0,0,0,,,,,,,
3001500,Bastard Sword,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
3000800,Bastard Sword,Golden,,0,0,0,0,0,0,0,,,,,,,
3000600,Bastard Sword,Gravity,,0,0,0,0,0,0,0,,,,,,,
3000100,Bastard Sword,Heavy,,0,0,0,0,0,0,0,,,,,,,
3000200,Bastard Sword,Keen,,0,0,0,0,0,0,0,,,,,,,
3001200,Bastard Sword,Lava,,0,0,0,0,0,0,0,,,,,,,
3002100,Bastard Sword,Mystic,105611,0,0,0,0,95,0,0,,,,,1,,
3001100,Bastard Sword,Night,,0,0,0,0,0,0,0,,,,,,,
3000300,Bastard Sword,Quality,,0,0,0,0,0,0,0,,,,,,,
3001900,Bastard Sword,Rotten,106111,0,0,95,0,0,0,0,,,1,,,,
3000000,Bastard Sword,Standard,,0,0,0,0,0,0,0,,,,,,,
3002000,Bastard Sword,Storm,,0,0,0,0,0,0,0,,,,,,,
13030000,Bastard's Stars,Standard,,0,0,0,0,0,0,0,,,,,,,
14001700,Battle Axe,Aberrant,105015,72,0,0,0,0,0,0,1,,,,,,
14001000,Battle Axe,Bestial,,0,0,0,0,0,0,0,,,,,,,
14001800,Battle Axe,Bloodflame,105015,72,0,0,0,0,0,0,1,,,,,,
14001400,Battle Axe,Death,108015,0,0,0,0,0,0,89,,,,,,,1
14000900,Battle Axe,Draconic,,0,0,0,0,0,0,0,,,,,,,
14000500,Battle Axe,Dragonkin,107515,0,89,0,0,0,0,0,,1,,,,,
14000700,Battle Axe,Flame,108500,0,0,0,0,0,0,0,,,,,,,
14001300,Battle Axe,Frenzy,6753,0,0,0,0,0,70,0,,,,,,1,
14001600,Battle Axe,Frost,107515,0,89,0,0,0,0,0,,1,,,,,
14000400,Battle Axe,Glint,,0,0,0,0,0,0,0,,,,,,,
14001500,Battle Axe,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
14000800,Battle Axe,Golden,,0,0,0,0,0,0,0,,,,,,,
14000600,Battle Axe,Gravity,,0,0,0,0,0,0,0,,,,,,,
14000100,Battle Axe,Heavy,,0,0,0,0,0,0,0,,,,,,,
14000200,Battle Axe,Keen,,0,0,0,0,0,0,0,,,,,,,
14001200,Battle Axe,Lava,,0,0,0,0,0,0,0,,,,,,,
14002100,Battle Axe,Mystic,105515,0,0,0,0,83,0,0,,,,,1,,
14001100,Battle Axe,Night,,0,0,0,0,0,0,0,,,,,,,
14000300,Battle Axe,Quality,,0,0,0,0,0,0,0,,,,,,,
14001900,Battle Axe,Rotten,106015,0,0,83,0,0,0,0,,,1,,,,
14000000,Battle Axe,Standard,,0,0,0,0,0,0,0,,,,,,,
14002000,Battle Axe,Storm,,0,0,0,0,0,0,0,,,,,,,
12021700,Battle Hammer,Aberrant,105111,82,0,0,0,0,0,0,1,,,,,,
12021000,Battle Hammer,Bestial,,0,0,0,0,0,0,0,,,,,,,
12021800,Battle Hammer,Bloodflame,105111,82,0,0,0,0,0,0,1,,,,,,
12021400,Battle Hammer,Death,108111,0,0,0,0,0,0,100,,,,,,,1
12020900,Battle Hammer,Draconic,,0,0,0,0,0,0,0,,,,,,,
12020500,Battle Hammer,Dragonkin,107611,0,100,0,0,0,0,0,,1,,,,,
12020700,Battle Hammer,Flame,108500,0,0,0,0,0,0,0,,,,,,,
12021300,Battle Hammer,Frenzy,6754,0,0,0,0,0,75,0,,,,,,1,
12021600,Battle Hammer,Frost,107611,0,100,0,0,0,0,0,,1,,,,,
12020400,Battle Hammer,Glint,,0,0,0,0,0,0,0,,,,,,,
12021500,Battle Hammer,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
12020800,Battle Hammer,Golden,,0,0,0,0,0,0,0,,,,,,,
12020600,Battle Hammer,Gravity,,0,0,0,0,0,0,0,,,,,,,
12020100,Battle Hammer,Heavy,,0,0,0,0,0,0,0,,,,,,,
12020200,Battle Hammer,Keen,,0,0,0,0,0,0,0,,,,,,,
12021200,Battle Hammer,Lava,,0,0,0,0,0,0,0,,,,,,,
12022100,Battle Hammer,Mystic,105611,0,0,0,0,95,0,0,,,,,1,,
12021100,Battle Hammer,Night,,0,0,0,0,0,0,0,,,,,,,
12020300,Battle Hammer,Quality,,0,0,0,0,0,0,0,,,,,,,
12021900,Battle Hammer,Rotten,106111,0,0,95,0,0,0,0,,,1,,,,
12020000,Battle Hammer,Standard,,0,0,0,0,0,0,0,,,,,,,
12022000,Battle Hammer,Storm,,0,0,0,0,0,0,0,,,,,,,
68501700,Beast Claw,Aberrant,105075,82,0,0,0,0,0,0,1,,,,,,
68501000,Beast Claw,Bestial,6400,45,0,0,0,0,0,0,1,,,,,,
68501800,Beast Claw,Bloodflame,105075,82,0,0,0,0,0,0,1,,,,,,
68501400,Beast Claw,Death,6400|108011,45,0,0,0,0,0,83,1,,,,,,1
68500900,Beast Claw,Draconic,6400,45,0,0,0,0,0,0,1,,,,,,
68500500,Beast Claw,Dragonkin,6400|107511,45,83,0,0,0,0,0,1,1,,,,,
68500700,Beast Claw,Flame,6400|108500,45,0,0,0,0,0,0,1,,,,,,
68501300,Beast Claw,Frenzy,6400|6752,45,0,0,0,0,65,0,1,,,,,1,
68501600,Beast Claw,Frost,6400|107511,45,83,0,0,0,0,0,1,1,,,,,
68500400,Beast Claw,Glint,6400,45,0,0,0,0,0,0,1,,,,,,
68501500,Beast Claw,Godslayer,6400|1620000,45,0,0,0,0,0,0,1,,,,,,
68500800,Beast Claw,Golden,6400,45,0,0,0,0,0,0,1,,,,,,
68500600,Beast Claw,Gravity,6400,45,0,0,0,0,0,0,1,,,,,,
68500100,Beast Claw,Heavy,6400,45,0,0,0,0,0,0,1,,,,,,
68500200,Beast Claw,Keen,6400,45,0,0,0,0,0,0,1,,,,,,
68501200,Beast Claw,Lava,6400,45,0,0,0,0,0,0,1,,,,,,
68502100,Beast Claw,Mystic,6400|105561,45,0,0,0,79,0,0,1,,,,1,,
68501100,Beast Claw,Night,6400,45,0,0,0,0,0,0,1,,,,,,
68500300,Beast Claw,Quality,6400,45,0,0,0,0,0,0,1,,,,,,
68501900,Beast Claw,Rotten,6400|106011,45,0,79,0,0,0,0,1,,1,,,,
68500000,Beast Claw,Standard,6400,45,0,0,0,0,0,0,1,,,,,,
68502000,Beast Claw,Storm,6400,45,0,0,0,0,0,0,1,,,,,,
31280000,Beast Crest Heater Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
24060000,Beast-Repellent Torch,Standard,415,0,0,0,0,0,0,0,,,,,,,
12150000,Beastclaw Greathammer,Standard,,0,0,0,0,0,0,0,,,,,,,
8080000,Beastman's Cleaver,Standard,,0,0,0,0,0,0,0,,,,,,,
7010000,Beastman's Curved Sword,Standard,,0,0,0,0,0,0,0,,,,,,,
30060000,Beastman's Jar-Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
41070000,Black Bow,Standard,1940,0,0,0,0,0,0,0,,,,,,,
1010000,Black Knife,Standard,1620000,0,0,0,0,0,0,0,,,,,,,
31340000,Black Leather Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
12520000,Black Steel Greathammer,Standard,,0,0,0,0,0,0,0,,,,,,,
32500000,Black Steel Greatshield,Standard,,0,0,0,0,0,0,0,,,,,,,
10510000,Black Steel Twinblade,Standard,,0,0,0,0,0,0,0,,,,,,,
1160000,Blade of Calling,Standard,,0,0,0,0,0,0,0,,,,,,,
9090000,Blade of Distant Light,Standard,6410|6754,50,0,0,0,0,75,0,1,,,,,1,
7160000,Blade of Scarlet Bloom,Standard,6601,0,0,0,55,0,0,0,,,,1,,,
2120000,Blade of Valor,Standard,,0,0,0,0,0,0,0,,,,,,,
3140000,Blasphemous Blade,Standard,5031400|50060,0,0,0,0,0,0,0,,,,,,,
18200000,Blightpole,Standard,108113|5031500,0,0,0,0,0,0,104,,,,,,,1
12530000,Bloodfiend's Arm,Standard,105265,105,0,0,0,0,0,0,1,,,,,,
16540000,Bloodfiend's Fork,Standard,105168,91,0,0,0,0,0,0,1,,,,,,
16550000,Bloodfiend's Sacred Spear,Standard,105200,83,0,0,0,0,0,0,1,,,,,,
14170000,Bloodflame Kamas,Standard,105015,72,0,0,0,0,0,0,1,,,,,,
22020000,Bloodhound Claws,Standard,105075,82,0,0,0,0,0,0,1,,,,,,
14150000,Bloodhound Hookblade,Standard,105168,91,0,0,0,0,0,0,1,,,,,,
8030000,Bloodhound's Fang,Standard,105200,83,0,0,0,0,0,0,1,,,,,,
1141700,Bloodstained Dagger,Aberrant,105075,82,0,0,0,0,0,0,1,,,,,,
1141000,Bloodstained Dagger,Bestial,6400,45,0,0,0,0,0,0,1,,,,,,
1141800,Bloodstained Dagger,Bloodflame,105075,82,0,0,0,0,0,0,1,,,,,,
1141400,Bloodstained Dagger,Death,6400|108011,45,0,0,0,0,0,83,1,,,,,,1
1140900,Bloodstained Dagger,Draconic,6400,45,0,0,0,0,0,0,1,,,,,,
1140500,Bloodstained Dagger,Dragonkin,6400|107511,45,83,0,0,0,0,0,1,1,,,,,
1140700,Bloodstained Dagger,Flame,6400|108500,45,0,0,0,0,0,0,1,,,,,,
1141300,Bloodstained Dagger,Frenzy,6400|6752,45,0,0,0,0,65,0,1,,,,,1,
1141600,Bloodstained Dagger,Frost,6400|107511,45,83,0,0,0,0,0,1,1,,,,,
1140400,Bloodstained Dagger,Glint,6400,45,0,0,0,0,0,0,1,,,,,,
1141500,Bloodstained Dagger,Godslayer,6400|1620000,45,0,0,0,0,0,0,1,,,,,,
1140800,Bloodstained Dagger,Golden,6400,45,0,0,0,0,0,0,1,,,,,,
1140600,Bloodstained Dagger,Gravity,6400,45,0,0,0,0,0,0,1,,,,,,
1140100,Bloodstained Dagger,Heavy,6400,45,0,0,0,0,0,0,1,,,,,,
1140200,Bloodstained Dagger,Keen,6400,45,0,0,0,0,0,0,1,,,,,,
1141200,Bloodstained Dagger,Lava,6400,45,0,0,0,0,0,0,1,,,,,,
1142100,Bloodstained Dagger,Mystic,6400|105561,45,0,0,0,79,0,0,1,,,,1,,
1141100,Bloodstained Dagger,Night,6400,45,0,0,0,0,0,0,1,,,,,,
1140300,Bloodstained Dagger,Quality,6400,45,0,0,0,0,0,0,1,,,,,,
1141900,Bloodstained Dagger,Rotten,6400|106011,45,0,79,0,0,0,0,1,,1,,,,
1140000,Bloodstained Dagger,Standard,6400,45,0,0,0,0,0,0,1,,,,,,
1142000,Bloodstained Dagger,Storm,6400,45,0,0,0,0,0,0,1,,,,,,
6000000,Bloody Helice,Standard,105111,82,0,0,0,0,0,0,1,,,,,,
31300000,Blue Crest Heater Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
31100000,Blue-Gold Kite Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
30100000,Blue-White Wooden Shield,Standard,5018000,0,0,0,0,0,0,0,,,,,,,
16090000,Bolt of Gransax,Standard,,0,0,0,0,0,0,0,,,,,,,
40500000,Bone Bow,Standard,1940,0,0,0,0,0,0,0,,,,,,,
15510000,Bonny Butchering Knife,Standard,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
60540000,Bracelet of Gold,Standard,,0,0,0,0,0,0,0,,,,,,,
60530000,Bracelet of Shadow,Standard,,0,0,0,0,0,0,0,,,,,,,
31130000,Brass Shield,Standard,5030000,0,0,0,0,0,0,0,,,,,,,
32050000,Briar Greatshield,Standard,6405,70,0,0,0,0,0,0,1,,,,,,
12191700,Brick Hammer,Aberrant,105111,82,0,0,0,0,0,0,1,,,,,,
12191000,Brick Hammer,Bestial,,0,0,0,0,0,0,0,,,,,,,
12191800,Brick Hammer,Bloodflame,105111,82,0,0,0,0,0,0,1,,,,,,
12191400,Brick Hammer,Death,108111,0,0,0,0,0,0,100,,,,,,,1
12190900,Brick Hammer,Draconic,,0,0,0,0,0,0,0,,,,,,,
12190500,Brick Hammer,Dragonkin,107611,0,100,0,0,0,0,0,,1,,,,,
12190700,Brick Hammer,Flame,108500,0,0,0,0,0,0,0,,,,,,,
12191300,Brick Hammer,Frenzy,6754,0,0,0,0,0,75,0,,,,,,1,
12191600,Brick Hammer,Frost,107611,0,100,0,0,0,0,0,,1,,,,,
12190400,Brick Hammer,Glint,,0,0,0,0,0,0,0,,,,,,,
12191500,Brick Hammer,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
12190800,Brick Hammer,Golden,,0,0,0,0,0,0,0,,,,,,,
12190600,Brick Hammer,Gravity,,0,0,0,0,0,0,0,,,,,,,
12190100,Brick Hammer,Heavy,,0,0,0,0,0,0,0,,,,,,,
12190200,Brick Hammer,Keen,,0,0,0,0,0,0,0,,,,,,,
12191200,Brick Hammer,Lava,,0,0,0,0,0,0,0,,,,,,,
12192100,Brick Hammer,Mystic,105611,0,0,0,0,95,0,0,,,,,1,,
12191100,Brick Hammer,Night,,0,0,0,0,0,0,0,,,,,,,
12190300,Brick Hammer,Quality,,0,0,0,0,0,0,0,,,,,,,
12191900,Brick Hammer,Rotten,106111,0,0,95,0,0,0,0,,,1,,,,
12190000,Brick Hammer,Standard,,0,0,0,0,0,0,0,,,,,,,
12192000,Brick Hammer,Storm,,0,0,0,0,0,0,0,,,,,,,
2021700,Broadsword,Aberrant,105013,70,0,0,0,0,0,0,1,,,,,,
2021000,Broadsword,Bestial,,0,0,0,0,0,0,0,,,,,,,
2021800,Broadsword,Bloodflame,105013,70,0,0,0,0,0,0,1,,,,,,
2021400,Broadsword,Death,108013,0,0,0,0,0,0,86,,,,,,,1
2020900,Broadsword,Draconic,,0,0,0,0,0,0,0,,,,,,,
2020500,Broadsword,Dragonkin,107513,0,86,0,0,0,0,0,,1,,,,,
2020700,Broadsword,Flame,108500,0,0,0,0,0,0,0,,,,,,,
2021300,Broadsword,Frenzy,6756,0,0,0,0,0,68,0,,,,,,1,
2021600,Broadsword,Frost,107513,0,86,0,0,0,0,0,,1,,,,,
2020400,Broadsword,Glint,,0,0,0,0,0,0,0,,,,,,,
2021500,Broadsword,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
2020800,Broadsword,Golden,,0,0,0,0,0,0,0,,,,,,,
2020600,Broadsword,Gravity,,0,0,0,0,0,0,0,,,,,,,
2020100,Broadsword,Heavy,,0,0,0,0,0,0,0,,,,,,,
2020200,Broadsword,Keen,,0,0,0,0,0,0,0,,,,,,,
2021200,Broadsword,Lava,,0,0,0,0,0,0,0,,,,,,,
2022100,Broadsword,Mystic,105563,0,0,0,0,81,0,0,,,,,1,,
2021100,Broadsword,Night,,0,0,0,0,0,0,0,,,,,,,
2020300,Broadsword,Quality,,0,0,0,0,0,0,0,,,,,,,
2021900,Broadsword,Rotten,106013,0,0,81,0,0,0,0,,,1,,,,
2020000,Broadsword,Standard,,0,0,0,0,0,0,0,,,,,,,
2022000,Broadsword,Storm,,0,0,0,0,0,0,0,,,,,,,
30000000,Buckler,Standard,,0,0,0,0,0,0,0,,,,,,,
15121700,Butchering Knife,Aberrant,105111|5151200|5151201,82,0,0,0,0,0,0,1,,,,,,
15121000,Butchering Knife,Bestial,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15121800,Butchering Knife,Bloodflame,105111|5151200|5151201,82,0,0,0,0,0,0,1,,,,,,
15121400,Butchering Knife,Death,108111|5151200|5151201,0,0,0,0,0,0,100,,,,,,,1
15120900,Butchering Knife,Draconic,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15120500,Butchering Knife,Dragonkin,107611|5151200|5151201,0,100,0,0,0,0,0,,1,,,,,
15120700,Butchering Knife,Flame,108500|5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15121300,Butchering Knife,Frenzy,6754|5151200|5151201,0,0,0,0,0,75,0,,,,,,1,
15121600,Butchering Knife,Frost,107611|5151200|5151201,0,100,0,0,0,0,0,,1,,,,,
15120400,Butchering Knife,Glint,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15121500,Butchering Knife,Godslayer,1620000|5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15120800,Butchering Knife,Golden,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15120600,Butchering Knife,Gravity,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15120100,Butchering Knife,Heavy,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15120200,Butchering Knife,Keen,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15121200,Butchering Knife,Lava,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15122100,Butchering Knife,Mystic,105611|5151200|5151201,0,0,0,0,95,0,0,,,,,1,,
15121100,Butchering Knife,Night,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15120300,Butchering Knife,Quality,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15121900,Butchering Knife,Rotten,106111|5151200|5151201,0,0,95,0,0,0,0,,,1,,,,
15120000,Butchering Knife,Standard,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
15122000,Butchering Knife,Storm,5151200|5151201,0,0,0,0,0,0,0,,,,,,,
21001700,Caestus,Aberrant,105011,68,0,0,0,0,0,0,1,,,,,,
21001000,Caestus,Bestial,,0,0,0,0,0,0,0,,,,,,,
21001800,Caestus,Bloodflame,105011,68,0,0,0,0,0,0,1,,,,,,
21001400,Caestus,Death,108011,0,0,0,0,0,0,83,,,,,,,1
21000900,Caestus,Draconic,,0,0,0,0,0,0,0,,,,,,,
21000500,Caestus,Dragonkin,107511,0,83,0,0,0,0,0,,1,,,,,
21000700,Caestus,Flame,108500,0,0,0,0,0,0,0,,,,,,,
21001300,Caestus,Frenzy,6752,0,0,0,0,0,65,0,,,,,,1,
21001600,Caestus,Frost,107511,0,83,0,0,0,0,0,,1,,,,,
21000400,Caestus,Glint,,0,0,0,0,0,0,0,,,,,,,
21001500,Caestus,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
21000800,Caestus,Golden,,0,0,0,0,0,0,0,,,,,,,
21000600,Caestus,Gravity,,0,0,0,0,0,0,0,,,,,,,
21000100,Caestus,Heavy,,0,0,0,0,0,0,0,,,,,,,
21000200,Caestus,Keen,,0,0,0,0,0,0,0,,,,,,,
21001200,Caestus,Lava,,0,0,0,0,0,0,0,,,,,,,
21002100,Caestus,Mystic,105561,0,0,0,0,79,0,0,,,,,1,,
21001100,Caestus,Night,,0,0,0,0,0,0,0,,,,,,,
21000300,Caestus,Quality,,0,0,0,0,0,0,0,,,,,,,
21001900,Caestus,Rotten,106011,0,0,79,0,0,0,0,,,1,,,,
21000000,Caestus,Standard,,0,0,0,0,0,0,0,,,,,,,
21002000,Caestus,Storm,,0,0,0,0,0,0,0,,,,,,,
10060000,Caimar's Battlestaff,Standard,105563,0,0,0,0,81,0,0,,,,,1,,
31250000,Candletree Wooden Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
2211700,Cane Sword,Aberrant,105013,70,0,0,0,0,0,0,1,,,,,,
2211000,Cane Sword,Bestial,,0,0,0,0,0,0,0,,,,,,,
2211800,Cane Sword,Bloodflame,105013,70,0,0,0,0,0,0,1,,,,,,
2211400,Cane Sword,Death,108013,0,0,0,0,0,0,86,,,,,,,1
2210900,Cane Sword,Draconic,,0,0,0,0,0,0,0,,,,,,,
2210500,Cane Sword,Dragonkin,107513,0,86,0,0,0,0,0,,1,,,,,
2210700,Cane Sword,Flame,108500,0,0,0,0,0,0,0,,,,,,,
2211300,Cane Sword,Frenzy,6756,0,0,0,0,0,68,0,,,,,,1,
2211600,Cane Sword,Frost,107513,0,86,0,0,0,0,0,,1,,,,,
2210400,Cane Sword,Glint,,0,0,0,0,0,0,0,,,,,,,
2211500,Cane Sword,Godslayer,1620000,0,0,0,0,0,0,0,,,,,,,
2210800,Cane Sword,Golden,,0,0,0,0,0,0,0,,,,,,,
2210600,Cane Sword,Gravity,,0,0,0,0,0,0,0,,,,,,,
2210100,Cane Sword,Heavy,,0,0,0,0,0,0,0,,,,,,,
2210200,Cane Sword,Keen,,0,0,0,0,0,0,0,,,,,,,
2211200,Cane Sword,Lava,,0,0,0,0,0,0,0,,,,,,,
2212100,Cane Sword,Mystic,105563,0,0,0,0,81,0,0,,,,,1,,
2211100,Cane Sword,Night,,0,0,0,0,0,0,0,,,,,,,
2210300,Cane Sword,Quality,,0,0,0,0,0,0,0,,,,,,,
2211900,Cane Sword,Rotten,106013,0,0,81,0,0,0,0,,,1,,,,
2210000,Cane Sword,Standard,,0,0,0,0,0,0,0,,,,,,,
2212000,Cane Sword,Storm,,0,0,0,0,0,0,0,,,,,,,
31190000,Carian Knight's Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
2180000,Carian Knight's Sword,Standard,,0,0,0,0,0,0,0,,,,,,,
2530000,Carian Sorcery Sword,Standard,5025300|20018694,0,0,0,0,0,0,0,,,,,,,
62510000,Carian Thrusting Shield,Standard,,0,0,0,0,0,0,0,,,,,,,
6030000,Carwyn's Épée,Standard,,0,0,0,0,0,0,0,,,,,,,
14060000,Celebrant's Cleaver,Standard,1620000|5140600|5010601,0,0,0,0,0,0,0,,,,,,,
