aow_id,aow_name,weapon_id,weapon_name,affinity,weapon_type_name,weapon_type_keys
505,Aeonian Rush,68500800,Beast Claw,Golden,Beast Claw,BeastClaw
505,Aeonian Rush,68500600,Beast Claw,Gravity,Beast Claw,BeastClaw
505,Aeonian Rush,68500100,Beast Claw,Heavy,Beast Claw,BeastClaw
505,Aeonian Rush,68500200,Beast Claw,Keen,Beast Claw,BeastClaw
505,Aeonian Rush,68500300,Beast Claw,Quality,Beast Claw,BeastClaw
505,Aeonian Rush,68500000,Beast Claw,Standard,Beast Claw,BeastClaw
505,Aeonian Rush,1141000,Bloodstained Dagger,Bestial,Dagger,Dagger
505,Aeonian Rush,1140900,Bloodstained Dagger,Draconic,Dagger,Dagger
505,Aeonian Rush,1140500,Bloodstained Dagger,Dragonkin,Dagger,Dagger
505,Aeonian Rush,1140700,Bloodstained Dagger,Flame,Dagger,Dagger
505,Aeonian Rush,1140400,Bloodstained Dagger,Glint,Dagger,Dagger
505,Aeonian Rush,1140800,Bloodstained Dagger,Golden,Dagger,Dagger
505,Aeonian Rush,1140600,Bloodstained Dagger,Gravity,Dagger,Dagger
505,Aeonian Rush,1140100,Bloodstained Dagger,Heavy,Dagger,Dagger
505,Aeonian Rush,1140200,Bloodstained Dagger,Keen,Dagger,Dagger
505,Aeonian Rush,1140300,Bloodstained Dagger,Quality,Dagger,Dagger
505,Aeonian Rush,1140000,Bloodstained Dagger,Standard,Dagger,Dagger
505,Aeonian Rush,12191000,Brick Hammer,Bestial,Great Hammer,HammerLarge
505,Aeonian Rush,12190900,Brick Hammer,Draconic,Great Hammer,HammerLarge
505,Aeonian Rush,12190500,Brick Hammer,Dragonkin,Great Hammer,HammerLarge
505,Aeonian Rush,12190700,Brick Hammer,Flame,Great Hammer,HammerLarge
505,Aeonian Rush,12190400,Brick Hammer,Glint,Great Hammer,HammerLarge
505,Aeonian Rush,12190800,Brick Hammer,Golden,Great Hammer,HammerLarge
505,Aeonian Rush,12190600,Brick Hammer,Gravity,Great Hammer,HammerLarge
505,Aeonian Rush,12190100,Brick Hammer,Heavy,Great Hammer,HammerLarge
505,Aeonian Rush,12190200,Brick Hammer,Keen,Great Hammer,HammerLarge
505,Aeonian Rush,12190300,Brick Hammer,Quality,Great Hammer,HammerLarge
505,Aeonian Rush,12190000,Brick Hammer,Standard,Great Hammer,HammerLarge
505,Aeonian Rush,2021000,Broadsword,Bestial,Straight Sword,SwordNormal
505,Aeonian Rush,2020900,Broadsword,Draconic,Straight Sword,SwordNormal
505,Aeonian Rush,2020500,Broadsword,Dragonkin,Straight Sword,SwordNormal
505,Aeonian Rush,2020700,Broadsword,Flame,Straight Sword,SwordNormal
505,Aeonian Rush,2020400,Broadsword,Glint,Straight Sword,SwordNormal
505,Aeonian Rush,2020800,Broadsword,Golden,Straight Sword,SwordNormal
505,Aeonian Rush,2020600,Broadsword,Gravity,Straight Sword,SwordNormal
505,Aeonian Rush,2020100,Broadsword,Heavy,Straight Sword,SwordNormal
505,Aeonian Rush,2020200,Broadsword,Keen,Straight Sword,SwordNormal
505,Aeonian Rush,2020300,Broadsword,Quality,Straight Sword,SwordNormal
505,Aeonian Rush,2020000,Broadsword,Standard,Straight Sword,SwordNormal
505,Aeonian Rush,15121000,Butchering Knife,Bestial,Greataxe,AxeLarge
505,Aeonian Rush,15120900,Butchering Knife,Draconic,Greataxe,AxeLarge
505,Aeonian Rush,15120500,Butchering Knife,Dragonkin,Greataxe,AxeLarge
505,Aeonian Rush,15120700,Butchering Knife,Flame,Greataxe,AxeLarge
505,Aeonian Rush,15120400,Butchering Knife,Glint,Greataxe,AxeLarge
505,Aeonian Rush,15120800,Butchering Knife,Golden,Greataxe,AxeLarge
505,Aeonian Rush,15120600,Butchering Knife,Gravity,Greataxe,AxeLarge
505,Aeonian Rush,15120100,Butchering Knife,Heavy,Greataxe,AxeLarge
505,Aeonian Rush,15120200,Butchering Knife,Keen,Greataxe,AxeLarge
505,Aeonian Rush,15120300,Butchering Knife,Quality,Greataxe,AxeLarge
505,Aeonian Rush,15120000,Butchering Knife,Standard,Greataxe,AxeLarge
505,Aeonian Rush,21001000,Caestus,Bestial,Fist,Knuckle
505,Aeonian Rush,21000900,Caestus,Draconic,Fist,Knuckle
505,Aeonian Rush,21000500,Caestus,Dragonkin,Fist,Knuckle
505,Aeonian Rush,21000700,Caestus,Flame,Fist,Knuckle
505,Aeonian Rush,21000400,Caestus,Glint,Fist,Knuckle
505,Aeonian Rush,21000800,Caestus,Golden,Fist,Knuckle
505,Aeonian Rush,21000600,Caestus,Gravity,Fist,Knuckle
505,Aeonian Rush,21000100,Caestus,Heavy,Fist,Knuckle
505,Aeonian Rush,21000200,Caestus,Keen,Fist,Knuckle
505,Aeonian Rush,21000300,Caestus,Quality,Fist,Knuckle
505,Aeonian Rush,21000000,Caestus,Standard,Fist,Knuckle
505,Aeonian Rush,2211000,Cane Sword,Bestial,Straight Sword,SwordNormal
505,Aeonian Rush,2210900,Cane Sword,Draconic,Straight Sword,SwordNormal
505,Aeonian Rush,2210500,Cane Sword,Dragonkin,Straight Sword,SwordNormal
505,Aeonian Rush,2210700,Cane Sword,Flame,Straight Sword,SwordNormal
505,Aeonian Rush,2210400,Cane Sword,Glint,Straight Sword,SwordNormal
505,Aeonian Rush,2210800,Cane Sword,Golden,Straight Sword,SwordNormal
505,Aeonian Rush,2210600,Cane Sword,Gravity,Straight Sword,SwordNormal
505,Aeonian Rush,2210100,Cane Sword,Heavy,Straight Sword,SwordNormal
505,Aeonian Rush,2210200,Cane Sword,Keen,Straight Sword,SwordNormal
505,Aeonian Rush,2210300,Cane Sword,Quality,Straight Sword,SwordNormal
505,Aeonian Rush,2210000,Cane Sword,Standard,Straight Sword,SwordNormal
505,Aeonian Rush,13041000,Chainlink Flail,Bestial,Flail,Flail
505,Aeonian Rush,13040900,Chainlink Flail,Draconic,Flail,Flail
505,Aeonian Rush,13040500,Chainlink Flail,Dragonkin,Flail,Flail
505,Aeonian Rush,13040700,Chainlink Flail,Flame,Flail,Flail
505,Aeonian Rush,13040400,Chainlink Flail,Glint,Flail,Flail
505,Aeonian Rush,13040800,Chainlink Flail,Golden,Flail,Flail
505,Aeonian Rush,13040600,Chainlink Flail,Gravity,Flail,Flail
505,Aeonian Rush,13040100,Chainlink Flail,Heavy,Flail,Flail
505,Aeonian Rush,13040200,Chainlink Flail,Keen,Flail,Flail
505,Aeonian Rush,13040300,Chainlink Flail,Quality,Flail,Flail
505,Aeonian Rush,13040000,Chainlink Flail,Standard,Flail,Flail
505,Aeonian Rush,3181000,Claymore,Bestial,Greatsword,SwordLarge
505,Aeonian Rush,3180900,Claymore,Draconic,Greatsword,SwordLarge
505,Aeonian Rush,3180500,Claymore,Dragonkin,Greatsword,SwordLarge
505,Aeonian Rush,3180700,Claymore,Flame,Greatsword,SwordLarge
505,Aeonian Rush,3180400,Claymore,Glint,Greatsword,SwordLarge
505,Aeonian Rush,3180800,Claymore,Golden,Greatsword,SwordLarge
505,Aeonian Rush,3180600,Claymore,Gravity,Greatsword,SwordLarge
505,Aeonian Rush,3180100,Claymore,Heavy,Greatsword,SwordLarge
505,Aeonian Rush,3180200,Claymore,Keen,Greatsword,SwordLarge
505,Aeonian Rush,3180300,Claymore,Quality,Greatsword,SwordLarge
505,Aeonian Rush,3180000,Claymore,Standard,Greatsword,SwordLarge
505,Aeonian Rush,5011000,Cleanrot Knight's Sword,Bestial,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010900,Cleanrot Knight's Sword,Draconic,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010500,Cleanrot Knight's Sword,Dragonkin,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010700,Cleanrot Knight's Sword,Flame,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010400,Cleanrot Knight's Sword,Glint,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010800,Cleanrot Knight's Sword,Golden,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010600,Cleanrot Knight's Sword,Gravity,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010100,Cleanrot Knight's Sword,Heavy,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010200,Cleanrot Knight's Sword,Keen,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010300,Cleanrot Knight's Sword,Quality,Thrusting Sword,SwordPierce
505,Aeonian Rush,5010000,Cleanrot Knight's Sword,Standard,Thrusting Sword,SwordPierce
505,Aeonian Rush,11011000,Club,Bestial,Hammer,HammerNormal
505,Aeonian Rush,11010900,Club,Draconic,Hammer,HammerNormal
505,Aeonian Rush,11010500,Club,Dragonkin,Hammer,HammerNormal
505,Aeonian Rush,11010700,Club,Flame,Hammer,HammerNormal
505,Aeonian Rush,11010400,Club,Glint,Hammer,HammerNormal
505,Aeonian Rush,11010800,Club,Golden,Hammer,HammerNormal
505,Aeonian Rush,11010600,Club,Gravity,Hammer,HammerNormal
505,Aeonian Rush,11010100,Club,Heavy,Hammer,HammerNormal
505,Aeonian Rush,11010200,Club,Keen,Hammer,HammerNormal
505,Aeonian Rush,11010300,Club,Quality,Hammer,HammerNormal
505,Aeonian Rush,11010000,Club,Standard,Hammer,HammerNormal
505,Aeonian Rush,15031000,Crescent Moon Axe,Bestial,Greataxe,AxeLarge
505,Aeonian Rush,15030900,Crescent Moon Axe,Draconic,Greataxe,AxeLarge
505,Aeonian Rush,15030500,Crescent Moon Axe,Dragonkin,Greataxe,AxeLarge
505,Aeonian Rush,15030700,Crescent Moon Axe,Flame,Greataxe,AxeLarge
505,Aeonian Rush,15030400,Crescent Moon Axe,Glint,Greataxe,AxeLarge
505,Aeonian Rush,15030800,Crescent Moon Axe,Golden,Greataxe,AxeLarge
505,Aeonian Rush,15030600,Crescent Moon Axe,Gravity,Greataxe,AxeLarge
505,Aeonian Rush,15030100,Crescent Moon Axe,Heavy,Greataxe,AxeLarge
505,Aeonian Rush,15030200,Crescent Moon Axe,Keen,Greataxe,AxeLarge
505,Aeonian Rush,15030300,Crescent Moon Axe,Quality,Greataxe,AxeLarge
505,Aeonian Rush,15030000,Crescent Moon Axe,Standard,Greataxe,AxeLarge
505,Aeonian Rush,16111000,Cross-Naginata,Bestial,Spear,SpearNormal
505,Aeonian Rush,16110900,Cross-Naginata,Draconic,Spear,SpearNormal
505,Aeonian Rush,16110500,Cross-Naginata,Dragonkin,Spear,SpearNormal
505,Aeonian Rush,16110700,Cross-Naginata,Flame,Spear,SpearNormal
505,Aeonian Rush,16110400,Cross-Naginata,Glint,Spear,SpearNormal
505,Aeonian Rush,16110800,Cross-Naginata,Golden,Spear,SpearNormal
505,Aeonian Rush,16110600,Cross-Naginata,Gravity,Spear,SpearNormal
505,Aeonian Rush,16110100,Cross-Naginata,Heavy,Spear,SpearNormal
505,Aeonian Rush,16110200,Cross-Naginata,Keen,Spear,SpearNormal
505,Aeonian Rush,16110300,Cross-Naginata,Quality,Spear,SpearNormal
505,Aeonian Rush,16110000,Cross-Naginata,Standard,Spear,SpearNormal
505,Aeonian Rush,11031000,Curved Club,Bestial,Hammer,HammerNormal
505,Aeonian Rush,11030900,Curved Club,Draconic,Hammer,HammerNormal
505,Aeonian Rush,11030500,Curved Club,Dragonkin,Hammer,HammerNormal
505,Aeonian Rush,11030700,Curved Club,Flame,Hammer,HammerNormal
505,Aeonian Rush,11030400,Curved Club,Glint,Hammer,HammerNormal
505,Aeonian Rush,11030800,Curved Club,Golden,Hammer,HammerNormal
505,Aeonian Rush,11030600,Curved Club,Gravity,Hammer,HammerNormal
505,Aeonian Rush,11030100,Curved Club,Heavy,Hammer,HammerNormal
505,Aeonian Rush,11030200,Curved Club,Keen,Hammer,HammerNormal
505,Aeonian Rush,11030300,Curved Club,Quality,Hammer,HammerNormal
505,Aeonian Rush,11030000,Curved Club,Standard,Hammer,HammerNormal
505,Aeonian Rush,12081000,Curved Great Club,Bestial,Great Hammer,HammerLarge
505,Aeonian Rush,12080900,Curved Great Club,Draconic,Great Hammer,HammerLarge
505,Aeonian Rush,12080500,Curved Great Club,Dragonkin,Great Hammer,HammerLarge
505,Aeonian Rush,12080700,Curved Great Club,Flame,Great Hammer,HammerLarge
505,Aeonian Rush,12080400,Curved Great Club,Glint,Great Hammer,HammerLarge
505,Aeonian Rush,12080800,Curved Great Club,Golden,Great Hammer,HammerLarge
505,Aeonian Rush,12080600,Curved Great Club,Gravity,Great Hammer,HammerLarge
505,Aeonian Rush,12080100,Curved Great Club,Heavy,Great Hammer,HammerLarge
505,Aeonian Rush,12080200,Curved Great Club,Keen,Great Hammer,HammerLarge
505,Aeonian Rush,12080300,Curved Great Club,Quality,Great Hammer,HammerLarge
505,Aeonian Rush,12080000,Curved Great Club,Standard,Great Hammer,HammerLarge
505,Aeonian Rush,1001000,Dagger,Bestial,Dagger,Dagger
505,Aeonian Rush,1000900,Dagger,Draconic,Dagger,Dagger
505,Aeonian Rush,1000500,Dagger,Dragonkin,Dagger,Dagger
505,Aeonian Rush,1000700,Dagger,Flame,Dagger,Dagger
505,Aeonian Rush,1000400,Dagger,Glint,Dagger,Dagger
505,Aeonian Rush,1000800,Dagger,Golden,Dagger,Dagger
505,Aeonian Rush,1000600,Dagger,Gravity,Dagger,Dagger
505,Aeonian Rush,1000100,Dagger,Heavy,Dagger,Dagger
505,Aeonian Rush,1000200,Dagger,Keen,Dagger,Dagger
505,Aeonian Rush,1000300,Dagger,Quality,Dagger,Dagger
505,Aeonian Rush,1000000,Dagger,Standard,Dagger,Dagger
505,Aeonian Rush,60511000,Dane's Footwork,Bestial,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510900,Dane's Footwork,Draconic,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510500,Dane's Footwork,Dragonkin,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510700,Dane's Footwork,Flame,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510400,Dane's Footwork,Glint,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510800,Dane's Footwork,Golden,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510600,Dane's Footwork,Gravity,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510100,Dane's Footwork,Heavy,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510200,Dane's Footwork,Keen,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510300,Dane's Footwork,Quality,Hand-to-Hand,HandToHand
505,Aeonian Rush,60510000,Dane's Footwork,Standard,Hand-to-Hand,HandToHand
505,Aeonian Rush,8531000,Demi-Dragon Cleaver,Bestial,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530900,Demi-Dragon Cleaver,Draconic,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530500,Demi-Dragon Cleaver,Dragonkin,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530700,Demi-Dragon Cleaver,Flame,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530400,Demi-Dragon Cleaver,Glint,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530800,Demi-Dragon Cleaver,Golden,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530600,Demi-Dragon Cleaver,Gravity,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530100,Demi-Dragon Cleaver,Heavy,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530200,Demi-Dragon Cleaver,Keen,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530300,Demi-Dragon Cleaver,Quality,Curved Greatsword,SaberLarge
505,Aeonian Rush,8530000,Demi-Dragon Cleaver,Standard,Curved Greatsword,SaberLarge
505,Aeonian Rush,8021000,Dismounter,Bestial,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020900,Dismounter,Draconic,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020500,Dismounter,Dragonkin,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020700,Dismounter,Flame,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020400,Dismounter,Glint,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020800,Dismounter,Golden,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020600,Dismounter,Gravity,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020100,Dismounter,Heavy,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020200,Dismounter,Keen,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020300,Dismounter,Quality,Curved Greatsword,SaberLarge
505,Aeonian Rush,8020000,Dismounter,Standard,Curved Greatsword,SaberLarge
505,Aeonian Rush,60501000,Dryleaf Arts,Bestial,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500900,Dryleaf Arts,Draconic,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500500,Dryleaf Arts,Dragonkin,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500700,Dryleaf Arts,Flame,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500400,Dryleaf Arts,Glint,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500800,Dryleaf Arts,Golden,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500600,Dryleaf Arts,Gravity,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500100,Dryleaf Arts,Heavy,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500200,Dryleaf Arts,Keen,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500300,Dryleaf Arts,Quality,Hand-to-Hand,HandToHand
505,Aeonian Rush,60500000,Dryleaf Arts,Standard,Hand-to-Hand,HandToHand
505,Aeonian Rush,62501000,Dueling Shield,Bestial,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500900,Dueling Shield,Draconic,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500500,Dueling Shield,Dragonkin,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500700,Dueling Shield,Flame,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500400,Dueling Shield,Glint,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500800,Dueling Shield,Golden,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500600,Dueling Shield,Gravity,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500100,Dueling Shield,Heavy,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500200,Dueling Shield,Keen,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500300,Dueling Shield,Quality,Thrusting Shield,ThrustingShield
505,Aeonian Rush,62500000,Dueling Shield,Standard,Thrusting Shield,ThrustingShield
505,Aeonian Rush,23041000,Duelist Greataxe,Bestial,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040900,Duelist Greataxe,Draconic,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040500,Duelist Greataxe,Dragonkin,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040700,Duelist Greataxe,Flame,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040400,Duelist Greataxe,Glint,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040800,Duelist Greataxe,Golden,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040600,Duelist Greataxe,Gravity,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040100,Duelist Greataxe,Heavy,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040200,Duelist Greataxe,Keen,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040300,Duelist Greataxe,Quality,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,23040000,Duelist Greataxe,Standard,Colossal Weapon,AxhammerLarge
505,Aeonian Rush,5001000,Estoc,Bestial,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000900,Estoc,Draconic,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000500,Estoc,Dragonkin,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000700,Estoc,Flame,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000400,Estoc,Glint,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000800,Estoc,Golden,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000600,Estoc,Gravity,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000100,Estoc,Heavy,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000200,Estoc,Keen,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000300,Estoc,Quality,Thrusting Sword,SwordPierce
505,Aeonian Rush,5000000,Estoc,Standard,Thrusting Sword,SwordPierce
505,Aeonian Rush,15081000,Executioner's Greataxe,Bestial,Greataxe,AxeLarge
505,Aeonian Rush,15080900,Executioner's Greataxe,Draconic,Greataxe,AxeLarge
505,Aeonian Rush,15080500,Executioner's Greataxe,Dragonkin,Greataxe,AxeLarge
505,Aeonian Rush,15080700,Executioner's Greataxe,Flame,Greataxe,AxeLarge
505,Aeonian Rush,15080400,Executioner's Greataxe,Glint,Greataxe,AxeLarge
505,Aeonian Rush,15080800,Executioner's Greataxe,Golden,Greataxe,AxeLarge
505,Aeonian Rush,15080600,Executioner's Greataxe,Gravity,Greataxe,AxeLarge
505,Aeonian Rush,15080100,Executioner's Greataxe,Heavy,Greataxe,AxeLarge
505,Aeonian Rush,15080200,Executioner's Greataxe,Keen,Greataxe,AxeLarge
505,Aeonian Rush,15080300,Executioner's Greataxe,Quality,Greataxe,AxeLarge
505,Aeonian Rush,15080000,Executioner's Greataxe,Standard,Greataxe,AxeLarge
505,Aeonian Rush,7001000,Falchion,Bestial,Curved Sword,SaberNormal
505,Aeonian Rush,7000900,Falchion,Draconic,Curved Sword,SaberNormal
505,Aeonian Rush,7000500,Falchion,Dragonkin,Curved Sword,SaberNormal
505,Aeonian Rush,7000700,Falchion,Flame,Curved Sword,SaberNormal
505,Aeonian Rush,7000400,Falchion,Glint,Curved Sword,SaberNormal
505,Aeonian Rush,7000800,Falchion,Golden,Curved Sword,SaberNormal
505,Aeonian Rush,7000600,Falchion,Gravity,Curved Sword,SaberNormal
505,Aeonian Rush,7000100,Falchion,Heavy,Curved Sword,SaberNormal
505,Aeonian Rush,7000200,Falchion,Keen,Curved Sword,SaberNormal
505,Aeonian Rush,7000300,Falchion,Quality,Curved Sword,SaberNormal
505,Aeonian Rush,7000000,Falchion,Standard,Curved Sword,SaberNormal
505,Aeonian Rush,13011000,Flail,Bestial,Flail,Flail
505,Aeonian Rush,13010900,Flail,Draconic,Flail,Flail
505,Aeonian Rush,13010500,Flail,Dragonkin,Flail,Flail
505,Aeonian Rush,13010700,Flail,Flame,Flail,Flail
505,Aeonian Rush,13010400,Flail,Glint,Flail,Flail
505,Aeonian Rush,13010800,Flail,Golden,Flail,Flail
505,Aeonian Rush,13010600,Flail,Gravity,Flail,Flail
