weapon_id,name,affinity,weapon_type_name,weapon_type_keys,attack_element_correct_id,str_scaling,str_grade,str_effective,dex_scaling,dex_grade,dex_effective,int_scaling,int_grade,int_effective,fai_scaling,fai_grade,fai_effective,arc_scaling,arc_grade,arc_effective,usable_stats,dead_stats
64501700,Backhand Blade,Aberrant,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.55,D,1,0.00,-,0,0.55,D,1,STR|DEX|INT|ARC,FAI
64501000,Backhand Blade,Bestial,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
64501800,Backhand Blade,Bloodflame,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.00,-,0,0.55,D,1,0.55,D,1,STR|DEX|FAI|ARC,INT
64501400,Backhand Blade,Death,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.55,D,1,0.55,D,1,0.00,-,0,STR|DEX|INT|FAI,ARC
64500900,Backhand Blade,Draconic,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
64500500,Backhand Blade,Dragonkin,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
64500700,Backhand Blade,Flame,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
64501300,Backhand Blade,Frenzy,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.55,D,1,0.55,D,1,0.00,-,0,STR|DEX|INT|FAI,ARC
64501600,Backhand Blade,Frost,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.55,D,1,0.00,-,0,0.55,D,1,STR|DEX|INT|ARC,FAI
64500400,Backhand Blade,Glint,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
64501500,Backhand Blade,Godslayer,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.55,D,1,0.55,D,1,0.00,-,0,STR|DEX|INT|FAI,ARC
64500800,Backhand Blade,Golden,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
64500600,Backhand Blade,Gravity,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
64500100,Backhand Blade,Heavy,Reverse-hand Blade,ReverseHandSword,0,0.55,D,1,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
64500200,Backhand Blade,Keen,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,1.25,B,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
64501200,Backhand Blade,Lava,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.65,C,1,0.65,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
64502100,Backhand Blade,Mystic,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.00,-,0,0.55,D,1,0.55,D,1,STR|DEX|FAI|ARC,INT
64501100,Backhand Blade,Night,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.65,C,1,0.65,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
64500300,Backhand Blade,Quality,Reverse-hand Blade,ReverseHandSword,0,0.35,D,1,0.70,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
64501900,Backhand Blade,Rotten,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.00,-,0,0.55,D,1,0.55,D,1,STR|DEX|FAI|ARC,INT
64500000,Backhand Blade,Standard,Reverse-hand Blade,ReverseHandSword,0,0.10,E,1,0.80,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
64502000,Backhand Blade,Storm,Reverse-hand Blade,ReverseHandSword,0,0.05,E,1,0.30,D,1,0.65,C,1,0.65,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
7041700,Bandit's Curved Sword,Aberrant,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
7041000,Bandit's Curved Sword,Bestial,Curved Sword,SaberNormal,0,0.10,E,1,0.30,D,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
7041800,Bandit's Curved Sword,Bloodflame,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
7041400,Bandit's Curved Sword,Death,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
7040900,Bandit's Curved Sword,Draconic,Curved Sword,SaberNormal,0,0.10,E,1,0.30,D,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
7040500,Bandit's Curved Sword,Dragonkin,Curved Sword,SaberNormal,0,0.10,E,1,0.30,D,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
7040700,Bandit's Curved Sword,Flame,Curved Sword,SaberNormal,0,0.10,E,1,0.30,D,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
7041300,Bandit's Curved Sword,Frenzy,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
7041600,Bandit's Curved Sword,Frost,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
7040400,Bandit's Curved Sword,Glint,Curved Sword,SaberNormal,0,0.10,E,1,0.30,D,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
7041500,Bandit's Curved Sword,Godslayer,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
7040800,Bandit's Curved Sword,Golden,Curved Sword,SaberNormal,0,0.10,E,1,0.30,D,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
7040600,Bandit's Curved Sword,Gravity,Curved Sword,SaberNormal,0,0.10,E,1,0.30,D,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
7040100,Bandit's Curved Sword,Heavy,Curved Sword,SaberNormal,0,0.55,D,1,0.55,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
7040200,Bandit's Curved Sword,Keen,Curved Sword,SaberNormal,0,0.10,E,1,1.15,B,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
7041200,Bandit's Curved Sword,Lava,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
7042100,Bandit's Curved Sword,Mystic,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
7041100,Bandit's Curved Sword,Night,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
7040300,Bandit's Curved Sword,Quality,Curved Sword,SaberNormal,0,0.45,D,1,0.65,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
7041900,Bandit's Curved Sword,Rotten,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
7040000,Bandit's Curved Sword,Standard,Curved Sword,SaberNormal,0,0.25,D,1,0.70,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
7042000,Bandit's Curved Sword,Storm,Curved Sword,SaberNormal,0,0.05,E,1,0.25,D,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
3080000,Banished Knight's Greatsword,Standard,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
18030000,Banished Knight's Halberd,Standard,Halberd,SpearAxe,0,0.42,D,1,0.13,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
31030000,Banished Knight's Shield,Standard,Medium Shield,ShieldNormal,0,0.40,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
17520000,Barbed Staff-Spear,Standard,Heavy Spear,SpearHeavy,0,0.75,C,1,0.50,D,1,0.00,-,0,1.00,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
3001700,Bastard Sword,Aberrant,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
3001000,Bastard Sword,Bestial,Greatsword,SwordLarge,0,0.25,D,1,0.10,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
3001800,Bastard Sword,Bloodflame,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
3001400,Bastard Sword,Death,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
3000900,Bastard Sword,Draconic,Greatsword,SwordLarge,0,0.25,D,1,0.10,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
3000500,Bastard Sword,Dragonkin,Greatsword,SwordLarge,0,0.25,D,1,0.10,E,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
3000700,Bastard Sword,Flame,Greatsword,SwordLarge,0,0.25,D,1,0.10,E,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
3001300,Bastard Sword,Frenzy,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
3001600,Bastard Sword,Frost,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
3000400,Bastard Sword,Glint,Greatsword,SwordLarge,0,0.25,D,1,0.10,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
3001500,Bastard Sword,Godslayer,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
3000800,Bastard Sword,Golden,Greatsword,SwordLarge,0,0.25,D,1,0.10,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
3000600,Bastard Sword,Gravity,Greatsword,SwordLarge,0,0.25,D,1,0.10,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
3000100,Bastard Sword,Heavy,Greatsword,SwordLarge,0,1.00,B,1,0.15,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3000200,Bastard Sword,Keen,Greatsword,SwordLarge,0,0.45,D,1,0.60,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3001200,Bastard Sword,Lava,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
3002100,Bastard Sword,Mystic,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
3001100,Bastard Sword,Night,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
3000300,Bastard Sword,Quality,Greatsword,SwordLarge,0,0.75,C,1,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3001900,Bastard Sword,Rotten,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
3000000,Bastard Sword,Standard,Greatsword,SwordLarge,0,0.60,C,1,0.30,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3002000,Bastard Sword,Storm,Greatsword,SwordLarge,0,0.15,E,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
13030000,Bastard's Stars,Standard,Flail,Flail,0,0.50,D,1,0.50,D,1,1.00,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
14001700,Battle Axe,Aberrant,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
14001000,Battle Axe,Bestial,Axe,AxeNormal,0,0.40,D,1,0.20,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
14001800,Battle Axe,Bloodflame,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
14001400,Battle Axe,Death,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
14000900,Battle Axe,Draconic,Axe,AxeNormal,0,0.40,D,1,0.20,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
14000500,Battle Axe,Dragonkin,Axe,AxeNormal,0,0.40,D,1,0.20,E,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
14000700,Battle Axe,Flame,Axe,AxeNormal,0,0.40,D,1,0.20,E,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
14001300,Battle Axe,Frenzy,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
14001600,Battle Axe,Frost,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
14000400,Battle Axe,Glint,Axe,AxeNormal,0,0.40,D,1,0.20,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
14001500,Battle Axe,Godslayer,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
14000800,Battle Axe,Golden,Axe,AxeNormal,0,0.40,D,1,0.20,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
14000600,Battle Axe,Gravity,Axe,AxeNormal,0,0.40,D,1,0.20,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
14000100,Battle Axe,Heavy,Axe,AxeNormal,0,1.00,B,1,0.20,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14000200,Battle Axe,Keen,Axe,AxeNormal,0,0.50,D,1,0.70,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14001200,Battle Axe,Lava,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
14002100,Battle Axe,Mystic,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
14001100,Battle Axe,Night,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
14000300,Battle Axe,Quality,Axe,AxeNormal,0,0.70,C,1,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14001900,Battle Axe,Rotten,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
14000000,Battle Axe,Standard,Axe,AxeNormal,0,0.60,C,1,0.30,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14002000,Battle Axe,Storm,Axe,AxeNormal,0,0.35,D,1,0.15,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12021700,Battle Hammer,Aberrant,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
12021000,Battle Hammer,Bestial,Great Hammer,HammerLarge,0,0.50,D,1,0.15,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
12021800,Battle Hammer,Bloodflame,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
12021400,Battle Hammer,Death,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12020900,Battle Hammer,Draconic,Great Hammer,HammerLarge,0,0.50,D,1,0.15,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
12020500,Battle Hammer,Dragonkin,Great Hammer,HammerLarge,0,0.50,D,1,0.15,E,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
12020700,Battle Hammer,Flame,Great Hammer,HammerLarge,0,0.50,D,1,0.15,E,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
12021300,Battle Hammer,Frenzy,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12021600,Battle Hammer,Frost,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
12020400,Battle Hammer,Glint,Great Hammer,HammerLarge,0,0.50,D,1,0.15,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
12021500,Battle Hammer,Godslayer,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12020800,Battle Hammer,Golden,Great Hammer,HammerLarge,0,0.50,D,1,0.15,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
12020600,Battle Hammer,Gravity,Great Hammer,HammerLarge,0,0.50,D,1,0.15,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
12020100,Battle Hammer,Heavy,Great Hammer,HammerLarge,0,1.20,B,1,0.15,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12020200,Battle Hammer,Keen,Great Hammer,HammerLarge,0,0.60,C,1,0.60,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12021200,Battle Hammer,Lava,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12022100,Battle Hammer,Mystic,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
12021100,Battle Hammer,Night,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
12020300,Battle Hammer,Quality,Great Hammer,HammerLarge,0,0.90,B,1,0.40,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12021900,Battle Hammer,Rotten,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
12020000,Battle Hammer,Standard,Great Hammer,HammerLarge,0,0.80,C,1,0.25,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
12022000,Battle Hammer,Storm,Great Hammer,HammerLarge,0,0.40,D,1,0.10,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
68501700,Beast Claw,Aberrant,Beast Claw,BeastClaw,0,0.50,D,1,0.05,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
68501000,Beast Claw,Bestial,Beast Claw,BeastClaw,0,0.55,D,1,0.10,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
68501800,Beast Claw,Bloodflame,Beast Claw,BeastClaw,0,0.50,D,1,0.05,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
68501400,Beast Claw,Death,Beast Claw,BeastClaw,0,0.50,D,1,0.05,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
68500900,Beast Claw,Draconic,Beast Claw,BeastClaw,0,0.55,D,1,0.10,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
68500500,Beast Claw,Dragonkin,Beast Claw,BeastClaw,0,0.55,D,1,0.10,E,1,0.80,C,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
68500700,Beast Claw,Flame,Beast Claw,BeastClaw,0,0.55,D,1,0.10,E,1,0.00,-,0,0.80,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
68501300,Beast Claw,Frenzy,Beast Claw,BeastClaw,0,0.50,D,1,0.05,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
68501600,Beast Claw,Frost,Beast Claw,BeastClaw,0,0.50,D,1,0.05,E,1,0.60,C,1,0.00,-,0,0.60,C,1,STR|DEX|INT|ARC,FAI
68500400,Beast Claw,Glint,Beast Claw,BeastClaw,0,0.55,D,1,0.10,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
68501500,Beast Claw,Godslayer,Beast Claw,BeastClaw,0,0.50,D,1,0.05,E,1,0.60,C,1,0.60,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
68500800,Beast Claw,Golden,Beast Claw,BeastClaw,0,0.55,D,1,0.10,E,1,0.00,-,0,0.90,B,1,0.00,-,0,STR|DEX|FAI,INT|ARC
68500600,Beast Claw,Gravity,Beast Claw,BeastClaw,0,0.55,D,1,0.10,E,1,0.90,B,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
68500100,Beast Claw,Heavy,Beast Claw,BeastClaw,0,0.95,B,1,0.25,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
68500200,Beast Claw,Keen,Beast Claw,BeastClaw,0,0.50,D,1,0.70,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
68501200,Beast Claw,Lava,Beast Claw,BeastClaw,0,0.50,D,1,0.05,E,1,0.70,C,1,0.70,C,1,0.00,-,0,STR|DEX|INT|FAI,ARC
68502100,Beast Claw,Mystic,Beast Claw,BeastClaw,0,0.50,D,1,0.05,E,1,0.00,-,0,0.60,C,1,0.60,C,1,STR|DEX|FAI|ARC,INT
