aow_id,name,bleed_buildup_add,frost_buildup_add,poison_buildup_add,scarlet_rot_buildup_add,valid_weapon_types,valid_affinities
160,Hoarfrost Stomp,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
200,Primeval Cascade,0,0,0,0,Dagger|GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
201,Sacred Blade,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
202,Ice Spear,0,0,0,0,SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
203,Crucible's Fury,0,0,0,0,Dagger|GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
204,Titanic Cleave,0,0,0,0,Dagger|GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SwordDoubleEdge|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
205,Lifesteal Fist,0,0,0,0,BeastClaw|Claw|HandToHand|Knuckle,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
207,Eruption,0,0,0,0,AxeLarge|AxhammerLarge|GreatKatana|HammerLarge|RapierHeavy|SaberLarge|SwordGigantic|SwordLarge,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
208,Prayerful Strike,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Flail|HammerLarge|HammerNormal,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
209,Gravitas,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Flail|GreatKatana|HammerLarge|HammerNormal|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
210,Storm Blade,0,0,0,0,Dagger|GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
212,Call to Thunder,0,0,0,0,AxeLarge|AxhammerLarge|HammerLarge|SpearHeavy|SwordGigantic,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
213,Golden Land,0,0,0,0,AxeLarge|AxhammerLarge|HammerLarge|SpearHeavy|SwordGigantic,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
214,Flaming Strike,0,0,0,0,AxeLarge|AxeNormal|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
216,Ice Spikes,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
217,Lightning Slash,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
218,Carian Grandeur,0,0,0,0,Dagger|GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SwordDoubleEdge|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
219,Celestial Ascension,0,0,0,0,Dagger|GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SwordDoubleEdge|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
220,Vacuum Slice,0,0,0,0,AxeLarge|AxeNormal|Dagger|GreatKatana|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
221,Black Flame Tornado,0,0,0,0,Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
222,Sacred Ring of Light,0,0,0,0,Sickle|SpearAxe|SpearNormal,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
224,Blood Blade,0,0,0,0,Dagger|LightGreatsword|ReverseHandSword|SaberNormal|SwordDoubleEdge|SwordNormal|SwordPierce|ThrowingWeapon|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
225,Phantom Slash,0,0,0,0,Sickle|SpearAxe|SpearNormal|SwordDoubleEdge,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
226,Spectral Lance,0,0,0,0,SpearAxe|SpearHeavy|SpearNormal,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
227,Chilling Mist,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
228,Poisonous Mist,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|LightGreatsword|RapierHeavy|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrustingShield|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
300,Shield Bash,0,0,0,0,ShieldLarge|ShieldNormal|ShieldSmall|ThrustingShield,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
301,Barricade Shield,0,0,0,0,ShieldLarge|ShieldNormal|ShieldSmall|ThrustingShield,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
302,Parry,0,0,0,0,Claw|Dagger|Knuckle|SaberNormal|ShieldNormal|ShieldSmall|SwordPierce|ThrowingWeapon,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
305,Carian Retaliation,0,0,0,0,ShieldNormal|ShieldSmall,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
306,Telekinetic Vortex,0,0,0,0,ShieldNormal|ShieldSmall,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
307,Golden Parry,0,0,0,0,ShieldNormal|ShieldSmall,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
308,Shield Crash,0,0,0,0,ShieldLarge|ShieldNormal|ShieldSmall|ThrustingShield,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
309,Cragbolt Slam,0,0,0,0,ShieldNormal|ShieldSmall,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
400,Titanic Shot,0,0,0,0,BowLarge,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
401,Barrage,0,0,0,0,BowSmall,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
402,Mighty Shot,0,0,0,0,BowNormal|BowSmall,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
404,Enchanted Shot,0,0,0,0,BowNormal|BowSmall,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
405,Sky Shot,0,0,0,0,BowNormal|BowSmall,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
406,Rain of Arrows,0,0,0,0,BowLarge|BowNormal|BowSmall,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
503,Kick,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|PerfumeBottle|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
504,Lightning Ram,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|Ballista|BeastClaw|Claw|ClossBow|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
505,Aeonian Rush,0,0,0,0,AxeLarge|AxeNormal|AxhammerLarge|BeastClaw|Claw|Dagger|Flail|GreatKatana|HammerLarge|HammerNormal|HandToHand|Knuckle|LightGreatsword|RapierHeavy|ReverseHandSword|SaberLarge|SaberNormal|Sickle|SpearAxe|SpearHeavy|SpearNormal|SwordDoubleEdge|SwordGigantic|SwordLarge|SwordNormal|SwordPierce|ThrowingWeapon|ThrustingShield|Whip|katana,Standard|Heavy|Keen|Quality|Glint|Dragonkin|Gravity|Flame|Golden|Draconic|Bestial|Night|Lava|Frenzy|Death|Godslayer|Frost|Aberrant|Bloodflame|Rotten|Storm|Mystic
