attack_element_correct_id,str_scales_physical,str_overwrite_physical,str_influence_physical,str_scales_magic,str_overwrite_magic,str_influence_magic,str_scales_fire,str_overwrite_fire,str_influence_fire,str_scales_lightning,str_overwrite_lightning,str_influence_lightning,str_scales_holy,str_overwrite_holy,str_influence_holy,dex_scales_physical,dex_overwrite_physical,dex_influence_physical,dex_scales_magic,dex_overwrite_magic,dex_influence_magic,dex_scales_fire,dex_overwrite_fire,dex_influence_fire,dex_scales_lightning,dex_overwrite_lightning,dex_influence_lightning,dex_scales_holy,dex_overwrite_holy,dex_influence_holy,int_scales_physical,int_overwrite_physical,int_influence_physical,int_scales_magic,int_overwrite_magic,int_influence_magic,int_scales_fire,int_overwrite_fire,int_influence_fire,int_scales_lightning,int_overwrite_lightning,int_influence_lightning,int_scales_holy,int_overwrite_holy,int_influence_holy,fai_scales_physical,fai_overwrite_physical,fai_influence_physical,fai_scales_magic,fai_overwrite_magic,fai_influence_magic,fai_scales_fire,fai_overwrite_fire,fai_influence_fire,fai_scales_lightning,fai_overwrite_lightning,fai_influence_lightning,fai_scales_holy,fai_overwrite_holy,fai_influence_holy,arc_scales_physical,arc_overwrite_physical,arc_influence_physical,arc_scales_magic,arc_overwrite_magic,arc_influence_magic,arc_scales_fire,arc_overwrite_fire,arc_influence_fire,arc_scales_lightning,arc_overwrite_lightning,arc_influence_lightning,arc_scales_holy,arc_overwrite_holy,arc_influence_holy
10000,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
10005,1,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
10013,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
10100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100
12000,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
12005,1,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
12013,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
13000,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
15000,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,0,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
16000,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100
20000,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
20010,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
20020,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
20030,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100
30000,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
30010,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
30020,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
30030,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100
30040,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
40000,0,-1,100,0,-1,100,1,-1,50,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,50,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,50,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
42060,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
42070,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
42080,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
42300,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100
42310,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,105,1,-1,105,1,-1,105,1,-1,105,1,-1,105,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100
42311,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,110,1,-1,110,1,-1,110,1,-1,110,1,-1,110,1,-1,100,1,-1,100,1,-1,100,1,-1,100,1,-1,100
50000,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50001,1,-1,10,0,-1,100,1,-1,10,0,-1,100,0,-1,100,1,-1,10,1,-1,10,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,10,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,10,1,-1,10,1,-1,10,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50002,1,-1,20,0,-1,100,1,-1,20,0,-1,100,0,-1,100,1,-1,20,1,-1,20,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,20,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,20,1,-1,20,1,-1,20,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50003,1,-1,30,0,-1,100,1,-1,30,0,-1,100,0,-1,100,1,-1,30,1,-1,30,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,30,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,30,1,-1,30,1,-1,30,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50004,1,-1,40,0,-1,100,1,-1,40,0,-1,100,0,-1,100,1,-1,40,1,-1,40,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,40,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,40,1,-1,40,1,-1,40,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50005,1,-1,50,0,-1,100,1,-1,50,0,-1,100,0,-1,100,1,-1,50,1,-1,50,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,50,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,50,1,-1,50,1,-1,50,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50006,1,-1,60,0,-1,100,1,-1,60,0,-1,100,0,-1,100,1,-1,60,1,-1,60,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,60,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,60,1,-1,60,1,-1,60,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50007,1,-1,70,0,-1,100,1,-1,70,0,-1,100,0,-1,100,1,-1,70,1,-1,70,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,70,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,70,1,-1,70,1,-1,70,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50008,1,-1,80,0,-1,100,1,-1,80,0,-1,100,0,-1,100,1,-1,80,1,-1,80,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,80,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,80,1,-1,80,1,-1,80,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50009,1,-1,90,0,-1,100,1,-1,90,0,-1,100,0,-1,100,1,-1,90,1,-1,90,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,90,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,90,1,-1,90,1,-1,90,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50010,1,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,-1,100,1,-1,100,1,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50101,1,10,100,0,-1,100,1,10,100,0,-1,100,0,-1,100,1,10,100,1,10,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,10,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,10,100,1,10,100,1,10,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50102,1,20,100,0,-1,100,1,20,100,0,-1,100,0,-1,100,1,20,100,1,20,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,20,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,20,100,1,20,100,1,20,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50103,1,30,100,0,-1,100,1,30,100,0,-1,100,0,-1,100,1,30,100,1,30,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,30,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,30,100,1,30,100,1,30,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50104,1,40,100,0,-1,100,1,40,100,0,-1,100,0,-1,100,1,40,100,1,40,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,40,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,40,100,1,40,100,1,40,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50105,1,50,100,0,-1,100,1,50,100,0,-1,100,0,-1,100,1,50,100,1,50,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,50,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,50,100,1,50,100,1,50,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50106,1,60,100,0,-1,100,1,60,100,0,-1,100,0,-1,100,1,60,100,1,60,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,60,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,60,100,1,60,100,1,60,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50107,1,70,100,0,-1,100,1,70,100,0,-1,100,0,-1,100,1,70,100,1,70,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,70,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,70,100,1,70,100,1,70,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50108,1,80,100,0,-1,100,1,80,100,0,-1,100,0,-1,100,1,80,100,1,80,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,80,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,80,100,1,80,100,1,80,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50109,1,90,100,0,-1,100,1,90,100,0,-1,100,0,-1,100,1,90,100,1,90,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,90,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,90,100,1,90,100,1,90,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
50110,1,100,100,0,-1,100,1,100,100,0,-1,100,0,-1,100,1,100,100,1,100,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,100,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,100,100,1,100,100,1,100,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
51000,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
51010,1,25,100,1,25,100,1,25,100,1,25,100,1,25,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
51020,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,25,100,1,25,100,1,25,100,1,25,100,1,25,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
51030,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,1,15,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
51040,1,25,100,1,25,100,1,25,100,1,25,100,1,25,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
51050,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,25,100,1,25,100,1,25,100,1,25,100,1,25,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
51060,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,25,100,1,25,100,1,25,100,1,25,100,1,25,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
51070,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,1,25,100,1,25,100,1,25,100,1,25,100,1,25,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100,0,-1,100
