aow_id,name,affinity,weapon_count,sample_weapon_names
221,Black Flame Tornado,Quality,19,Cross-Naginata|Gaelor's Mancatcher|Glaive|Grave Scythe|Halberd
221,Black Flame Tornado,Standard,20,Cross-Naginata|Gaelor's Mancatcher|Gargoyle's Black Blades|Glaive|Grave Scythe
4090,Blind Spot,Bestial,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Draconic,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Dragonkin,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Flame,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Glint,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Golden,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Gravity,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Heavy,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Keen,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Quality,2,Backhand Blade|Smithscript Cirque
4090,Blind Spot,Standard,2,Backhand Blade|Smithscript Cirque
4130,Blinkbolt,Bestial,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Draconic,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Dragonkin,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Flame,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Glint,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Golden,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Gravity,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Heavy,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Keen,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Quality,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
4130,Blinkbolt,Standard,127,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
224,Blood Blade,Bestial,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Draconic,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Dragonkin,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Flame,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Glint,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Golden,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Gravity,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Heavy,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Keen,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Quality,35,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
224,Blood Blade,Standard,36,Backhand Blade|Bandit's Curved Sword|Bloodstained Dagger|Broadsword|Cane Sword
801,Bloodhound's Step,Bestial,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Draconic,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Dragonkin,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Flame,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Glint,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Golden,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Gravity,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Heavy,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Keen,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Quality,124,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
801,Bloodhound's Step,Standard,127,Backhand Blade|Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer
654,Braggart's Roar,Bestial,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Draconic,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Dragonkin,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Flame,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Glint,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Golden,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Gravity,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Heavy,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Keen,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Quality,104,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
654,Braggart's Roar,Standard,107,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Beast Claw
108,Briar Assault,Bestial,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Draconic,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Dragonkin,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Flame,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Glint,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Golden,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Gravity,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Heavy,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Keen,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Quality,52,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
108,Briar Assault,Standard,53,Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword|Claymore
303,Buckler Parry,Bestial,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Draconic,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Dragonkin,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Flame,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Glint,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Golden,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Gravity,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Heavy,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Keen,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Quality,115,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
303,Buckler Parry,Standard,117,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
212,Call to Thunder,Bestial,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Draconic,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Dragonkin,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Flame,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Glint,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Golden,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Gravity,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Heavy,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Keen,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Quality,24,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
212,Call to Thunder,Standard,25,Battle Hammer|Brick Hammer|Butchering Knife|Crescent Moon Axe|Curved Great Club
218,Carian Grandeur,Bestial,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Draconic,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Dragonkin,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Flame,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Glint,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Golden,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Gravity,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Heavy,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Keen,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Quality,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
218,Carian Grandeur,Standard,48,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Bestial,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Draconic,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Dragonkin,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Flame,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Glint,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Golden,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Gravity,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Heavy,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Keen,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Quality,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
4180,Carian Sovereignty,Standard,48,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Bestial,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Draconic,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Dragonkin,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Flame,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Glint,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Golden,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Gravity,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Heavy,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Keen,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Quality,47,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
219,Celestial Ascension,Standard,48,Bandit's Curved Sword|Bastard Sword|Bloodstained Dagger|Broadsword|Cane Sword
227,Chilling Mist,Bestial,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
227,Chilling Mist,Draconic,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
227,Chilling Mist,Dragonkin,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
227,Chilling Mist,Flame,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
227,Chilling Mist,Glint,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
227,Chilling Mist,Golden,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
227,Chilling Mist,Gravity,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
227,Chilling Mist,Heavy,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
227,Chilling Mist,Keen,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
227,Chilling Mist,Quality,105,Bandit's Curved Sword|Bastard Sword|Battle Axe|Battle Hammer|Bloodstained Dagger
