weapon_id,name,affinity,weapon_type_id,weapon_type_name,weapon_type_keys,stamina_consumption_rate,physical_attribute_primary,physical_attribute_secondary,base_physical,base_magic,base_fire,base_lightning,base_holy,str_scaling,dex_scaling,int_scaling,fai_scaling,arc_scaling,req_str,req_dex,req_int,req_fai,req_arc,reinforce_type,attack_element_correct_id,curve_id_physical,curve_id_magic,curve_id_fire,curve_id_lightning,curve_id_holy,curve_id_poison,curve_id_blood,curve_id_sleep,curve_id_madness,native_skill_id,native_skill_name,disable_gem_attr,disable_two_hand_bonus,is_somber
1001000,Dagger,Bestial,1,Dagger,Dagger,1,slash,pierce,85,0,0,0,0,0.1,0.4,0,0.95,0,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1001100,Dagger,Night,1,Dagger,Dagger,1,slash,pierce,0,85,0,0,0,0.05,0.4,0.7,0.7,0,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1001200,Dagger,Lava,1,Dagger,Dagger,1,slash,pierce,0,0,85,0,0,0.05,0.4,0.7,0.7,0,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1001300,Dagger,Frenzy,1,Dagger,Dagger,1,slash,pierce,0,0,85,0,0,0.05,0.4,0.6,0.6,0,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1001400,Dagger,Death,1,Dagger,Dagger,1,slash,pierce,0,0,0,0,74,0.05,0.4,0.6,0.6,0,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1001500,Dagger,Godslayer,1,Dagger,Dagger,1,slash,pierce,0,0,0,0,74,0.05,0.4,0.6,0.6,0,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1001600,Dagger,Frost,1,Dagger,Dagger,1,slash,pierce,0,85,0,0,0,0.05,0.4,0.6,0,0.6,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1001700,Dagger,Aberrant,1,Dagger,Dagger,1,slash,pierce,85,0,0,0,0,0.05,0.4,0.6,0,0.6,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1001800,Dagger,Bloodflame,1,Dagger,Dagger,1,slash,pierce,0,0,85,0,0,0.05,0.4,0,0.6,0.6,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1001900,Dagger,Rotten,1,Dagger,Dagger,1,slash,pierce,85,0,0,0,0,0.05,0.4,0,0.6,0.6,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1002000,Dagger,Storm,1,Dagger,Dagger,1,slash,pierce,85,0,0,0,0,0.05,0.4,0.7,0.7,0,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1002100,Dagger,Mystic,1,Dagger,Dagger,1,slash,pierce,0,85,0,0,0,0.05,0.4,0,0.6,0.6,5,9,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1010000,Black Knife,Standard,1,Dagger,Dagger,1.11,slash,pierce,0,0,0,0,102,0.05,0.5,0.65,0.65,0,8,12,15,15,0,2200,0,0,0,0,0,0,6,6,6,6,1036,Blade of Death,1,0,0
1020000,Parrying Dagger,Standard,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.35,0.65,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1020100,Parrying Dagger,Heavy,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.65,0.5,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1020200,Parrying Dagger,Keen,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.1,1.15,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1020300,Parrying Dagger,Quality,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.45,0.7,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1020400,Parrying Dagger,Glint,1,Dagger,Dagger,1,slash,pierce,0,86,0,0,0,0.1,0.4,0.95,0,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1020500,Parrying Dagger,Dragonkin,1,Dagger,Dagger,1,slash,pierce,0,0,0,86,0,0.1,0.4,0.85,0,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1020600,Parrying Dagger,Gravity,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.1,0.4,0.95,0,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1020700,Parrying Dagger,Flame,1,Dagger,Dagger,1,slash,pierce,0,0,86,0,0,0.1,0.4,0,0.85,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1020800,Parrying Dagger,Golden,1,Dagger,Dagger,1,slash,pierce,0,0,0,0,75,0.1,0.4,0,0.95,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1020900,Parrying Dagger,Draconic,1,Dagger,Dagger,1,slash,pierce,0,0,0,86,0,0.1,0.4,0,0.95,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021000,Parrying Dagger,Bestial,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.1,0.4,0,0.95,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021100,Parrying Dagger,Night,1,Dagger,Dagger,1,slash,pierce,0,86,0,0,0,0.05,0.4,0.7,0.7,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021200,Parrying Dagger,Lava,1,Dagger,Dagger,1,slash,pierce,0,0,86,0,0,0.05,0.4,0.7,0.7,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021300,Parrying Dagger,Frenzy,1,Dagger,Dagger,1,slash,pierce,0,0,86,0,0,0.05,0.4,0.6,0.6,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021400,Parrying Dagger,Death,1,Dagger,Dagger,1,slash,pierce,0,0,0,0,75,0.05,0.4,0.6,0.6,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021500,Parrying Dagger,Godslayer,1,Dagger,Dagger,1,slash,pierce,0,0,0,0,75,0.05,0.4,0.6,0.6,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021600,Parrying Dagger,Frost,1,Dagger,Dagger,1,slash,pierce,0,86,0,0,0,0.05,0.4,0.6,0,0.6,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021700,Parrying Dagger,Aberrant,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.05,0.4,0.6,0,0.6,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021800,Parrying Dagger,Bloodflame,1,Dagger,Dagger,1,slash,pierce,0,0,86,0,0,0.05,0.4,0,0.6,0.6,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1021900,Parrying Dagger,Rotten,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.05,0.4,0,0.6,0.6,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1022000,Parrying Dagger,Storm,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.05,0.4,0.7,0.7,0,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1022100,Parrying Dagger,Mystic,1,Dagger,Dagger,1,slash,pierce,0,86,0,0,0,0.05,0.4,0,0.6,0.6,5,14,0,0,0,0,0,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1030000,Miséricorde,Standard,1,Dagger,Dagger,1.11,slash,pierce,106,0,0,0,0,0.35,0.65,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030100,Miséricorde,Heavy,1,Dagger,Dagger,1.11,slash,pierce,106,0,0,0,0,0.65,0.5,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030200,Miséricorde,Keen,1,Dagger,Dagger,1.11,slash,pierce,106,0,0,0,0,0.1,1.15,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030300,Miséricorde,Quality,1,Dagger,Dagger,1.11,slash,pierce,106,0,0,0,0,0.45,0.7,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030400,Miséricorde,Glint,1,Dagger,Dagger,1.11,slash,pierce,0,106,0,0,0,0.1,0.4,0.95,0,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030500,Miséricorde,Dragonkin,1,Dagger,Dagger,1.11,slash,pierce,0,0,0,106,0,0.1,0.4,0.85,0,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030600,Miséricorde,Gravity,1,Dagger,Dagger,1.11,slash,pierce,106,0,0,0,0,0.1,0.4,0.95,0,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030700,Miséricorde,Flame,1,Dagger,Dagger,1.11,slash,pierce,0,0,106,0,0,0.1,0.4,0,0.85,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030800,Miséricorde,Golden,1,Dagger,Dagger,1.11,slash,pierce,0,0,0,0,92,0.1,0.4,0,0.95,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030900,Miséricorde,Draconic,1,Dagger,Dagger,1.11,slash,pierce,0,0,0,106,0,0.1,0.4,0,0.95,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031000,Miséricorde,Bestial,1,Dagger,Dagger,1.11,slash,pierce,106,0,0,0,0,0.1,0.4,0,0.95,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031100,Miséricorde,Night,1,Dagger,Dagger,1.11,slash,pierce,0,106,0,0,0,0.05,0.4,0.7,0.7,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031200,Miséricorde,Lava,1,Dagger,Dagger,1.11,slash,pierce,0,0,106,0,0,0.05,0.4,0.7,0.7,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031300,Miséricorde,Frenzy,1,Dagger,Dagger,1.11,slash,pierce,0,0,106,0,0,0.05,0.4,0.6,0.6,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031400,Miséricorde,Death,1,Dagger,Dagger,1.11,slash,pierce,0,0,0,0,92,0.05,0.4,0.6,0.6,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031500,Miséricorde,Godslayer,1,Dagger,Dagger,1.11,slash,pierce,0,0,0,0,92,0.05,0.4,0.6,0.6,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031600,Miséricorde,Frost,1,Dagger,Dagger,1.11,slash,pierce,0,106,0,0,0,0.05,0.4,0.6,0,0.6,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031700,Miséricorde,Aberrant,1,Dagger,Dagger,1.11,slash,pierce,106,0,0,0,0,0.05,0.4,0.6,0,0.6,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031800,Miséricorde,Bloodflame,1,Dagger,Dagger,1.11,slash,pierce,0,0,106,0,0,0.05,0.4,0,0.6,0.6,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031900,Miséricorde,Rotten,1,Dagger,Dagger,1.11,slash,pierce,106,0,0,0,0,0.05,0.4,0,0.6,0.6,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1032000,Miséricorde,Storm,1,Dagger,Dagger,1.11,slash,pierce,106,0,0,0,0,0.05,0.4,0.7,0.7,0,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1032100,Miséricorde,Mystic,1,Dagger,Dagger,1.11,slash,pierce,0,106,0,0,0,0.05,0.4,0,0.6,0.6,7,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1040000,Reduvia,Standard,1,Dagger,Dagger,1.1,slash,pierce,0,0,82,0,0,0.05,0.5,0,0.65,0.65,5,8,0,13,13,2200,0,0,0,0,0,0,6,6,6,6,1016,Reduvia Blood Blade,1,0,0
1050000,Crystal Knife,Standard,1,Dagger,Dagger,1.03,slash,pierce,0,0,0,85,0,0.1,0.3,0.8,0,0,8,8,12,0,0,2200,0,0,0,0,0,0,6,6,6,6,800,Quickstep,1,0,0
1060000,Celebrant's Sickle,Standard,1,Dagger,Dagger,1.04,slash,pierce,0,0,0,0,79,0.05,0.4,0.6,0.6,0,6,10,10,10,0,2200,0,0,0,0,0,0,6,6,6,6,800,Quickstep,1,0,0
1070000,Glintstone Kris,Standard,1,Dagger,Dagger,1.04,slash,pierce,0,75,0,0,0,0.1,0.3,0.85,0,0,5,10,14,0,0,2200,0,0,0,0,0,0,6,6,6,6,1017,Glintstone Dart,1,0,0
1080000,Scorpion's Stinger,Standard,1,Dagger,Dagger,1.1,slash,pierce,80,0,0,0,0,0.05,0.5,0,0.65,0.65,6,10,0,12,12,2200,0,0,0,0,0,0,6,6,6,6,109,Repeating Thrust,1,0,0
1090000,Great Knife,Standard,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.35,0.65,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090100,Great Knife,Heavy,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.65,0.5,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090200,Great Knife,Keen,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.1,1.15,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090300,Great Knife,Quality,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.45,0.7,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090400,Great Knife,Glint,1,Dagger,Dagger,1,slash,pierce,0,86,0,0,0,0.1,0.4,0.95,0,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090500,Great Knife,Dragonkin,1,Dagger,Dagger,1,slash,pierce,0,0,0,86,0,0.1,0.4,0.85,0,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090600,Great Knife,Gravity,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.1,0.4,0.95,0,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090700,Great Knife,Flame,1,Dagger,Dagger,1,slash,pierce,0,0,86,0,0,0.1,0.4,0,0.85,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090800,Great Knife,Golden,1,Dagger,Dagger,1,slash,pierce,0,0,0,0,75,0.1,0.4,0,0.95,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090900,Great Knife,Draconic,1,Dagger,Dagger,1,slash,pierce,0,0,0,86,0,0.1,0.4,0,0.95,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091000,Great Knife,Bestial,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.1,0.4,0,0.95,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091100,Great Knife,Night,1,Dagger,Dagger,1,slash,pierce,0,86,0,0,0,0.05,0.4,0.7,0.7,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091200,Great Knife,Lava,1,Dagger,Dagger,1,slash,pierce,0,0,86,0,0,0.05,0.4,0.7,0.7,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091300,Great Knife,Frenzy,1,Dagger,Dagger,1,slash,pierce,0,0,86,0,0,0.05,0.4,0.6,0.6,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091400,Great Knife,Death,1,Dagger,Dagger,1,slash,pierce,0,0,0,0,75,0.05,0.4,0.6,0.6,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091500,Great Knife,Godslayer,1,Dagger,Dagger,1,slash,pierce,0,0,0,0,75,0.05,0.4,0.6,0.6,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091600,Great Knife,Frost,1,Dagger,Dagger,1,slash,pierce,0,86,0,0,0,0.05,0.4,0.6,0,0.6,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091700,Great Knife,Aberrant,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.05,0.4,0.6,0,0.6,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091800,Great Knife,Bloodflame,1,Dagger,Dagger,1,slash,pierce,0,0,86,0,0,0.05,0.4,0,0.6,0.6,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091900,Great Knife,Rotten,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.05,0.4,0,0.6,0.6,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1092000,Great Knife,Storm,1,Dagger,Dagger,1,slash,pierce,86,0,0,0,0,0.05,0.4,0.7,0.7,0,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1092100,Great Knife,Mystic,1,Dagger,Dagger,1,slash,pierce,0,86,0,0,0,0.05,0.4,0,0.6,0.6,6,12,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100000,Wakizashi,Standard,1,Dagger,Dagger,1.2,slash,pierce,108,0,0,0,0,0.35,0.65,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100100,Wakizashi,Heavy,1,Dagger,Dagger,1.2,slash,pierce,108,0,0,0,0,0.65,0.5,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100200,Wakizashi,Keen,1,Dagger,Dagger,1.2,slash,pierce,108,0,0,0,0,0.1,1.15,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100300,Wakizashi,Quality,1,Dagger,Dagger,1.2,slash,pierce,108,0,0,0,0,0.45,0.7,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100400,Wakizashi,Glint,1,Dagger,Dagger,1.2,slash,pierce,0,108,0,0,0,0.1,0.4,0.95,0,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100500,Wakizashi,Dragonkin,1,Dagger,Dagger,1.2,slash,pierce,0,0,0,108,0,0.1,0.4,0.85,0,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100600,Wakizashi,Gravity,1,Dagger,Dagger,1.2,slash,pierce,108,0,0,0,0,0.1,0.4,0.95,0,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100700,Wakizashi,Flame,1,Dagger,Dagger,1.2,slash,pierce,0,0,108,0,0,0.1,0.4,0,0.85,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100800,Wakizashi,Golden,1,Dagger,Dagger,1.2,slash,pierce,0,0,0,0,94,0.1,0.4,0,0.95,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100900,Wakizashi,Draconic,1,Dagger,Dagger,1.2,slash,pierce,0,0,0,108,0,0.1,0.4,0,0.95,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101000,Wakizashi,Bestial,1,Dagger,Dagger,1.2,slash,pierce,108,0,0,0,0,0.1,0.4,0,0.95,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101100,Wakizashi,Night,1,Dagger,Dagger,1.2,slash,pierce,0,108,0,0,0,0.05,0.4,0.7,0.7,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101200,Wakizashi,Lava,1,Dagger,Dagger,1.2,slash,pierce,0,0,108,0,0,0.05,0.4,0.7,0.7,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101300,Wakizashi,Frenzy,1,Dagger,Dagger,1.2,slash,pierce,0,0,108,0,0,0.05,0.4,0.6,0.6,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101400,Wakizashi,Death,1,Dagger,Dagger,1.2,slash,pierce,0,0,0,0,94,0.05,0.4,0.6,0.6,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101500,Wakizashi,Godslayer,1,Dagger,Dagger,1.2,slash,pierce,0,0,0,0,94,0.05,0.4,0.6,0.6,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101600,Wakizashi,Frost,1,Dagger,Dagger,1.2,slash,pierce,0,108,0,0,0,0.05,0.4,0.6,0,0.6,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101700,Wakizashi,Aberrant,1,Dagger,Dagger,1.2,slash,pierce,108,0,0,0,0,0.05,0.4,0.6,0,0.6,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101800,Wakizashi,Bloodflame,1,Dagger,Dagger,1.2,slash,pierce,0,0,108,0,0,0.05,0.4,0,0.6,0.6,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101900,Wakizashi,Rotten,1,Dagger,Dagger,1.2,slash,pierce,108,0,0,0,0,0.05,0.4,0,0.6,0.6,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1102000,Wakizashi,Storm,1,Dagger,Dagger,1.2,slash,pierce,108,0,0,0,0,0.05,0.4,0.7,0.7,0,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1102100,Wakizashi,Mystic,1,Dagger,Dagger,1.2,slash,pierce,0,108,0,0,0,0.05,0.4,0,0.6,0.6,9,13,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1110000,Cinquedea,Standard,1,Dagger,Dagger,1.23,slash,pierce,75,0,0,0,0,0.1,0.3,0,0.85,0,10,10,0,15,0,2200,0,0,0,0,0,0,6,6,6,6,800,Quickstep,1,0,0
1120000,Surgeon's Catlinger [bloodflame],Standard,1,Dagger,Dagger,1.07,slash,pierce,0,0,81,0,0,0.05,0.4,0,0.6,0.6,9,12,0,12,12,2200,0,0,0,0,0,0,6,6,6,6,800,Quickstep,1,0,0
1130000,Ivory Sickle,Standard,1,Dagger,Dagger,1.11,slash,pierce,0,0,99,0,0,0.05,0.4,0.6,0.6,0,6,8,12,12,0,2200,0,0,0,0,0,0,6,6,6,6,800,Quickstep,1,0,0
1140000,Bloodstained Dagger,Standard,1,Dagger,Dagger,1.07,slash,pierce,93,0,0,0,0,0.35,0.65,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1140100,Bloodstained Dagger,Heavy,1,Dagger,Dagger,1.07,slash,pierce,93,0,0,0,0,0.65,0.5,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
