weapon_id,weapon_name,unique_skill_weapon,sheet_row,aow_id,aow_name,raw_name,variant_weapon_type,skill_family,sequence_variant,hit_kind,hit_order,is_lacking_fp,is_damaging,atk_id,sp_effect_id0,sp_effect_id1,sp_effect_id2,sp_effect_id3,sp_effect_id4,overwrite_attack_element_correct_id,is_disable_both_hands_bonus,is_add_base_atk,is_arrow_attack,physical_attack_attribute,physical_mv,magic_mv,fire_mv,lightning_mv,holy_mv,attack_base_physical,attack_base_magic,attack_base_fire,attack_base_lightning,attack_base_holy,status_mv,weapon_buff_mv,poise_mv,stamina_cost,stamina_cost_mode
1040000,Reduvia,Reduvia,1585,1016,Reduvia Blood Blade,Reduvia Blood Blade #3 (Lacking FP),,Reduvia Blood Blade,#3,direct,3,1,1,300104912,6902,-1,-1,-1,-1,-1,1,0,0,slash,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,22.0,precalculated
1070000,Glintstone Kris,Glintstone Kris,1571,1017,Glintstone Dart,Glintstone Dart - Bullet,,Glintstone Dart,Bullet,bullet,1,0,1,300107901,6903,-1,-1,-1,-1,-1,1,1,0,standard,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,precalculated
1070000,Glintstone Kris,Glintstone Kris,1572,1017,Glintstone Dart,Glintstone Dart Charged - Bullet,,Glintstone Dart,Charged - Bullet,bullet,1,0,1,300107900,6903,-1,-1,-1,-1,-1,1,1,0,standard,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,precalculated
1070000,Glintstone Kris,Glintstone Kris,1573,1017,Glintstone Dart,Glintstone Dart R2,,Glintstone Dart,R2,direct,2,0,1,300107910,6903,-1,-1,-1,-1,-1,1,0,0,pierce,170.0,170.0,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1000.0,24.0,precalculated
1070000,Glintstone Kris,Glintstone Kris,1574,1017,Glintstone Dart,Glintstone Dart (Lacking FP),,Glintstone Dart,base,direct,1,1,1,300107906,6903,-1,-1,-1,-1,-1,1,0,0,slash,104.0,104.0,104.0,104.0,104.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,12.0,precalculated
1070000,Glintstone Kris,Glintstone Kris,1575,1017,Glintstone Dart,Glintstone Dart Charged (Lacking FP),,Glintstone Dart,Charged,charged,1,1,1,300107905,6903,-1,-1,-1,-1,-1,1,0,0,slash,140.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,20.0,precalculated
1070000,Glintstone Kris,Glintstone Kris,1576,1017,Glintstone Dart,Glintstone Dart R2 (Lacking FP),,Glintstone Dart,R2,direct,2,1,1,300107911,6903,-1,-1,-1,-1,-1,1,0,0,pierce,145.0,145.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,24.0,precalculated
1160000,Blade of Calling,Blade of Calling,1586,1037,Blade of Gold,Blade of Gold - Bullet,,Blade of Gold,Bullet,bullet,1,0,1,300116900,6903,-1,-1,-1,-1,-1,1,1,0,standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,37.0,precalculated
1160000,Blade of Calling,Blade of Calling,1587,1037,Blade of Gold,Blade of Gold (Lacking FP),,Blade of Gold,base,direct,1,1,1,300116905,6903,-1,-1,-1,-1,-1,1,0,0,slash,140.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,600.0,37.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1590,1052,Golden Tempering,Golden Tempering R2 (Right),,Golden Tempering,R2 (Right),direct,2,0,1,303401000,6903,-1,-1,1665,-1,-1,1,0,0,pierce,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,9.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1591,1052,Golden Tempering,Golden Tempering R2 (Left),,Golden Tempering,R2 (Left),direct,2,0,1,303401001,6903,-1,-1,-1,1667,-1,1,0,0,pierce,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,9.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1592,1052,Golden Tempering,Golden Tempering (Partial) Charged R2 - 2x (Right),,Golden Tempering,(Partial) Charged R2 - 2x (Right),charged,2,0,1,303401005,6903,-1,-1,1665,-1,-1,1,0,0,pierce,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,60.0,2.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1593,1052,Golden Tempering,Golden Tempering (Partial) Charged R2 - 1x (Left),,Golden Tempering,(Partial) Charged R2 - 1x (Left),charged,2,0,1,303401006,6903,-1,-1,-1,1667,-1,1,0,0,pierce,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,60.0,2.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1594,1052,Golden Tempering,Golden Tempering (Partial) Charged R2 (Right),,Golden Tempering,(Partial) Charged R2 (Right),charged,2,0,1,303401000,6903,-1,-1,1665,-1,-1,1,0,0,pierce,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,9.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1595,1052,Golden Tempering,Golden Tempering (Partial) Charged R2 (Left),,Golden Tempering,(Partial) Charged R2 (Left),charged,2,0,1,303401001,6903,-1,-1,-1,1667,-1,1,0,0,pierce,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,9.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1596,1052,Golden Tempering,Golden Tempering Charged R2 - 5x (Right),,Golden Tempering,Charged R2 - 5x (Right),charged,2,0,1,303401005,6903,-1,-1,1665,-1,-1,1,0,0,pierce,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,60.0,2.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1597,1052,Golden Tempering,Golden Tempering Charged R2 - 5x (Left),,Golden Tempering,Charged R2 - 5x (Left),charged,2,0,1,303401006,6903,-1,-1,-1,1667,-1,1,0,0,pierce,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,60.0,2.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1598,1052,Golden Tempering,Golden Tempering Charged R2 - Final (Right),,Golden Tempering,Charged R2 - Final (Right),charged,2,0,1,303401007,6903,-1,-1,1665,-1,-1,1,0,0,pierce,125.0,125.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,9.0,precalculated
2060000,Ornamental Straight Sword,Ornamental Straight Sword,1599,1052,Golden Tempering,Golden Tempering Charged R2 - Final (Left),,Golden Tempering,Charged R2 - Final (Left),charged,2,0,1,303401008,6903,-1,-1,-1,1667,-1,1,0,0,pierce,125.0,125.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,9.0,precalculated
2080000,Nox Flowing Sword,Nox Flowing Sword,1881,1018,Flowing Form,Flowing Form,,Flowing Form,base,direct,1,0,1,300702900,6906,-1,-1,1665,-1,-1,1,0,0,slash,220.0,220.0,220.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,440.0,27.0,precalculated
2080000,Nox Flowing Sword,Nox Flowing Sword,1882,1018,Flowing Form,Flowing Form (Lacking FP),,Flowing Form,base,direct,1,1,1,300702901,6906,-1,-1,1665,-1,-1,1,0,0,slash,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,27.0,precalculated
2110000,Coded Sword,Coded Sword,1625,1054,Unblockable Blade,Unblockable Blade,,Unblockable Blade,base,direct,1,0,1,303400200,6906,-1,-1,1665,1667,-1,1,1,0,standard,250.0,250.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,29.0,precalculated
2110000,Coded Sword,Coded Sword,1626,1054,Unblockable Blade,Unblockable Blade (Lacking FP),,Unblockable Blade,base,direct,1,1,1,303400201,6904,-1,-1,1665,1667,-1,1,0,0,standard,140.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,29.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1627,1019,Night-and-Flame Stance,Night-and-Flame Stance R1,,Night-and-Flame Stance,R1,direct,1,0,1,300214910,6903,-1,-1,-1,-1,-1,1,0,0,pierce,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,25.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1628,1019,Night-and-Flame Stance,Night-and-Flame Stance R1 [1] - Bullet (Beam - Point Blank),,Night-and-Flame Stance,R1 [1] - Bullet (Beam - Point Blank),bullet,1,0,1,300214909,6903,-1,-1,-1,-1,-1,1,0,0,standard,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1629,1019,Night-and-Flame Stance,Night-and-Flame Stance R1 [2] - Bullet (Beam Loop 5x),,Night-and-Flame Stance,R1 [2] - Bullet (Beam Loop 5x),bullet,2,0,0,300214905,6903,-1,-1,-1,-1,-1,1,0,0,standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,46.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1630,1019,Night-and-Flame Stance,Night-and-Flame Stance R1 [2] - Bullet (Beam Loop 2x),,Night-and-Flame Stance,R1 [2] - Bullet (Beam Loop 2x),bullet,2,0,1,300214907,6903,-1,-1,-1,-1,-1,1,0,0,standard,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,65.0,0.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1631,1019,Night-and-Flame Stance,Night-and-Flame Stance R1 [3] - Bullet (Beam Loop 4x),,Night-and-Flame Stance,R1 [3] - Bullet (Beam Loop 4x),bullet,3,0,1,300214906,6903,-1,-1,-1,-1,-1,1,0,0,standard,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,65.0,0.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1632,1019,Night-and-Flame Stance,Night-and-Flame Stance R1 [4] - Bullet (Beam Final Hit),,Night-and-Flame Stance,R1 [4] - Bullet (Beam Final Hit),bullet,4,0,1,300214908,6903,-1,-1,-1,-1,-1,1,0,0,standard,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1633,1019,Night-and-Flame Stance,Night-and-Flame Stance R1 (Lacking FP),,Night-and-Flame Stance,R1,direct,1,1,1,300214910,6903,-1,-1,-1,-1,-1,1,0,0,pierce,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,25.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1634,1019,Night-and-Flame Stance,Night-and-Flame Stance R2,,Night-and-Flame Stance,R2,direct,2,0,0,300214920,-1,-1,-1,-1,-1,-1,1,0,0,standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,46.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1635,1019,Night-and-Flame Stance,Night-and-Flame Stance R2,,Night-and-Flame Stance,R2,direct,2,0,1,300214930,6903,-1,-1,-1,-1,-1,1,0,0,standard,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,25.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1636,1019,Night-and-Flame Stance,Night-and-Flame Stance R2 - Bullet (Fire),,Night-and-Flame Stance,R2 - Bullet (Fire),bullet,2,0,1,300214925,6903,-1,-1,-1,-1,-1,1,0,0,standard,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,0.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1637,1019,Night-and-Flame Stance,Night-and-Flame Stance R2 - Bullet (Fire),,Night-and-Flame Stance,R2 - Bullet (Fire),bullet,2,0,1,300214926,6903,-1,-1,-1,-1,-1,1,0,0,standard,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,0.0,precalculated
2140000,Sword of Night and Flame,Sword of Night and Flame,1638,1019,Night-and-Flame Stance,Night-and-Flame Stance R2 (Lacking FP),,Night-and-Flame Stance,R2,direct,2,1,1,300214930,6903,-1,-1,-1,-1,-1,1,0,0,standard,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,25.0,precalculated
2190000,Sword of St. Trina,Sword of St. Trina,1600,1023,Mists of Slumber,Mists of Slumber,,Mists of Slumber,base,direct,1,0,1,300208910,6903,-1,-1,-1,-1,-1,1,0,0,standard,160.0,160.0,160.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,130.0,37.0,precalculated
2190000,Sword of St. Trina,Sword of St. Trina,1601,1023,Mists of Slumber,Mists of Slumber (Lacking FP),,Mists of Slumber,base,direct,1,1,1,300208912,6903,-1,-1,-1,-1,-1,1,0,0,standard,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,37.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1604,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade [1],,Eochaid's Dancing Blade,[1],direct,1,0,1,300208921,6906,-1,-1,-1,-1,-1,1,0,0,pierce,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,300.0,10.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1605,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade [2],,Eochaid's Dancing Blade,[2],direct,2,0,1,300208920,6906,-1,-1,-1,-1,-1,1,0,0,slash,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,15.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1606,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade [3],,Eochaid's Dancing Blade,[3],direct,3,0,1,300208920,6906,-1,-1,-1,-1,-1,1,0,0,slash,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,15.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1607,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade [4],,Eochaid's Dancing Blade,[4],direct,4,0,1,300208920,6906,-1,-1,-1,-1,-1,1,0,0,slash,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,15.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1608,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade [5],,Eochaid's Dancing Blade,[5],direct,5,0,1,300208920,6906,-1,-1,-1,-1,-1,1,0,0,slash,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,15.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1609,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade [6],,Eochaid's Dancing Blade,[6],direct,6,0,1,300208920,6906,-1,-1,-1,-1,-1,1,0,0,slash,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,15.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1610,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade [7],,Eochaid's Dancing Blade,[7],direct,7,0,1,300208920,6906,-1,-1,-1,-1,-1,1,0,0,slash,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,15.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1611,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade [8],,Eochaid's Dancing Blade,[8],direct,8,0,1,300208922,6906,-1,-1,-1,-1,-1,1,0,0,slash,82.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,40.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1612,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade [9],,Eochaid's Dancing Blade,[9],direct,9,0,1,300208923,6904,-1,-1,1665,-1,-1,1,0,0,slash,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,40.0,10.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1613,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [1],,Eochaid's Dancing Blade,Charged [1],charged,1,0,1,300208925,6906,-1,-1,-1,-1,-1,1,0,0,pierce,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,300.0,12.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1614,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [2],,Eochaid's Dancing Blade,Charged [2],charged,2,0,1,300208924,6906,-1,-1,-1,-1,-1,1,0,0,slash,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1615,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [3],,Eochaid's Dancing Blade,Charged [3],charged,3,0,1,300208924,6906,-1,-1,-1,-1,-1,1,0,0,slash,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1616,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [4],,Eochaid's Dancing Blade,Charged [4],charged,4,0,1,300208924,6906,-1,-1,-1,-1,-1,1,0,0,slash,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1617,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [5],,Eochaid's Dancing Blade,Charged [5],charged,5,0,1,300208924,6906,-1,-1,-1,-1,-1,1,0,0,slash,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1618,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [6],,Eochaid's Dancing Blade,Charged [6],charged,6,0,1,300208924,6906,-1,-1,-1,-1,-1,1,0,0,slash,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1619,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [7],,Eochaid's Dancing Blade,Charged [7],charged,7,0,1,300208924,6906,-1,-1,-1,-1,-1,1,0,0,slash,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1620,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [8],,Eochaid's Dancing Blade,Charged [8],charged,8,0,1,300208924,6906,-1,-1,-1,-1,-1,1,0,0,slash,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1621,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [9],,Eochaid's Dancing Blade,Charged [9],charged,9,0,1,300208924,6906,-1,-1,-1,-1,-1,1,0,0,slash,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1622,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [10],,Eochaid's Dancing Blade,Charged [10],charged,10,0,1,300208924,6906,-1,-1,-1,-1,-1,1,0,0,slash,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1623,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [11],,Eochaid's Dancing Blade,Charged [11],charged,11,0,1,300208926,6906,-1,-1,-1,-1,-1,1,0,0,slash,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,40.0,0.0,precalculated
2220000,Regalia of Eochaid,Regalia of Eochaid,1624,1055,Eochaid's Dancing Blade,Eochaid's Dancing Blade Charged [12],,Eochaid's Dancing Blade,Charged [12],charged,12,0,1,300208927,6904,-1,-1,1665,-1,-1,1,0,0,slash,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,12.0,precalculated
2510000,Velvet Sword of St. Trina,Velvet Sword of St. Trina,1602,5110,Mists of Eternal Sleep,Mists of Eternal Sleep,,Mists of Eternal Sleep,base,direct,1,0,1,700000401,6903,-1,-1,-1,-1,-1,1,0,0,standard,160.0,160.0,160.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,130.0,38.0,precalculated
2510000,Velvet Sword of St. Trina,Velvet Sword of St. Trina,1603,5110,Mists of Eternal Sleep,Mists of Eternal Sleep (Lacking FP),,Mists of Eternal Sleep,base,direct,1,1,1,700000402,6903,-1,-1,-1,-1,-1,1,0,0,standard,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,38.0,precalculated
2520000,Star-Lined Sword,Star-Lined Sword,2039,5040,Onze's Line of Stars,Onze's Line of Stars #1 [1],,Onze's Line of Stars,#1 [1],direct,1,0,1,700000330,6903,-1,-1,1665,1667,-1,1,0,0,slash,82.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,9.0,precalculated
2520000,Star-Lined Sword,Star-Lined Sword,2040,5040,Onze's Line of Stars,Onze's Line of Stars #1 [2],,Onze's Line of Stars,#1 [2],direct,2,0,1,700000331,6903,-1,-1,1665,1667,-1,1,0,0,slash,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,9.0,precalculated
2520000,Star-Lined Sword,Star-Lined Sword,2041,5040,Onze's Line of Stars,Onze's Line of Stars #2 [1],,Onze's Line of Stars,#2 [1],direct,1,0,1,700000332,6903,-1,-1,1665,1667,-1,1,0,0,slash,97.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,75.0,15.0,precalculated
2520000,Star-Lined Sword,Star-Lined Sword,2042,5040,Onze's Line of Stars,Onze's Line of Stars #2 [2],,Onze's Line of Stars,#2 [2],direct,2,0,1,700000333,6903,-1,-1,1665,1667,-1,1,0,0,slash,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,75.0,15.0,precalculated
