weapon_id,name,affinity,weapon_type_id,weapon_type_name,weapon_type_keys,stamina_consumption_rate,physical_attribute_primary,physical_attribute_secondary,base_physical,base_magic,base_fire,base_lightning,base_holy,str_scaling,dex_scaling,int_scaling,fai_scaling,arc_scaling,req_str,req_dex,req_int,req_fai,req_arc,reinforce_type,attack_element_correct_id,curve_id_physical,curve_id_magic,curve_id_fire,curve_id_lightning,curve_id_holy,curve_id_poison,curve_id_blood,curve_id_sleep,curve_id_madness,native_skill_id,native_skill_name,disable_gem_attr,disable_two_hand_bonus,is_somber
1030200,Misericorde,Keen,1,Dagger,Dagger,1.11,slash,pierce,88,0,0,0,0,0.13,0.48,0,0,0,7,12,0,0,0,5000,10000,2,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030300,Misericorde,Quality,1,Dagger,Dagger,1.11,slash,pierce,88,0,0,0,0,0.45,0.45,0,0,0,7,12,0,0,0,300,10000,8,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030400,Misericorde,Fire,1,Dagger,Dagger,1.11,slash,pierce,88,0,88,0,0,0.29,0.06,0,0,0,7,12,0,0,0,400,10005,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1030500,Misericorde,Flame Art,1,Dagger,Dagger,1.11,slash,pierce,88,0,88,0,0,0.04,0.15,0,0.26,0,7,12,0,0,0,500,10000,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1030600,Misericorde,Lightning,1,Dagger,Dagger,1.11,slash,pierce,88,0,0,88,0,0.06,0.29,0,0,0,7,12,0,0,0,600,10000,0,0,0,4,0,6,6,6,6,800,Quickstep,0,0,0
1030700,Misericorde,Sacred,1,Dagger,Dagger,1.11,slash,pierce,88,0,0,0,88,0.04,0.15,0,0.26,0,7,12,0,0,0,700,10000,0,0,0,0,4,6,6,6,6,800,Quickstep,0,0,0
1030800,Misericorde,Magic,1,Dagger,Dagger,1.11,slash,pierce,88,88,0,0,0,0.04,0.15,0.29,0,0,7,12,0,0,0,800,10000,0,4,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1030900,Misericorde,Cold,1,Dagger,Dagger,1.11,slash,pierce,88,75,0,0,0,0.13,0.45,0.22,0,0,7,12,0,0,0,900,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031000,Misericorde,Poison,1,Dagger,Dagger,1.11,slash,pierce,88,0,0,0,0,0.14,0.47,0,0,0.3,7,12,0,0,0,1000,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031100,Misericorde,Blood,1,Dagger,Dagger,1.11,slash,pierce,88,0,0,0,0,0.14,0.47,0,0,0.3,7,12,0,0,0,1100,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1031200,Misericorde,Occult,1,Dagger,Dagger,1.11,slash,pierce,88,0,0,0,0,0.06,0.2,0,0,0.58,7,12,0,0,0,1200,10013,7,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1040000,Reduvia,Standard,1,Dagger,Dagger,1.1,slash,pierce,79,0,0,0,0,0.1,0.4,0,0,0.55,5,13,0,0,13,2200,10013,7,0,0,0,0,6,6,6,6,1016,Reduvia Blood Blade,1,0,1
1050000,Crystal Knife,Standard,1,Dagger,Dagger,1.03,slash,pierce,82,53,0,0,0,0.4,0.25,0.5,0,0,8,12,9,0,0,0,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,1,0,0
1060000,Celebrant's Sickle,Standard,1,Dagger,Dagger,1.04,slash,pierce,79,0,0,0,0,0.15,0.67,0,0,0,6,11,0,0,0,0,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1060100,Celebrant's Sickle,Heavy,1,Dagger,Dagger,1.04,slash,pierce,75,0,0,0,0,0.49,0,0,0,0,6,11,0,0,0,100,10000,1,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1060200,Celebrant's Sickle,Keen,1,Dagger,Dagger,1.04,slash,pierce,75,0,0,0,0,0.16,0.69,0,0,0,6,11,0,0,0,5000,10000,2,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1060300,Celebrant's Sickle,Quality,1,Dagger,Dagger,1.04,slash,pierce,75,0,0,0,0,0.57,0.57,0,0,0,6,11,0,0,0,300,10000,8,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1060400,Celebrant's Sickle,Fire,1,Dagger,Dagger,1.04,slash,pierce,75,0,75,0,0,0.41,0.08,0,0,0,6,11,0,0,0,400,10005,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1060500,Celebrant's Sickle,Flame Art,1,Dagger,Dagger,1.04,slash,pierce,75,0,75,0,0,0.04,0.2,0,0.44,0,6,11,0,0,0,500,10000,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1060600,Celebrant's Sickle,Lightning,1,Dagger,Dagger,1.04,slash,pierce,75,0,0,75,0,0.08,0.41,0,0,0,6,11,0,0,0,600,10000,0,0,0,4,0,6,6,6,6,800,Quickstep,0,0,0
1060700,Celebrant's Sickle,Sacred,1,Dagger,Dagger,1.04,slash,pierce,75,0,0,0,75,0.04,0.2,0,0.44,0,6,11,0,0,0,700,10000,0,0,0,0,4,6,6,6,6,800,Quickstep,0,0,0
1060800,Celebrant's Sickle,Magic,1,Dagger,Dagger,1.04,slash,pierce,75,75,0,0,0,0.04,0.2,0.48,0,0,6,11,0,0,0,800,10000,0,4,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1060900,Celebrant's Sickle,Cold,1,Dagger,Dagger,1.04,slash,pierce,75,64,0,0,0,0.13,0.6,0.36,0,0,6,11,0,0,0,900,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1061000,Celebrant's Sickle,Poison,1,Dagger,Dagger,1.04,slash,pierce,75,0,0,0,0,0.14,0.63,0,0,0.3,6,11,0,0,0,1000,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1061100,Celebrant's Sickle,Blood,1,Dagger,Dagger,1.04,slash,pierce,75,0,0,0,0,0.14,0.63,0,0,0.3,6,11,0,0,0,1100,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1061200,Celebrant's Sickle,Occult,1,Dagger,Dagger,1.04,slash,pierce,75,0,0,0,0,0.06,0.26,0,0,0.73,6,11,0,0,0,1200,10013,7,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1070000,Glintstone Kris,Standard,1,Dagger,Dagger,1.04,slash,pierce,57,68,0,0,0,0.1,0.45,0.4,0,0,5,12,16,0,0,2200,10000,0,4,0,0,0,6,6,6,6,1017,Glintstone Dart,1,0,1
1080000,Scorpion's Stinger,Standard,1,Dagger,Dagger,1.1,slash,pierce,79,0,0,0,0,0.3,0.7,0,0,0,6,12,0,0,0,2200,10000,0,0,0,0,0,6,6,6,6,109,Repeating Thrust,1,0,1
1090000,Great Knife,Standard,1,Dagger,Dagger,1,slash,pierce,75,0,0,0,0,0.05,0.8,0,0,0,6,12,0,0,0,0,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090100,Great Knife,Heavy,1,Dagger,Dagger,1,slash,pierce,72,0,0,0,0,0.54,0,0,0,0,6,12,0,0,0,100,10000,1,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090200,Great Knife,Keen,1,Dagger,Dagger,1,slash,pierce,72,0,0,0,0,0.17,0.72,0,0,0,6,12,0,0,0,5000,10000,2,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090300,Great Knife,Quality,1,Dagger,Dagger,1,slash,pierce,72,0,0,0,0,0.62,0.62,0,0,0,6,12,0,0,0,300,10000,8,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090400,Great Knife,Fire,1,Dagger,Dagger,1,slash,pierce,72,0,72,0,0,0.46,0.08,0,0,0,6,12,0,0,0,400,10005,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1090500,Great Knife,Flame Art,1,Dagger,Dagger,1,slash,pierce,72,0,72,0,0,0.04,0.24,0,0.51,0,6,12,0,0,0,500,10000,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1090600,Great Knife,Lightning,1,Dagger,Dagger,1,slash,pierce,72,0,0,72,0,0.08,0.46,0,0,0,6,12,0,0,0,600,10000,0,0,0,4,0,6,6,6,6,800,Quickstep,0,0,0
1090700,Great Knife,Sacred,1,Dagger,Dagger,1,slash,pierce,72,0,0,0,72,0.04,0.24,0,0.51,0,6,12,0,0,0,700,10000,0,0,0,0,4,6,6,6,6,800,Quickstep,0,0,0
1090800,Great Knife,Magic,1,Dagger,Dagger,1,slash,pierce,72,72,0,0,0,0.04,0.24,0.55,0,0,6,12,0,0,0,800,10000,0,4,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1090900,Great Knife,Cold,1,Dagger,Dagger,1,slash,pierce,72,61,0,0,0,0.04,0.72,0.42,0,0,6,12,0,0,0,900,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091000,Great Knife,Poison,1,Dagger,Dagger,1,slash,pierce,72,0,0,0,0,0.04,0.76,0,0,0.3,6,12,0,0,0,1000,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091100,Great Knife,Blood,1,Dagger,Dagger,1,slash,pierce,72,0,0,0,0,0.04,0.76,0,0,0.3,6,12,0,0,0,1100,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1091200,Great Knife,Occult,1,Dagger,Dagger,1,slash,pierce,72,0,0,0,0,0.04,0.32,0,0,0.8,6,12,0,0,0,1200,10013,7,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100000,Wakizashi,Standard,1,Dagger,Dagger,1.2,slash,pierce,94,0,0,0,0,0.34,0.45,0,0,0,9,13,0,0,0,0,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100100,Wakizashi,Heavy,1,Dagger,Dagger,1.2,slash,pierce,90,0,0,0,0,0.44,0,0,0,0,9,13,0,0,0,100,10000,1,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100200,Wakizashi,Keen,1,Dagger,Dagger,1.2,slash,pierce,90,0,0,0,0,0.07,0.45,0,0,0,9,13,0,0,0,200,10000,2,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100300,Wakizashi,Quality,1,Dagger,Dagger,1.2,slash,pierce,90,0,0,0,0,0.55,0.55,0,0,0,9,13,0,0,0,300,10000,8,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100400,Wakizashi,Fire,1,Dagger,Dagger,1.2,slash,pierce,90,0,90,0,0,0.34,0.07,0,0,0,9,13,0,0,0,400,10005,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1100500,Wakizashi,Flame Art,1,Dagger,Dagger,1.2,slash,pierce,90,0,90,0,0,0.1,0.13,0,0.37,0,9,13,0,0,0,500,10000,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1100600,Wakizashi,Lightning,1,Dagger,Dagger,1.2,slash,pierce,90,0,0,90,0,0.07,0.34,0,0,0,9,13,0,0,0,600,10000,0,0,0,4,0,6,6,6,6,800,Quickstep,0,0,0
1100700,Wakizashi,Sacred,1,Dagger,Dagger,1.2,slash,pierce,90,0,0,0,90,0.1,0.13,0,0.37,0,9,13,0,0,0,700,10000,0,0,0,0,4,6,6,6,6,800,Quickstep,0,0,0
1100800,Wakizashi,Magic,1,Dagger,Dagger,1.2,slash,pierce,90,90,0,0,0,0.1,0.13,0.39,0,0,9,13,0,0,0,800,10000,0,4,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1100900,Wakizashi,Cold,1,Dagger,Dagger,1.2,slash,pierce,90,77,0,0,0,0.3,0.4,0.35,0,0,9,13,0,0,0,900,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101000,Wakizashi,Poison,1,Dagger,Dagger,1.2,slash,pierce,90,0,0,0,0,0.32,0.42,0,0,0.3,9,13,0,0,0,1000,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101100,Wakizashi,Blood,1,Dagger,Dagger,1.2,slash,pierce,90,0,0,0,0,0.32,0.42,0,0,0.3,9,13,0,0,0,1100,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1101200,Wakizashi,Occult,1,Dagger,Dagger,1.2,slash,pierce,90,0,0,0,0,0.13,0.18,0,0,0.67,9,13,0,0,0,1200,10013,7,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1110000,Cinquedea,Standard,1,Dagger,Dagger,1.23,slash,pierce,98,0,0,0,0,0.57,0.17,0,0,0,10,10,0,0,0,2200,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,1,0,1
1130000,Ivory Sickle,Standard,1,Dagger,Dagger,1.11,slash,pierce,60,60,0,0,0,0.23,0.59,0.4,0,0,6,11,13,0,0,0,10000,0,4,0,0,0,6,6,6,6,800,Quickstep,1,0,0
1140000,Bloodstained Dagger,Standard,1,Dagger,Dagger,1.07,slash,pierce,81,0,0,0,0,0.7,0.2,0,0,0,9,12,0,0,0,0,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1140100,Bloodstained Dagger,Heavy,1,Dagger,Dagger,1.07,slash,pierce,77,0,0,0,0,0.67,0,0,0,0,9,12,0,0,0,6000,10000,1,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1140200,Bloodstained Dagger,Keen,1,Dagger,Dagger,1.07,slash,pierce,77,0,0,0,0,0.13,0.48,0,0,0,9,12,0,0,0,200,10000,2,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1140300,Bloodstained Dagger,Quality,1,Dagger,Dagger,1.07,slash,pierce,77,0,0,0,0,0.58,0.58,0,0,0,9,12,0,0,0,300,10000,8,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1140400,Bloodstained Dagger,Fire,1,Dagger,Dagger,1.07,slash,pierce,77,0,77,0,0,0.43,0.09,0,0,0,9,12,0,0,0,400,10005,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1140500,Bloodstained Dagger,Flame Art,1,Dagger,Dagger,1.07,slash,pierce,77,0,77,0,0,0.21,0.06,0,0.46,0,9,12,0,0,0,500,10000,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1140600,Bloodstained Dagger,Lightning,1,Dagger,Dagger,1.07,slash,pierce,77,0,0,77,0,0.09,0.43,0,0,0,9,12,0,0,0,600,10000,0,0,0,4,0,6,6,6,6,800,Quickstep,0,0,0
1140700,Bloodstained Dagger,Sacred,1,Dagger,Dagger,1.07,slash,pierce,77,0,0,0,77,0.21,0.06,0,0.46,0,9,12,0,0,0,700,10000,0,0,0,0,4,6,6,6,6,800,Quickstep,0,0,0
1140800,Bloodstained Dagger,Magic,1,Dagger,Dagger,1.07,slash,pierce,77,77,0,0,0,0.21,0.06,0.5,0,0,9,12,0,0,0,800,10000,0,4,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1140900,Bloodstained Dagger,Cold,1,Dagger,Dagger,1.07,slash,pierce,77,65,0,0,0,0.63,0.18,0.4,0,0,9,12,0,0,0,900,10000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1141000,Bloodstained Dagger,Poison,1,Dagger,Dagger,1.07,slash,pierce,77,0,0,0,0,0.66,0.19,0,0,0.3,9,12,0,0,0,1000,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1141100,Bloodstained Dagger,Blood,1,Dagger,Dagger,1.07,slash,pierce,77,0,0,0,0,0.66,0.19,0,0,0.3,9,12,0,0,0,1100,10013,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1141200,Bloodstained Dagger,Occult,1,Dagger,Dagger,1.07,slash,pierce,77,0,0,0,0,0.28,0.08,0,0,0.76,9,12,0,0,0,1200,10013,7,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1150000,Erdsteel Dagger,Standard,1,Dagger,Dagger,1.07,slash,pierce,67,0,0,0,0,0.3,0.3,0,0.3,0,7,12,0,14,0,0,12000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1150100,Erdsteel Dagger,Heavy,1,Dagger,Dagger,1.07,slash,pierce,64,0,0,0,0,0.5,0,0,0.24,0,7,12,0,14,0,100,12000,1,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1150200,Erdsteel Dagger,Keen,1,Dagger,Dagger,1.07,slash,pierce,64,0,0,0,0,0.09,0.52,0,0.24,0,7,12,0,14,0,200,12000,2,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1150300,Erdsteel Dagger,Quality,1,Dagger,Dagger,1.07,slash,pierce,64,0,0,0,0,0.63,0.63,0,0.24,0,7,12,0,14,0,300,12000,8,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1150400,Erdsteel Dagger,Fire,1,Dagger,Dagger,1.07,slash,pierce,64,0,64,0,0,0.41,0.09,0,0.24,0,7,12,0,14,0,400,12005,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1150500,Erdsteel Dagger,Flame Art,1,Dagger,Dagger,1.07,slash,pierce,64,0,64,0,0,0.09,0.09,0,0.55,0,7,12,0,14,0,500,12000,0,0,4,0,0,6,6,6,6,800,Quickstep,0,0,0
1150600,Erdsteel Dagger,Lightning,1,Dagger,Dagger,1.07,slash,pierce,64,0,0,64,0,0.09,0.41,0,0.24,0,7,12,0,14,0,600,12000,0,0,0,4,0,6,6,6,6,800,Quickstep,0,0,0
1150700,Erdsteel Dagger,Sacred,1,Dagger,Dagger,1.07,slash,pierce,64,0,0,0,64,0.09,0.09,0,0.55,0,7,12,0,14,0,700,12000,0,0,0,0,4,6,6,6,6,800,Quickstep,0,0,0
1150800,Erdsteel Dagger,Magic,1,Dagger,Dagger,1.07,slash,pierce,64,64,0,0,0,0.09,0.09,0.5,0.24,0,7,12,0,14,0,800,12000,0,4,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1150900,Erdsteel Dagger,Cold,1,Dagger,Dagger,1.07,slash,pierce,64,54,0,0,0,0.27,0.27,0.49,0.24,0,7,12,0,14,0,900,12000,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1151000,Erdsteel Dagger,Poison,1,Dagger,Dagger,1.07,slash,pierce,64,0,0,0,0,0.28,0.28,0,0.24,0.3,7,12,0,14,0,1000,12005,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1151100,Erdsteel Dagger,Blood,1,Dagger,Dagger,1.07,slash,pierce,64,0,0,0,0,0.28,0.28,0,0.24,0.3,7,12,0,14,0,1100,12005,0,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1151200,Erdsteel Dagger,Occult,1,Dagger,Dagger,1.07,slash,pierce,64,0,0,0,0,0.12,0.12,0,0.24,0.79,7,12,0,14,0,1200,12005,7,0,0,0,0,6,6,6,6,800,Quickstep,0,0,0
1160000,Blade of Calling,Standard,1,Dagger,Dagger,1.04,slash,pierce,71,0,0,0,43,0.25,0.38,0,0.75,0,6,13,0,15,0,2200,10000,0,0,0,0,4,6,6,6,6,1037,Blade of Gold,1,0,1
1500000,Main-gauche,Standard,1,Dagger,Dagger,1.1,slash,pierce,79,0,0,0,0,0.3,0.6,0,0,0,7,15,0,0,0,0,10000,0,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1500100,Main-gauche,Heavy,1,Dagger,Dagger,1.1,slash,pierce,75,0,0,0,0,0.49,0,0,0,0,7,15,0,0,0,100,10000,1,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1500200,Main-gauche,Keen,1,Dagger,Dagger,1.1,slash,pierce,75,0,0,0,0,0.18,0.63,0,0,0,7,15,0,0,0,5000,10000,2,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1500300,Main-gauche,Quality,1,Dagger,Dagger,1.1,slash,pierce,75,0,0,0,0,0.56,0.56,0,0,0,7,15,0,0,0,300,10000,8,0,0,0,0,6,6,6,6,302,Parry,0,0,0
1500400,Main-gauche,Fire,1,Dagger,Dagger,1.1,slash,pierce,75,0,75,0,0,0.42,0.09,0,0,0,7,15,0,0,0,400,10005,0,0,4,0,0,6,6,6,6,302,Parry,0,0,0
1500500,Main-gauche,Flame Art,1,Dagger,Dagger,1.1,slash,pierce,75,0,75,0,0,0.09,0.18,0,0.49,0,7,15,0,0,0,500,10000,0,0,4,0,0,6,6,6,6,302,Parry,0,0,0
1500600,Main-gauche,Lightning,1,Dagger,Dagger,1.1,slash,pierce,75,0,0,75,0,0.09,0.42,0,0,0,7,15,0,0,0,600,10000,0,0,0,4,0,6,6,6,6,302,Parry,0,0,0
1500700,Main-gauche,Sacred,1,Dagger,Dagger,1.1,slash,pierce,75,0,0,0,75,0.09,0.18,0,0.49,0,7,15,0,0,0,700,10000,0,0,0,0,4,6,6,6,6,302,Parry,0,0,0
