curve_id,stat_value,multiplier
3,93,0.97795918
3,94,0.98163265
3,95,0.98530612
3,96,0.98897959
3,97,0.99265306
3,98,0.99632653
3,99,1
4,0,0
4,1,0
4,2,0.02105263
4,3,0.04210526
4,4,0.06315789
4,5,0.08421053
4,6,0.10526316
4,7,0.12631579
4,8,0.14736842
4,9,0.16842105
4,10,0.18947368
4,11,0.21052632
4,12,0.23157895
4,13,0.25263158
4,14,0.27368421
4,15,0.29473684
4,16,0.31578947
4,17,0.33684211
4,18,0.35789474
4,19,0.37894737
4,20,0.4
4,21,0.41333333
4,22,0.42666667
4,23,0.44
4,24,0.45333333
4,25,0.46666667
4,26,0.48
4,27,0.49333333
4,28,0.50666667
4,29,0.52
4,30,0.53333333
4,31,0.54666667
4,32,0.56
4,33,0.57333333
4,34,0.58666667
4,35,0.6
4,36,0.61333333
4,37,0.62666667
4,38,0.64
4,39,0.65333333
4,40,0.66666667
4,41,0.68
4,42,0.69333333
4,43,0.70666667
4,44,0.72
4,45,0.73333333
4,46,0.74666667
4,47,0.76
4,48,0.77333333
4,49,0.78666667
4,50,0.8
4,51,0.805
4,52,0.81
4,53,0.815
4,54,0.82
4,55,0.825
4,56,0.83
4,57,0.835
4,58,0.84
4,59,0.845
4,60,0.85
4,61,0.855
4,62,0.86
4,63,0.865
4,64,0.87
4,65,0.875
4,66,0.88
4,67,0.885
4,68,0.89
4,69,0.895
4,70,0.9
4,71,0.905
4,72,0.91
4,73,0.915
4,74,0.92
4,75,0.925
4,76,0.93
4,77,0.935
4,78,0.94
4,79,0.945
4,80,0.95
4,81,0.95263158
4,82,0.95526316
4,83,0.95789474
4,84,0.96052632
4,85,0.96315789
4,86,0.96578947
4,87,0.96842105
4,88,0.97105263
4,89,0.97368421
4,90,0.97631579
4,91,0.97894737
4,92,0.98157895
4,93,0.98421053
4,94,0.98684211
4,95,0.98947368
4,96,0.99210526
4,97,0.99473684
4,98,0.99736842
4,99,1
5,0,0
5,1,0
5,2,0.03947368
5,3,0.07894737
5,4,0.11842105
5,5,0.15789474
5,6,0.19736842
5,7,0.23684211
5,8,0.27631579
5,9,0.31578947
5,10,0.35526316
5,11,0.39473684
5,12,0.43421053
5,13,0.47368421
5,14,0.51315789
5,15,0.55263158
5,16,0.59210526
5,17,0.63157895
5,18,0.67105263
5,19,0.71052632
5,20,0.75
5,21,0.825
5,22,0.9
5,23,0.975
5,24,1.05
5,25,1.125
5,26,1.2
5,27,1.275
5,28,1.35
5,29,1.425
5,30,1.5
5,31,1.575
5,32,1.65
5,33,1.725
5,34,1.8
5,35,1.875
5,36,1.95
5,37,2.025
5,38,2.1
5,39,2.175
5,40,2.25
5,41,2.26125
5,42,2.2725
5,43,2.28375
5,44,2.295
5,45,2.30625
5,46,2.3175
5,47,2.32875
5,48,2.34
5,49,2.35125
5,50,2.3625
5,51,2.37375
5,52,2.385
5,53,2.39625
5,54,2.4075
5,55,2.41875
5,56,2.43
5,57,2.44125
5,58,2.4525
5,59,2.46375
5,60,2.475
5,61,2.48625
5,62,2.4975
5,63,2.50875
5,64,2.52
5,65,2.53125
5,66,2.5425
5,67,2.55375
5,68,2.565
5,69,2.57625
5,70,2.5875
5,71,2.59875
5,72,2.61
5,73,2.62125
5,74,2.6325
5,75,2.64375
5,76,2.655
5,77,2.66625
5,78,2.6775
5,79,2.68875
5,80,2.7
5,81,2.71578947
5,82,2.73157895
5,83,2.74736842
5,84,2.76315789
5,85,2.77894737
5,86,2.79473684
5,87,2.81052632
5,88,2.82631579
5,89,2.84210526
5,90,2.85789474
5,91,2.87368421
5,92,2.88947368
5,93,2.90526316
5,94,2.92105263
5,95,2.93684211
5,96,2.95263158
5,97,2.96842105
5,98,2.98421053
5,99,3
6,0,0
6,1,0
6,2,0.00416667
6,3,0.00833333
6,4,0.0125
6,5,0.01666667
6,6,0.02083333
6,7,0.025
6,8,0.02916667
6,9,0.03333333
6,10,0.0375
6,11,0.04166667
6,12,0.04583333
6,13,0.05
6,14,0.05416667
6,15,0.05833333
6,16,0.0625
6,17,0.06666667
6,18,0.07083333
6,19,0.075
6,20,0.07916667
6,21,0.08333333
6,22,0.0875
6,23,0.09166667
6,24,0.09583333
6,25,0.1
6,26,0.1325
6,27,0.165
6,28,0.1975
6,29,0.23
6,30,0.2625
6,31,0.295
6,32,0.3275
6,33,0.36
6,34,0.3925
6,35,0.425
6,36,0.4575
6,37,0.49
6,38,0.5225
6,39,0.555
6,40,0.5875
6,41,0.62
6,42,0.6525
6,43,0.685
6,44,0.7175
6,45,0.75
6,46,0.76
6,47,0.77
6,48,0.78
6,49,0.79
6,50,0.8
6,51,0.81
6,52,0.82
6,53,0.83
6,54,0.84
6,55,0.85
6,56,0.86
6,57,0.87
6,58,0.88
6,59,0.89
6,60,0.9
6,61,0.9025641
6,62,0.90512821
6,63,0.90769231
6,64,0.91025641
6,65,0.91282051
6,66,0.91538462
6,67,0.91794872
6,68,0.92051282
6,69,0.92307692
6,70,0.92564103
6,71,0.92820513
6,72,0.93076923
6,73,0.93333333
6,74,0.93589744
6,75,0.93846154
6,76,0.94102564
6,77,0.94358974
6,78,0.94615385
6,79,0.94871795
6,80,0.95128205
6,81,0.95384615
6,82,0.95641026
6,83,0.95897436
6,84,0.96153846
6,85,0.96410256
6,86,0.96666667
6,87,0.96923077
6,88,0.97179487
6,89,0.97435897
6,90,0.97692308
6,91,0.97948718
6,92,0.98205128
6,93,0.98461538
6,94,0.98717949
6,95,0.98974359
6,96,0.99230769
6,97,0.99487179
6,98,0.9974359
6,99,1
7,0,0
7,1,0
7,2,0.01022266
7,3,0.02348549
7,4,0.03820403
7,5,0.0539555
7,6,0.0705225
7,7,0.08776982
7,8,0.10560424
7,9,0.12395719
7,10,0.14277584
7,11,0.16201817
7,12,0.18164981
7,13,0.2016421
7,14,0.22197075
7,15,0.24261484
7,16,0.2635562
7,17,0.28477883
7,18,0.30626857
7,19,0.32801275
7,20,0.35
7,21,0.3619698
7,22,0.37387836
7,23,0.38572441
7,24,0.39750659
7,25,0.40922349
7,26,0.42087361
7,27,0.4324554
7,28,0.4439672
7,29,0.45540726
7,30,0.46677375
7,31,0.47806469
7,32,0.48927802
7,33,0.50041153
7,34,0.51146285
7,35,0.52242947
7,36,0.53330869
7,37,0.5440976
7,38,0.55479308
7,39,0.56539173
7,40,0.57588989
7,41,0.58628355
7,42,0.59656833
7,43,0.60673942
7,44,0.61679149
7,45,0.62671861
7,46,0.63651417
7,47,0.64617068
7,48,0.65567963
7,49,0.66503125
7,50,0.67421417
7,51,0.68321499
7,52,0.69201763
7,53,0.70060242
7,54,0.70894467
7,55,0.7170123
7,56,0.72476171
7,57,0.73212963
7,58,0.73901439
7,59,0.74521824
7,60,0.75
7,61,0.7575
7,62,0.765
7,63,0.7725
7,64,0.78
7,65,0.7875
7,66,0.795
7,67,0.8025
7,68,0.81
7,69,0.8175
7,70,0.825
7,71,0.8325
7,72,0.84
7,73,0.8475
7,74,0.855
7,75,0.8625
7,76,0.87
7,77,0.8775
7,78,0.885
7,79,0.8925
7,80,0.9
7,81,0.90285714
7,82,0.90571429
7,83,0.90857143
7,84,0.91142857
7,85,0.91428571
7,86,0.91714286
7,87,0.92
7,88,0.92285714
7,89,0.92571429
7,90,0.92857143
7,91,0.93142857
7,92,0.93428571
7,93,0.93714286
7,94,0.94
7,95,0.94285714
7,96,0.94571429
7,97,0.94857143
7,98,0.95142857
7,99,0.95428571
8,0,0
8,1,0
8,2,0.00969685
8,3,0.0222775
8,4,0.03623898
8,5,0.05118026
8,6,0.06689513
8,7,0.08325532
8,8,0.10017242
8,9,0.11758136
8,10,0.13543207
8,11,0.15368465
8,12,0.17230652
8,13,0.1912705
8,14,0.21055353
8,15,0.23013578
8,16,0.25
8,17,0.26425148
8,18,0.27843361
8,19,0.29254499
8,20,0.30658419
8,21,0.32054969
8,22,0.33443989
8,23,0.34825312
8,24,0.36198764
8,25,0.3756416
8,26,0.38921304
8,27,0.40269992
8,28,0.41610004
8,29,0.42941112
8,30,0.4426307
8,31,0.45575616
8,32,0.46878475
8,33,0.48171347
8,34,0.49453915
8,35,0.50725837
8,36,0.51986744
8,37,0.53236236
8,38,0.54473881
8,39,0.55699206
8,40,0.56911695
8,41,0.58110781
8,42,0.59295836
8,43,0.6046616
8,44,0.61620974
8,45,0.62759395
8,46,0.63880421
8,47,0.64982898
8,48,0.66065488
8,49,0.67126608
8,50,0.68164365
8,51,0.69176441
8,52,0.70159922
8,53,0.71111028
8,54,0.72024617
8,55,0.72893234
8,56,0.73704889
8,57,0.7443627
8,58,0.75
8,59,0.75681818
8,60,0.76363636
8,61,0.77045455
8,62,0.77727273
8,63,0.78409091
8,64,0.79090909
8,65,0.79772727
8,66,0.80454545
8,67,0.81136364
8,68,0.81818182
8,69,0.825
8,70,0.83181818
8,71,0.83863636
8,72,0.84545455
8,73,0.85227273
8,74,0.85909091
8,75,0.86590909
8,76,0.87272727
8,77,0.87954545
8,78,0.88636364
8,79,0.89318182
8,80,0.9
8,81,0.90285714
8,82,0.90571429
8,83,0.90857143
8,84,0.91142857
8,85,0.91428571
8,86,0.91714286
8,87,0.92
8,88,0.92285714
8,89,0.92571429
8,90,0.92857143
8,91,0.93142857
8,92,0.93428571
8,93,0.93714286
8,94,0.94
8,95,0.94285714
8,96,0.94571429
8,97,0.94857143
8,98,0.95142857
8,99,0.95428571
9,0,0
9,1,0
9,2,0.00584152
9,3,0.01342028
9,4,0.02183088
9,5,0.03083171
9,6,0.04029857
9,7,0.05015418
9,8,0.06034528
9,9,0.07083268
9,10,0.0815862
9,11,0.09258181
9,12,0.10379989
9,13,0.11522406
9,14,0.12684043
9,15,0.13863705
9,16,0.15060354
9,17,0.16273076
9,18,0.17501061
9,19,0.18743586
9,20,0.2
9,21,0.2179547
9,22,0.23581754
9,23,0.25358661
9,24,0.27125988
9,25,0.28883523
9,26,0.30631042
9,27,0.3236831
9,28,0.3409508
9,29,0.3581109
9,30,0.37516062
9,31,0.39209704
9,32,0.40891704
9,33,0.4256173
9,34,0.44219428
9,35,0.45864421
9,36,0.47496304
9,37,0.4911464
9,38,0.50718961
9,39,0.52308759
9,40,0.53883483
9,41,0.55442532
9,42,0.5698525
9,43,0.58510913
9,44,0.60018723
9,45,0.61507792
9,46,0.62977125
9,47,0.64425601
9,48,0.65851944
9,49,0.67254688
9,50,0.68632126
9,51,0.69982248
9,52,0.71302644
9,53,0.72590363
9,54,0.73841701
9,55,0.75051845
9,56,0.76214256
9,57,0.77319445
9,58,0.78352159
9,59,0.79282736
9,60,0.8
9,61,0.8075
9,62,0.815
9,63,0.8225
9,64,0.83
9,65,0.8375
9,66,0.845
9,67,0.8525
9,68,0.86
9,69,0.8675
9,70,0.875
9,71,0.8825
9,72,0.89
9,73,0.8975
9,74,0.905
9,75,0.9125
9,76,0.92
9,77,0.9275
9,78,0.935
9,79,0.9425
9,80,0.95
9,81,0.95263158
9,82,0.95526316
9,83,0.95789474
9,84,0.96052632
9,85,0.96315789
9,86,0.96578947
9,87,0.96842105
9,88,0.97105263
9,89,0.97368421
9,90,0.97631579
9,91,0.97894737
9,92,0.98157895
9,93,0.98421053
9,94,0.98684211
9,95,0.98947368
9,96,0.99210526
9,97,0.99473684
9,98,0.99736842
9,99,1
10,0,0
10,1,0
10,2,0.00714286
10,3,0.01428571
10,4,0.02142857
10,5,0.02857143
10,6,0.03571429
10,7,0.04285714
10,8,0.05
10,9,0.05714286
10,10,0.06428571
10,11,0.07142857
10,12,0.07857143
10,13,0.08571429
10,14,0.09285714
10,15,0.1
10,16,0.12666667
10,17,0.15333333
10,18,0.18
10,19,0.20666667
10,20,0.23333333
10,21,0.26
10,22,0.28666667
10,23,0.31333333
10,24,0.34
10,25,0.36666667
10,26,0.39333333
10,27,0.42
10,28,0.44666667
10,29,0.47333333
10,30,0.5
10,31,0.505
10,32,0.51
10,33,0.515
10,34,0.52
10,35,0.525
10,36,0.53
10,37,0.535
10,38,0.54
10,39,0.545
10,40,0.55
10,41,0.555
10,42,0.56
10,43,0.565
10,44,0.57
10,45,0.575
10,46,0.58
10,47,0.585
10,48,0.59
10,49,0.595
10,50,0.6
10,51,0.60204082
10,52,0.60408163
10,53,0.60612245
10,54,0.60816327
10,55,0.61020408
10,56,0.6122449
10,57,0.61428571
10,58,0.61632653
10,59,0.61836735
10,60,0.62040816
10,61,0.62244898
10,62,0.6244898
10,63,0.62653061
10,64,0.62857143
10,65,0.63061224
10,66,0.63265306
10,67,0.63469388
10,68,0.63673469
10,69,0.63877551
10,70,0.64081633
10,71,0.64285714
10,72,0.64489796
10,73,0.64693878
10,74,0.64897959
10,75,0.65102041
10,76,0.65306122
10,77,0.65510204
10,78,0.65714286
10,79,0.65918367
10,80,0.66122449
10,81,0.66326531
10,82,0.66530612
10,83,0.66734694
10,84,0.66938776
10,85,0.67142857
10,86,0.67346939
10,87,0.6755102
10,88,0.67755102
10,89,0.67959184
10,90,0.68163265
10,91,0.68367347
10,92,0.68571429
10,93,0.6877551
10,94,0.68979592
10,95,0.69183673
10,96,0.69387755
10,97,0.69591837
10,98,0.69795918
10,99,0.7
11,0,0
11,1,0
11,2,0.0025
11,3,0.005
11,4,0.0075
11,5,0.01
11,6,0.0125
11,7,0.015
11,8,0.0175
11,9,0.02
11,10,0.0225
11,11,0.025
11,12,0.0275
11,13,0.03
11,14,0.0325
11,15,0.035
11,16,0.0375
11,17,0.04
11,18,0.0425
11,19,0.045
11,20,0.0475
11,21,0.05
11,22,0.0525
11,23,0.055
11,24,0.0575
11,25,0.06
11,26,0.0645
11,27,0.069
11,28,0.0735
11,29,0.078
11,30,0.0825
11,31,0.087
11,32,0.0915
11,33,0.096
11,34,0.1005
11,35,0.105
11,36,0.1095
11,37,0.114
11,38,0.1185
11,39,0.123
11,40,0.1275
11,41,0.132
11,42,0.1365
11,43,0.141
11,44,0.1455
11,45,0.15
11,46,0.152
11,47,0.154
11,48,0.156
11,49,0.158
11,50,0.16
11,51,0.162
11,52,0.164
11,53,0.166
11,54,0.168
11,55,0.17
11,56,0.172
11,57,0.174
11,58,0.176
11,59,0.178
11,60,0.18
11,61,0.18051282
11,62,0.18102564
11,63,0.18153846
11,64,0.18205128
11,65,0.1825641
11,66,0.18307692
11,67,0.18358974
11,68,0.18410256
11,69,0.18461538
11,70,0.18512821
11,71,0.18564103
11,72,0.18615385
11,73,0.18666667
11,74,0.18717949
11,75,0.18769231
11,76,0.18820513
11,77,0.18871795
11,78,0.18923077
11,79,0.18974359
11,80,0.19025641
11,81,0.19076923
11,82,0.19128205
11,83,0.19179487
11,84,0.19230769
11,85,0.19282051
11,86,0.19333333
11,87,0.19384615
11,88,0.19435897
11,89,0.19487179
11,90,0.19538462
11,91,0.19589744
11,92,0.19641026
11,93,0.19692308
11,94,0.1974359
11,95,0.19794872
11,96,0.19846154
11,97,0.19897436
11,98,0.19948718
11,99,0.2
12,0,0
12,1,0
12,2,0.00714286
12,3,0.01428571
12,4,0.02142857
12,5,0.02857143
12,6,0.03571429
12,7,0.04285714
12,8,0.05
12,9,0.05714286
12,10,0.06428571
12,11,0.07142857
12,12,0.07857143
12,13,0.08571429
12,14,0.09285714
12,15,0.1
12,16,0.13
12,17,0.16
12,18,0.19
12,19,0.22
12,20,0.25
12,21,0.28
12,22,0.31
12,23,0.34
12,24,0.37
12,25,0.4
12,26,0.43
12,27,0.46
12,28,0.49
12,29,0.52
12,30,0.55
12,31,0.56538462
12,32,0.58076923
12,33,0.59615385
12,34,0.61153846
12,35,0.62692308
12,36,0.64230769
12,37,0.65769231
12,38,0.67307692
12,39,0.68846154
12,40,0.70384615
12,41,0.71923077
12,42,0.73461538
12,43,0.75
12,44,0.75446429
12,45,0.75892857
12,46,0.76339286
12,47,0.76785714
12,48,0.77232143
12,49,0.77678571
12,50,0.78125
12,51,0.78571429
12,52,0.79017857
12,53,0.79464286
12,54,0.79910714
12,55,0.80357143
12,56,0.80803571
12,57,0.8125
12,58,0.81696429
12,59,0.82142857
12,60,0.82589286
12,61,0.83035714
12,62,0.83482143
12,63,0.83928571
12,64,0.84375
12,65,0.84821429
12,66,0.85267857
12,67,0.85714286
12,68,0.86160714
12,69,0.86607143
12,70,0.87053571
12,71,0.875
12,72,0.87946429
12,73,0.88392857
12,74,0.88839286
12,75,0.89285714
12,76,0.89732143
12,77,0.90178571
12,78,0.90625
12,79,0.91071429
12,80,0.91517857
12,81,0.91964286
12,82,0.92410714
12,83,0.92857143
12,84,0.93303571
12,85,0.9375
12,86,0.94196429
12,87,0.94642857
12,88,0.95089286
12,89,0.95535714
12,90,0.95982143
12,91,0.96428571
12,92,0.96875
12,93,0.97321429
12,94,0.97767857
12,95,0.98214286
12,96,0.98660714
12,97,0.99107143
12,98,0.99553571
12,99,1
13,0,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
13,12,0
13,13,0
13,14,0
13,15,0
13,16,0
13,17,0
13,18,0
13,19,0
13,20,0
13,21,0
13,22,0
13,23,0
13,24,0
13,25,0
13,26,0.07
13,27,0.14
13,28,0.21
13,29,0.28
13,30,0.35
13,31,0.361
13,32,0.372
13,33,0.383
13,34,0.394
13,35,0.405
13,36,0.416
13,37,0.427
13,38,0.438
13,39,0.449
13,40,0.46
13,41,0.471
13,42,0.482
13,43,0.493
13,44,0.504
13,45,0.515
13,46,0.526
13,47,0.537
13,48,0.548
13,49,0.559
13,50,0.57
13,51,0.581
13,52,0.592
13,53,0.603
13,54,0.614
13,55,0.625
13,56,0.636
13,57,0.647
13,58,0.658
13,59,0.669
13,60,0.68
13,61,0.691
13,62,0.702
13,63,0.713
13,64,0.724
13,65,0.735
13,66,0.746
13,67,0.757
13,68,0.768
13,69,0.779
13,70,0.79
13,71,0.801
13,72,0.812
13,73,0.823
13,74,0.834
13,75,0.845
13,76,0.856
13,77,0.867
13,78,0.878
13,79,0.889
13,80,0.9
13,81,0.90526316
13,82,0.91052632
13,83,0.91578947
13,84,0.92105263
13,85,0.92631579
13,86,0.93157895
13,87,0.93684211
13,88,0.94210526
13,89,0.94736842
13,90,0.95263158
13,91,0.95789474
13,92,0.96315789
13,93,0.96842105
13,94,0.97368421
13,95,0.97894737
13,96,0.98421053
13,97,0.98947368
13,98,0.99473684
13,99,1
14,0,0
14,1,0
14,2,0.02105263
14,3,0.04210526
14,4,0.06315789
14,5,0.08421053
14,6,0.10526316
14,7,0.12631579
14,8,0.14736842
14,9,0.16842105
14,10,0.18947368
14,11,0.21052632
14,12,0.23157895
14,13,0.25263158
14,14,0.27368421
14,15,0.29473684
14,16,0.31578947
14,17,0.33684211
14,18,0.35789474
14,19,0.37894737
14,20,0.4
14,21,0.41
14,22,0.42
14,23,0.43
14,24,0.44
14,25,0.45
14,26,0.46
14,27,0.47
14,28,0.48
14,29,0.49
14,30,0.5
14,31,0.51
14,32,0.52
14,33,0.53
14,34,0.54
14,35,0.55
14,36,0.56
14,37,0.57
14,38,0.58
14,39,0.59
14,40,0.6
14,41,0.60625
14,42,0.6125
14,43,0.61875
14,44,0.625
14,45,0.63125
14,46,0.6375
14,47,0.64375
14,48,0.65
14,49,0.65625
14,50,0.6625
14,51,0.66875
14,52,0.675
14,53,0.68125
14,54,0.6875
14,55,0.69375
14,56,0.7
14,57,0.70625
14,58,0.7125
14,59,0.71875
14,60,0.725
14,61,0.73125
14,62,0.7375
14,63,0.74375
14,64,0.75
14,65,0.75625
14,66,0.7625
14,67,0.76875
14,68,0.775
14,69,0.78125
14,70,0.7875
14,71,0.79375
14,72,0.8
14,73,0.80625
14,74,0.8125
14,75,0.81875
14,76,0.825
14,77,0.83125
14,78,0.8375
14,79,0.84375
14,80,0.85
14,81,0.85789474
14,82,0.86578947
14,83,0.87368421
14,84,0.88157895
14,85,0.88947368
14,86,0.89736842
14,87,0.90526316
14,88,0.91315789
14,89,0.92105263
14,90,0.92894737
14,91,0.93684211
14,92,0.94473684
14,93,0.95263158
14,94,0.96052632
14,95,0.96842105
14,96,0.97631579
14,97,0.98421053
14,98,0.99210526
14,99,1
15,0,0
15,1,0
15,2,0.01041667
15,3,0.02083333
15,4,0.03125
15,5,0.04166667
15,6,0.05208333
15,7,0.0625
15,8,0.07291667
15,9,0.08333333
15,10,0.09375
15,11,0.10416667
15,12,0.11458333
