weapon_id,name,affinity,level,effect_ids,bleed,frost,poison,scarlet_rot,sleep,madness,death,bleed_uses_status_correction,frost_uses_status_correction,poison_uses_status_correction,scarlet_rot_uses_status_correction,sleep_uses_status_correction,madness_uses_status_correction,death_uses_status_correction
31041100,Albinauric Shield,Blood,23,105023,80,0,0,0,0,0,0,1,,,,,,
31041100,Albinauric Shield,Blood,24,105024,81,0,0,0,0,0,0,1,,,,,,
31041100,Albinauric Shield,Blood,25,105025,82,0,0,0,0,0,0,1,,,,,,
31040900,Albinauric Shield,Cold,0,107500,0,66,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,1,107501,0,67,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,2,107502,0,69,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,3,107503,0,70,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,4,107504,0,72,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,5,107505,0,73,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,6,107506,0,75,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,7,107507,0,77,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,8,107508,0,78,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,9,107509,0,80,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,10,107510,0,81,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,11,107511,0,83,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,12,107512,0,85,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,13,107513,0,86,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,14,107514,0,88,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,15,107515,0,89,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,16,107516,0,91,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,17,107517,0,92,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,18,107518,0,94,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,19,107519,0,96,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,20,107520,0,97,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,21,107521,0,99,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,22,107522,0,100,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,23,107523,0,102,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,24,107524,0,104,0,0,0,0,0,,1,,,,,
31040900,Albinauric Shield,Cold,25,107525,0,105,0,0,0,0,0,,1,,,,,
31041000,Albinauric Shield,Poison,0,106000,0,0,66,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,1,106001,0,0,67,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,2,106002,0,0,68,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,3,106003,0,0,69,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,4,106004,0,0,70,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,5,106005,0,0,71,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,6,106006,0,0,73,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,7,106007,0,0,74,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,8,106008,0,0,75,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,9,106009,0,0,76,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,10,106010,0,0,77,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,11,106011,0,0,79,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,12,106012,0,0,80,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,13,106013,0,0,81,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,14,106014,0,0,82,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,15,106015,0,0,83,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,16,106016,0,0,85,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,17,106017,0,0,86,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,18,106018,0,0,87,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,19,106019,0,0,88,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,20,106020,0,0,89,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,21,106021,0,0,90,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,22,106022,0,0,92,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,23,106023,0,0,93,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,24,106024,0,0,94,0,0,0,0,,,1,,,,
31041000,Albinauric Shield,Poison,25,106025,0,0,95,0,0,0,0,,,1,,,,
5041100,Antspur Rapier,Blood,0,105000,57,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,1,105001,58,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,2,105002,59,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,3,105003,60,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,4,105004,61,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,5,105005,62,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,6,105006,63,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,7,105007,64,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,8,105008,65,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,9,105009,66,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,10,105010,67,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,11,105011,68,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,12,105012,69,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,13,105013,70,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,14,105014,71,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,15,105015,72,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,16,105016,73,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,17,105017,74,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,18,105018,75,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,19,105019,76,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,20,105020,77,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,21,105021,78,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,22,105022,79,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,23,105023,80,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,24,105024,81,0,0,0,0,0,0,1,,,,,,
5041100,Antspur Rapier,Blood,25,105025,82,0,0,0,0,0,0,1,,,,,,
5040900,Antspur Rapier,Cold,0,107500,0,66,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,1,107501,0,67,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,2,107502,0,69,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,3,107503,0,70,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,4,107504,0,72,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,5,107505,0,73,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,6,107506,0,75,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,7,107507,0,77,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,8,107508,0,78,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,9,107509,0,80,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,10,107510,0,81,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,11,107511,0,83,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,12,107512,0,85,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,13,107513,0,86,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,14,107514,0,88,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,15,107515,0,89,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,16,107516,0,91,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,17,107517,0,92,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,18,107518,0,94,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,19,107519,0,96,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,20,107520,0,97,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,21,107521,0,99,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,22,107522,0,100,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,23,107523,0,102,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,24,107524,0,104,0,0,0,0,0,,1,,,,,
5040900,Antspur Rapier,Cold,25,107525,0,105,0,0,0,0,0,,1,,,,,
5041000,Antspur Rapier,Poison,0,106000,0,0,66,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,1,106001,0,0,67,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,2,106002,0,0,68,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,3,106003,0,0,69,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,4,106004,0,0,70,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,5,106005,0,0,71,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,6,106006,0,0,73,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,7,106007,0,0,74,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,8,106008,0,0,75,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,9,106009,0,0,76,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,10,106010,0,0,77,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,11,106011,0,0,79,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,12,106012,0,0,80,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,13,106013,0,0,81,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,14,106014,0,0,82,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,15,106015,0,0,83,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,16,106016,0,0,85,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,17,106017,0,0,86,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,18,106018,0,0,87,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,19,106019,0,0,88,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,20,106020,0,0,89,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,21,106021,0,0,90,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,22,106022,0,0,92,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,23,106023,0,0,93,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,24,106024,0,0,94,0,0,0,0,,,1,,,,
5041000,Antspur Rapier,Poison,25,106025,0,0,95,0,0,0,0,,,1,,,,
64501100,Backhand Blade,Blood,0,105000,57,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,1,105001,58,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,2,105002,59,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,3,105003,60,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,4,105004,61,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,5,105005,62,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,6,105006,63,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,7,105007,64,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,8,105008,65,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,9,105009,66,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,10,105010,67,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,11,105011,68,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,12,105012,69,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,13,105013,70,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,14,105014,71,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,15,105015,72,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,16,105016,73,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,17,105017,74,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,18,105018,75,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,19,105019,76,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,20,105020,77,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,21,105021,78,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,22,105022,79,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,23,105023,80,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,24,105024,81,0,0,0,0,0,0,1,,,,,,
64501100,Backhand Blade,Blood,25,105025,82,0,0,0,0,0,0,1,,,,,,
64500900,Backhand Blade,Cold,0,107500,0,66,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,1,107501,0,67,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,2,107502,0,69,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,3,107503,0,70,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,4,107504,0,72,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,5,107505,0,73,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,6,107506,0,75,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,7,107507,0,77,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,8,107508,0,78,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,9,107509,0,80,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,10,107510,0,81,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,11,107511,0,83,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,12,107512,0,85,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,13,107513,0,86,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,14,107514,0,88,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,15,107515,0,89,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,16,107516,0,91,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,17,107517,0,92,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,18,107518,0,94,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,19,107519,0,96,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,20,107520,0,97,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,21,107521,0,99,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,22,107522,0,100,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,23,107523,0,102,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,24,107524,0,104,0,0,0,0,0,,1,,,,,
64500900,Backhand Blade,Cold,25,107525,0,105,0,0,0,0,0,,1,,,,,
64501000,Backhand Blade,Poison,0,106000,0,0,66,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,1,106001,0,0,67,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,2,106002,0,0,68,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,3,106003,0,0,69,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,4,106004,0,0,70,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,5,106005,0,0,71,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,6,106006,0,0,73,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,7,106007,0,0,74,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,8,106008,0,0,75,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,9,106009,0,0,76,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,10,106010,0,0,77,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,11,106011,0,0,79,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,12,106012,0,0,80,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,13,106013,0,0,81,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,14,106014,0,0,82,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,15,106015,0,0,83,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,16,106016,0,0,85,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,17,106017,0,0,86,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,18,106018,0,0,87,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,19,106019,0,0,88,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,20,106020,0,0,89,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,21,106021,0,0,90,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,22,106022,0,0,92,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,23,106023,0,0,93,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,24,106024,0,0,94,0,0,0,0,,,1,,,,
64501000,Backhand Blade,Poison,25,106025,0,0,95,0,0,0,0,,,1,,,,
7041100,Bandit's Curved Sword,Blood,0,105000,57,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,1,105001,58,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,2,105002,59,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,3,105003,60,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,4,105004,61,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,5,105005,62,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,6,105006,63,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,7,105007,64,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,8,105008,65,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,9,105009,66,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,10,105010,67,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,11,105011,68,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,12,105012,69,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,13,105013,70,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,14,105014,71,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,15,105015,72,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,16,105016,73,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,17,105017,74,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,18,105018,75,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,19,105019,76,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,20,105020,77,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,21,105021,78,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,22,105022,79,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,23,105023,80,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,24,105024,81,0,0,0,0,0,0,1,,,,,,
7041100,Bandit's Curved Sword,Blood,25,105025,82,0,0,0,0,0,0,1,,,,,,
7040900,Bandit's Curved Sword,Cold,0,107500,0,66,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,1,107501,0,67,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,2,107502,0,69,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,3,107503,0,70,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,4,107504,0,72,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,5,107505,0,73,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,6,107506,0,75,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,7,107507,0,77,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,8,107508,0,78,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,9,107509,0,80,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,10,107510,0,81,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,11,107511,0,83,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,12,107512,0,85,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,13,107513,0,86,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,14,107514,0,88,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,15,107515,0,89,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,16,107516,0,91,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,17,107517,0,92,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,18,107518,0,94,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,19,107519,0,96,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,20,107520,0,97,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,21,107521,0,99,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,22,107522,0,100,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,23,107523,0,102,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,24,107524,0,104,0,0,0,0,0,,1,,,,,
7040900,Bandit's Curved Sword,Cold,25,107525,0,105,0,0,0,0,0,,1,,,,,
7041000,Bandit's Curved Sword,Poison,0,106000,0,0,66,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,1,106001,0,0,67,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,2,106002,0,0,68,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,3,106003,0,0,69,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,4,106004,0,0,70,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,5,106005,0,0,71,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,6,106006,0,0,73,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,7,106007,0,0,74,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,8,106008,0,0,75,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,9,106009,0,0,76,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,10,106010,0,0,77,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,11,106011,0,0,79,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,12,106012,0,0,80,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,13,106013,0,0,81,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,14,106014,0,0,82,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,15,106015,0,0,83,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,16,106016,0,0,85,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,17,106017,0,0,86,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,18,106018,0,0,87,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,19,106019,0,0,88,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,20,106020,0,0,89,0,0,0,0,,,1,,,,
7041000,Bandit's Curved Sword,Poison,21,106021,0,0,90,0,0,0,0,,,1,,,,
