aow_id,sheet_row,atk_id,atk_effect_count,bullet_source_count,effect_record_count,supported_target_effect_count,status,reason
103,926,300000226,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,927,300000227,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,928,300000230,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,929,300000231,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,930,300000232,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,931,300000235,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,932,300000236,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,933,300000237,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,934,300000240,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,935,300000241,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,936,300000242,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,937,300000245,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,938,300000246,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,939,300000247,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,940,300000250,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,941,300000251,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,942,300000252,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,943,300000255,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,944,300000256,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,945,300000257,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,2462,300000230,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,2463,300000231,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,2464,300000232,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,2465,30090011,1,4,1,1,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,2466,30090012,1,4,2,2,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,2467,300000235,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,2468,300000236,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
103,2469,300000237,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
105,1150,301701900,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1151,301701901,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1152,301701902,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1153,301701903,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1154,301701904,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1155,301701903,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1156,301701905,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1157,301701906,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1158,301701907,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1159,301701908,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1160,301701909,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1161,301701910,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1162,301701909,0,0,0,0,no_effects,no target or shooter SpEffect is attached
105,1163,301701911,0,0,0,0,no_effects,no target or shooter SpEffect is attached
106,2,300000290,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
106,3,300000295,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
107,4,300000891,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
107,5,300000892,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
107,6,300000895,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
107,7,300000896,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1464,300000310,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1465,300000311,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1466,300000312,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1467,300000313,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1468,300000315,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1469,300000316,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1470,300000317,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1471,300000318,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1472,300100310,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1473,300100311,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1474,300100312,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1475,300100313,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1476,300100315,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1477,300100316,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1478,300100317,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
108,1479,300100318,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,960,300000530,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,961,300000531,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,962,300000532,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,963,300000533,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,964,300000535,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,965,300000536,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,966,300000537,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,967,300000538,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,968,300100530,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,969,300100531,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,970,300100532,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,971,300100533,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,972,300100535,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,973,300100536,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,974,300100537,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
109,975,300100538,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,8,301401800,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,9,301401810,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,10,301401801,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,11,301401802,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,12,301401803,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,13,301401804,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,14,301401805,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,15,301401806,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,16,301401807,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,17,301401808,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,18,301401809,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,19,301400800,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,20,301400810,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,21,301400801,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,22,301400802,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,23,301400803,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,24,301400804,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,25,301400805,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,26,301400806,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,27,301400807,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,28,301400808,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,29,301400809,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,30,301400800,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,31,301400810,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,32,301400801,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,33,301400802,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,34,301400803,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,35,301400804,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,36,301400805,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,37,301400806,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,38,301400807,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,39,301400808,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,40,301400809,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,41,301400800,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,42,301400810,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,43,301400801,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,44,301400802,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,45,301400803,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,46,301400804,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,47,301400805,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,48,301400806,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,49,301400807,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,50,301400808,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,51,301400809,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,52,301400800,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,53,301400810,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,54,301400801,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,55,301400802,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,56,301400803,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,57,301400804,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,58,301400805,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,59,301400806,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,60,301400807,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,61,301400808,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
110,62,301400809,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1164,300000910,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1165,300000911,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1166,300000912,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1167,300000913,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1168,300000914,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1169,300000920,0,1,0,0,no_effects,no target or shooter SpEffect is attached
111,1170,300000915,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1171,300000916,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1172,300000917,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1173,300000918,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
111,1174,300000919,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,976,300000170,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,977,300000171,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,978,300000172,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,979,300000173,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,980,300000174,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,981,300000175,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,982,300000176,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,983,300000177,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,984,300000178,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,985,300000179,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,986,300000180,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,987,300000181,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,988,300000185,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,989,300000186,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,990,300000187,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,991,300000188,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,992,300000189,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,993,300000190,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,994,300000191,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,995,300000192,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,996,300000193,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,997,300000194,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,998,300000195,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
112,999,300000196,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1316,300000830,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1317,30000831,1,1,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1318,300000832,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1319,300000833,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1320,30000835,1,1,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1321,30000836,1,1,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1322,300000834,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1323,300000837,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1324,300000838,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
113,1325,300000839,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
114,1096,300000560,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
114,1097,300000565,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
114,1098,300000561,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
114,1099,300000566,2,0,2,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
115,1138,300000700,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
115,1139,300000701,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
115,1140,300000705,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
115,1141,300000706,3,0,3,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
116,1175,301700910,0,0,0,0,no_effects,no target or shooter SpEffect is attached
116,1176,301700915,0,0,0,0,no_effects,no target or shooter SpEffect is attached
118,1273,301000441,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1274,301000442,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1275,301000443,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1276,301000444,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1277,301600441,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1278,301600442,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1279,301600443,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1280,301600444,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1281,301700441,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1282,301700442,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1283,301700443,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1284,301700444,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1285,301800441,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1286,301800442,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1287,301800443,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1288,301800444,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1289,301900441,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1290,301900442,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1291,301900443,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,1292,301900444,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,2470,301810900,0,0,0,0,no_effects,no target or shooter SpEffect is attached
118,2471,301810905,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,2472,301810906,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,2473,301810910,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
118,2474,301810911,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
119,1442,300000450,2,0,4,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
119,1443,300000455,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1245,300000540,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1246,300000541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1247,300000541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1248,300000541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1249,300000541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1250,300000541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1251,300000542,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1252,300000545,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1253,300000546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1254,300000546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1255,300000546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1256,300000546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1257,300000546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1258,300000547,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1259,300100540,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1260,300100541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1261,300100541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1262,300100541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1263,300100541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1264,300100541,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1265,300100542,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1266,300100545,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1267,300100546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1268,300100546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1269,300100546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1270,300100546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1271,300100546,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,1272,300100547,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,2594,303309900,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
120,2595,303309900,1,0,1,0,resolved,numeric AtkParam/Bullet/SpEffect graph resolved
