aow_id,aow_name,weapon_id,weapon_name,affinity,weapon_type_name,weapon_type_keys
407,,7040400,Bandit's Curved Sword,Fire,Curved Sword,SaberNormal
121,,7040500,Bandit's Curved Sword,Flame Art,Curved Sword,SaberNormal
407,,7040500,Bandit's Curved Sword,Flame Art,Curved Sword,SaberNormal
121,,7040100,Bandit's Curved Sword,Heavy,Curved Sword,SaberNormal
407,,7040100,Bandit's Curved Sword,Heavy,Curved Sword,SaberNormal
121,,7040200,Bandit's Curved Sword,Keen,Curved Sword,SaberNormal
407,,7040200,Bandit's Curved Sword,Keen,Curved Sword,SaberNormal
121,,7040600,Bandit's Curved Sword,Lightning,Curved Sword,SaberNormal
407,,7040600,Bandit's Curved Sword,Lightning,Curved Sword,SaberNormal
121,,7040800,Bandit's Curved Sword,Magic,Curved Sword,SaberNormal
407,,7040800,Bandit's Curved Sword,Magic,Curved Sword,SaberNormal
121,,7041000,Bandit's Curved Sword,Poison,Curved Sword,SaberNormal
407,,7041000,Bandit's Curved Sword,Poison,Curved Sword,SaberNormal
121,,7040300,Bandit's Curved Sword,Quality,Curved Sword,SaberNormal
407,,7040300,Bandit's Curved Sword,Quality,Curved Sword,SaberNormal
121,,7040700,Bandit's Curved Sword,Sacred,Curved Sword,SaberNormal
407,,7040700,Bandit's Curved Sword,Sacred,Curved Sword,SaberNormal
121,,7040000,Bandit's Curved Sword,Standard,Curved Sword,SaberNormal
407,,7040000,Bandit's Curved Sword,Standard,Curved Sword,SaberNormal
121,,3080900,Banished Knight's Greatsword,Cold,Greatsword,SwordLarge
407,,3080900,Banished Knight's Greatsword,Cold,Greatsword,SwordLarge
121,,3080400,Banished Knight's Greatsword,Fire,Greatsword,SwordLarge
407,,3080400,Banished Knight's Greatsword,Fire,Greatsword,SwordLarge
121,,3080500,Banished Knight's Greatsword,Flame Art,Greatsword,SwordLarge
407,,3080500,Banished Knight's Greatsword,Flame Art,Greatsword,SwordLarge
121,,3080100,Banished Knight's Greatsword,Heavy,Greatsword,SwordLarge
407,,3080100,Banished Knight's Greatsword,Heavy,Greatsword,SwordLarge
121,,3080200,Banished Knight's Greatsword,Keen,Greatsword,SwordLarge
407,,3080200,Banished Knight's Greatsword,Keen,Greatsword,SwordLarge
121,,3080600,Banished Knight's Greatsword,Lightning,Greatsword,SwordLarge
407,,3080600,Banished Knight's Greatsword,Lightning,Greatsword,SwordLarge
121,,3080800,Banished Knight's Greatsword,Magic,Greatsword,SwordLarge
407,,3080800,Banished Knight's Greatsword,Magic,Greatsword,SwordLarge
121,,3081000,Banished Knight's Greatsword,Poison,Greatsword,SwordLarge
407,,3081000,Banished Knight's Greatsword,Poison,Greatsword,SwordLarge
121,,3080300,Banished Knight's Greatsword,Quality,Greatsword,SwordLarge
407,,3080300,Banished Knight's Greatsword,Quality,Greatsword,SwordLarge
121,,3080700,Banished Knight's Greatsword,Sacred,Greatsword,SwordLarge
407,,3080700,Banished Knight's Greatsword,Sacred,Greatsword,SwordLarge
121,,3080000,Banished Knight's Greatsword,Standard,Greatsword,SwordLarge
407,,3080000,Banished Knight's Greatsword,Standard,Greatsword,SwordLarge
104,,18030900,Banished Knight's Halberd,Cold,Halberd,SpearAxe
121,,18030900,Banished Knight's Halberd,Cold,Halberd,SpearAxe
407,,18030900,Banished Knight's Halberd,Cold,Halberd,SpearAxe
104,,18030400,Banished Knight's Halberd,Fire,Halberd,SpearAxe
121,,18030400,Banished Knight's Halberd,Fire,Halberd,SpearAxe
407,,18030400,Banished Knight's Halberd,Fire,Halberd,SpearAxe
104,,18030500,Banished Knight's Halberd,Flame Art,Halberd,SpearAxe
121,,18030500,Banished Knight's Halberd,Flame Art,Halberd,SpearAxe
407,,18030500,Banished Knight's Halberd,Flame Art,Halberd,SpearAxe
104,,18030100,Banished Knight's Halberd,Heavy,Halberd,SpearAxe
121,,18030100,Banished Knight's Halberd,Heavy,Halberd,SpearAxe
407,,18030100,Banished Knight's Halberd,Heavy,Halberd,SpearAxe
104,,18030200,Banished Knight's Halberd,Keen,Halberd,SpearAxe
121,,18030200,Banished Knight's Halberd,Keen,Halberd,SpearAxe
407,,18030200,Banished Knight's Halberd,Keen,Halberd,SpearAxe
104,,18030600,Banished Knight's Halberd,Lightning,Halberd,SpearAxe
121,,18030600,Banished Knight's Halberd,Lightning,Halberd,SpearAxe
407,,18030600,Banished Knight's Halberd,Lightning,Halberd,SpearAxe
104,,18030800,Banished Knight's Halberd,Magic,Halberd,SpearAxe
121,,18030800,Banished Knight's Halberd,Magic,Halberd,SpearAxe
407,,18030800,Banished Knight's Halberd,Magic,Halberd,SpearAxe
104,,18031000,Banished Knight's Halberd,Poison,Halberd,SpearAxe
121,,18031000,Banished Knight's Halberd,Poison,Halberd,SpearAxe
407,,18031000,Banished Knight's Halberd,Poison,Halberd,SpearAxe
104,,18030300,Banished Knight's Halberd,Quality,Halberd,SpearAxe
121,,18030300,Banished Knight's Halberd,Quality,Halberd,SpearAxe
407,,18030300,Banished Knight's Halberd,Quality,Halberd,SpearAxe
104,,18030700,Banished Knight's Halberd,Sacred,Halberd,SpearAxe
121,,18030700,Banished Knight's Halberd,Sacred,Halberd,SpearAxe
407,,18030700,Banished Knight's Halberd,Sacred,Halberd,SpearAxe
104,,18030000,Banished Knight's Halberd,Standard,Halberd,SpearAxe
121,,18030000,Banished Knight's Halberd,Standard,Halberd,SpearAxe
407,,18030000,Banished Knight's Halberd,Standard,Halberd,SpearAxe
121,,31030900,Banished Knight's Shield,Cold,Medium Shield,ShieldNormal
407,,31030900,Banished Knight's Shield,Cold,Medium Shield,ShieldNormal
121,,31030400,Banished Knight's Shield,Fire,Medium Shield,ShieldNormal
407,,31030400,Banished Knight's Shield,Fire,Medium Shield,ShieldNormal
121,,31030500,Banished Knight's Shield,Flame Art,Medium Shield,ShieldNormal
407,,31030500,Banished Knight's Shield,Flame Art,Medium Shield,ShieldNormal
121,,31030100,Banished Knight's Shield,Heavy,Medium Shield,ShieldNormal
407,,31030100,Banished Knight's Shield,Heavy,Medium Shield,ShieldNormal
121,,31030200,Banished Knight's Shield,Keen,Medium Shield,ShieldNormal
407,,31030200,Banished Knight's Shield,Keen,Medium Shield,ShieldNormal
121,,31030600,Banished Knight's Shield,Lightning,Medium Shield,ShieldNormal
407,,31030600,Banished Knight's Shield,Lightning,Medium Shield,ShieldNormal
121,,31030800,Banished Knight's Shield,Magic,Medium Shield,ShieldNormal
407,,31030800,Banished Knight's Shield,Magic,Medium Shield,ShieldNormal
121,,31031000,Banished Knight's Shield,Poison,Medium Shield,ShieldNormal
407,,31031000,Banished Knight's Shield,Poison,Medium Shield,ShieldNormal
121,,31030300,Banished Knight's Shield,Quality,Medium Shield,ShieldNormal
407,,31030300,Banished Knight's Shield,Quality,Medium Shield,ShieldNormal
121,,31030700,Banished Knight's Shield,Sacred,Medium Shield,ShieldNormal
407,,31030700,Banished Knight's Shield,Sacred,Medium Shield,ShieldNormal
121,,31030000,Banished Knight's Shield,Standard,Medium Shield,ShieldNormal
407,,31030000,Banished Knight's Shield,Standard,Medium Shield,ShieldNormal
121,,3000900,Bastard Sword,Cold,Greatsword,SwordLarge
407,,3000900,Bastard Sword,Cold,Greatsword,SwordLarge
121,,3000400,Bastard Sword,Fire,Greatsword,SwordLarge
407,,3000400,Bastard Sword,Fire,Greatsword,SwordLarge
121,,3000500,Bastard Sword,Flame Art,Greatsword,SwordLarge
407,,3000500,Bastard Sword,Flame Art,Greatsword,SwordLarge
121,,3000100,Bastard Sword,Heavy,Greatsword,SwordLarge
407,,3000100,Bastard Sword,Heavy,Greatsword,SwordLarge
121,,3000200,Bastard Sword,Keen,Greatsword,SwordLarge
407,,3000200,Bastard Sword,Keen,Greatsword,SwordLarge
121,,3000600,Bastard Sword,Lightning,Greatsword,SwordLarge
407,,3000600,Bastard Sword,Lightning,Greatsword,SwordLarge
121,,3000800,Bastard Sword,Magic,Greatsword,SwordLarge
407,,3000800,Bastard Sword,Magic,Greatsword,SwordLarge
121,,3001000,Bastard Sword,Poison,Greatsword,SwordLarge
407,,3001000,Bastard Sword,Poison,Greatsword,SwordLarge
121,,3000300,Bastard Sword,Quality,Greatsword,SwordLarge
407,,3000300,Bastard Sword,Quality,Greatsword,SwordLarge
121,,3000700,Bastard Sword,Sacred,Greatsword,SwordLarge
407,,3000700,Bastard Sword,Sacred,Greatsword,SwordLarge
121,,3000000,Bastard Sword,Standard,Greatsword,SwordLarge
407,,3000000,Bastard Sword,Standard,Greatsword,SwordLarge
121,,14000900,Battle Axe,Cold,Axe,AxeNormal
407,,14000900,Battle Axe,Cold,Axe,AxeNormal
121,,14000400,Battle Axe,Fire,Axe,AxeNormal
407,,14000400,Battle Axe,Fire,Axe,AxeNormal
121,,14000500,Battle Axe,Flame Art,Axe,AxeNormal
407,,14000500,Battle Axe,Flame Art,Axe,AxeNormal
121,,14000100,Battle Axe,Heavy,Axe,AxeNormal
407,,14000100,Battle Axe,Heavy,Axe,AxeNormal
121,,14000200,Battle Axe,Keen,Axe,AxeNormal
407,,14000200,Battle Axe,Keen,Axe,AxeNormal
121,,14000600,Battle Axe,Lightning,Axe,AxeNormal
407,,14000600,Battle Axe,Lightning,Axe,AxeNormal
121,,14000800,Battle Axe,Magic,Axe,AxeNormal
407,,14000800,Battle Axe,Magic,Axe,AxeNormal
121,,14001000,Battle Axe,Poison,Axe,AxeNormal
407,,14001000,Battle Axe,Poison,Axe,AxeNormal
121,,14000300,Battle Axe,Quality,Axe,AxeNormal
407,,14000300,Battle Axe,Quality,Axe,AxeNormal
121,,14000700,Battle Axe,Sacred,Axe,AxeNormal
407,,14000700,Battle Axe,Sacred,Axe,AxeNormal
121,,14000000,Battle Axe,Standard,Axe,AxeNormal
407,,14000000,Battle Axe,Standard,Axe,AxeNormal
121,,12020900,Battle Hammer,Cold,Great Hammer,HammerLarge
407,,12020900,Battle Hammer,Cold,Great Hammer,HammerLarge
121,,12020400,Battle Hammer,Fire,Great Hammer,HammerLarge
407,,12020400,Battle Hammer,Fire,Great Hammer,HammerLarge
121,,12020500,Battle Hammer,Flame Art,Great Hammer,HammerLarge
407,,12020500,Battle Hammer,Flame Art,Great Hammer,HammerLarge
121,,12020100,Battle Hammer,Heavy,Great Hammer,HammerLarge
407,,12020100,Battle Hammer,Heavy,Great Hammer,HammerLarge
121,,12020200,Battle Hammer,Keen,Great Hammer,HammerLarge
407,,12020200,Battle Hammer,Keen,Great Hammer,HammerLarge
121,,12020600,Battle Hammer,Lightning,Great Hammer,HammerLarge
407,,12020600,Battle Hammer,Lightning,Great Hammer,HammerLarge
121,,12020800,Battle Hammer,Magic,Great Hammer,HammerLarge
407,,12020800,Battle Hammer,Magic,Great Hammer,HammerLarge
121,,12021000,Battle Hammer,Poison,Great Hammer,HammerLarge
407,,12021000,Battle Hammer,Poison,Great Hammer,HammerLarge
121,,12020300,Battle Hammer,Quality,Great Hammer,HammerLarge
407,,12020300,Battle Hammer,Quality,Great Hammer,HammerLarge
121,,12020700,Battle Hammer,Sacred,Great Hammer,HammerLarge
407,,12020700,Battle Hammer,Sacred,Great Hammer,HammerLarge
121,,12020000,Battle Hammer,Standard,Great Hammer,HammerLarge
407,,12020000,Battle Hammer,Standard,Great Hammer,HammerLarge
121,,31280900,Beast Crest Heater Shield,Cold,Medium Shield,ShieldNormal
407,,31280900,Beast Crest Heater Shield,Cold,Medium Shield,ShieldNormal
121,,31280400,Beast Crest Heater Shield,Fire,Medium Shield,ShieldNormal
407,,31280400,Beast Crest Heater Shield,Fire,Medium Shield,ShieldNormal
121,,31280500,Beast Crest Heater Shield,Flame Art,Medium Shield,ShieldNormal
407,,31280500,Beast Crest Heater Shield,Flame Art,Medium Shield,ShieldNormal
121,,31280100,Beast Crest Heater Shield,Heavy,Medium Shield,ShieldNormal
407,,31280100,Beast Crest Heater Shield,Heavy,Medium Shield,ShieldNormal
121,,31280200,Beast Crest Heater Shield,Keen,Medium Shield,ShieldNormal
407,,31280200,Beast Crest Heater Shield,Keen,Medium Shield,ShieldNormal
121,,31280600,Beast Crest Heater Shield,Lightning,Medium Shield,ShieldNormal
407,,31280600,Beast Crest Heater Shield,Lightning,Medium Shield,ShieldNormal
121,,31280800,Beast Crest Heater Shield,Magic,Medium Shield,ShieldNormal
407,,31280800,Beast Crest Heater Shield,Magic,Medium Shield,ShieldNormal
121,,31281000,Beast Crest Heater Shield,Poison,Medium Shield,ShieldNormal
407,,31281000,Beast Crest Heater Shield,Poison,Medium Shield,ShieldNormal
121,,31280300,Beast Crest Heater Shield,Quality,Medium Shield,ShieldNormal
407,,31280300,Beast Crest Heater Shield,Quality,Medium Shield,ShieldNormal
121,,31280700,Beast Crest Heater Shield,Sacred,Medium Shield,ShieldNormal
407,,31280700,Beast Crest Heater Shield,Sacred,Medium Shield,ShieldNormal
121,,31280000,Beast Crest Heater Shield,Standard,Medium Shield,ShieldNormal
407,,31280000,Beast Crest Heater Shield,Standard,Medium Shield,ShieldNormal
121,,8080900,Beastman's Cleaver,Cold,Curved Greatsword,SaberLarge
407,,8080900,Beastman's Cleaver,Cold,Curved Greatsword,SaberLarge
121,,8080400,Beastman's Cleaver,Fire,Curved Greatsword,SaberLarge
407,,8080400,Beastman's Cleaver,Fire,Curved Greatsword,SaberLarge
121,,8080500,Beastman's Cleaver,Flame Art,Curved Greatsword,SaberLarge
407,,8080500,Beastman's Cleaver,Flame Art,Curved Greatsword,SaberLarge
121,,8080100,Beastman's Cleaver,Heavy,Curved Greatsword,SaberLarge
407,,8080100,Beastman's Cleaver,Heavy,Curved Greatsword,SaberLarge
121,,8080200,Beastman's Cleaver,Keen,Curved Greatsword,SaberLarge
407,,8080200,Beastman's Cleaver,Keen,Curved Greatsword,SaberLarge
121,,8080600,Beastman's Cleaver,Lightning,Curved Greatsword,SaberLarge
407,,8080600,Beastman's Cleaver,Lightning,Curved Greatsword,SaberLarge
121,,8080800,Beastman's Cleaver,Magic,Curved Greatsword,SaberLarge
407,,8080800,Beastman's Cleaver,Magic,Curved Greatsword,SaberLarge
121,,8081000,Beastman's Cleaver,Poison,Curved Greatsword,SaberLarge
407,,8081000,Beastman's Cleaver,Poison,Curved Greatsword,SaberLarge
121,,8080300,Beastman's Cleaver,Quality,Curved Greatsword,SaberLarge
407,,8080300,Beastman's Cleaver,Quality,Curved Greatsword,SaberLarge
121,,8080700,Beastman's Cleaver,Sacred,Curved Greatsword,SaberLarge
407,,8080700,Beastman's Cleaver,Sacred,Curved Greatsword,SaberLarge
121,,8080000,Beastman's Cleaver,Standard,Curved Greatsword,SaberLarge
407,,8080000,Beastman's Cleaver,Standard,Curved Greatsword,SaberLarge
121,,7010900,Beastman's Curved Sword,Cold,Curved Sword,SaberNormal
407,,7010900,Beastman's Curved Sword,Cold,Curved Sword,SaberNormal
121,,7010400,Beastman's Curved Sword,Fire,Curved Sword,SaberNormal
407,,7010400,Beastman's Curved Sword,Fire,Curved Sword,SaberNormal
121,,7010500,Beastman's Curved Sword,Flame Art,Curved Sword,SaberNormal
407,,7010500,Beastman's Curved Sword,Flame Art,Curved Sword,SaberNormal
121,,7010100,Beastman's Curved Sword,Heavy,Curved Sword,SaberNormal
407,,7010100,Beastman's Curved Sword,Heavy,Curved Sword,SaberNormal
121,,7010200,Beastman's Curved Sword,Keen,Curved Sword,SaberNormal
407,,7010200,Beastman's Curved Sword,Keen,Curved Sword,SaberNormal
121,,7010600,Beastman's Curved Sword,Lightning,Curved Sword,SaberNormal
407,,7010600,Beastman's Curved Sword,Lightning,Curved Sword,SaberNormal
121,,7010800,Beastman's Curved Sword,Magic,Curved Sword,SaberNormal
407,,7010800,Beastman's Curved Sword,Magic,Curved Sword,SaberNormal
121,,7011000,Beastman's Curved Sword,Poison,Curved Sword,SaberNormal
407,,7011000,Beastman's Curved Sword,Poison,Curved Sword,SaberNormal
121,,7010300,Beastman's Curved Sword,Quality,Curved Sword,SaberNormal
407,,7010300,Beastman's Curved Sword,Quality,Curved Sword,SaberNormal
121,,7010700,Beastman's Curved Sword,Sacred,Curved Sword,SaberNormal
407,,7010700,Beastman's Curved Sword,Sacred,Curved Sword,SaberNormal
121,,7010000,Beastman's Curved Sword,Standard,Curved Sword,SaberNormal
407,,7010000,Beastman's Curved Sword,Standard,Curved Sword,SaberNormal
121,,30060900,Beastman's Jar-Shield,Cold,Medium Shield,ShieldNormal
407,,30060900,Beastman's Jar-Shield,Cold,Medium Shield,ShieldNormal
121,,30060400,Beastman's Jar-Shield,Fire,Medium Shield,ShieldNormal
407,,30060400,Beastman's Jar-Shield,Fire,Medium Shield,ShieldNormal
121,,30060500,Beastman's Jar-Shield,Flame Art,Medium Shield,ShieldNormal
407,,30060500,Beastman's Jar-Shield,Flame Art,Medium Shield,ShieldNormal
121,,30060100,Beastman's Jar-Shield,Heavy,Medium Shield,ShieldNormal
407,,30060100,Beastman's Jar-Shield,Heavy,Medium Shield,ShieldNormal
121,,30060200,Beastman's Jar-Shield,Keen,Medium Shield,ShieldNormal
407,,30060200,Beastman's Jar-Shield,Keen,Medium Shield,ShieldNormal
121,,30060600,Beastman's Jar-Shield,Lightning,Medium Shield,ShieldNormal
407,,30060600,Beastman's Jar-Shield,Lightning,Medium Shield,ShieldNormal
121,,30060800,Beastman's Jar-Shield,Magic,Medium Shield,ShieldNormal
407,,30060800,Beastman's Jar-Shield,Magic,Medium Shield,ShieldNormal
121,,30061000,Beastman's Jar-Shield,Poison,Medium Shield,ShieldNormal
407,,30061000,Beastman's Jar-Shield,Poison,Medium Shield,ShieldNormal
121,,30060300,Beastman's Jar-Shield,Quality,Medium Shield,ShieldNormal
407,,30060300,Beastman's Jar-Shield,Quality,Medium Shield,ShieldNormal
121,,30060700,Beastman's Jar-Shield,Sacred,Medium Shield,ShieldNormal
407,,30060700,Beastman's Jar-Shield,Sacred,Medium Shield,ShieldNormal
121,,30060000,Beastman's Jar-Shield,Standard,Medium Shield,ShieldNormal
407,,30060000,Beastman's Jar-Shield,Standard,Medium Shield,ShieldNormal
121,,31340900,Black Leather Shield,Cold,Medium Shield,ShieldNormal
407,,31340900,Black Leather Shield,Cold,Medium Shield,ShieldNormal
121,,31340400,Black Leather Shield,Fire,Medium Shield,ShieldNormal
407,,31340400,Black Leather Shield,Fire,Medium Shield,ShieldNormal
121,,31340500,Black Leather Shield,Flame Art,Medium Shield,ShieldNormal
407,,31340500,Black Leather Shield,Flame Art,Medium Shield,ShieldNormal
121,,31340100,Black Leather Shield,Heavy,Medium Shield,ShieldNormal
407,,31340100,Black Leather Shield,Heavy,Medium Shield,ShieldNormal
121,,31340200,Black Leather Shield,Keen,Medium Shield,ShieldNormal
407,,31340200,Black Leather Shield,Keen,Medium Shield,ShieldNormal
121,,31340600,Black Leather Shield,Lightning,Medium Shield,ShieldNormal
407,,31340600,Black Leather Shield,Lightning,Medium Shield,ShieldNormal
121,,31340800,Black Leather Shield,Magic,Medium Shield,ShieldNormal
407,,31340800,Black Leather Shield,Magic,Medium Shield,ShieldNormal
121,,31341000,Black Leather Shield,Poison,Medium Shield,ShieldNormal
407,,31341000,Black Leather Shield,Poison,Medium Shield,ShieldNormal
121,,31340300,Black Leather Shield,Quality,Medium Shield,ShieldNormal
407,,31340300,Black Leather Shield,Quality,Medium Shield,ShieldNormal
121,,31340700,Black Leather Shield,Sacred,Medium Shield,ShieldNormal
407,,31340700,Black Leather Shield,Sacred,Medium Shield,ShieldNormal
121,,31340000,Black Leather Shield,Standard,Medium Shield,ShieldNormal
407,,31340000,Black Leather Shield,Standard,Medium Shield,ShieldNormal
121,,12520900,Black Steel Greathammer,Cold,Great Hammer,HammerLarge
407,,12520900,Black Steel Greathammer,Cold,Great Hammer,HammerLarge
121,,12520400,Black Steel Greathammer,Fire,Great Hammer,HammerLarge
407,,12520400,Black Steel Greathammer,Fire,Great Hammer,HammerLarge
121,,12520500,Black Steel Greathammer,Flame Art,Great Hammer,HammerLarge
407,,12520500,Black Steel Greathammer,Flame Art,Great Hammer,HammerLarge
121,,12520100,Black Steel Greathammer,Heavy,Great Hammer,HammerLarge
407,,12520100,Black Steel Greathammer,Heavy,Great Hammer,HammerLarge
121,,12520200,Black Steel Greathammer,Keen,Great Hammer,HammerLarge
407,,12520200,Black Steel Greathammer,Keen,Great Hammer,HammerLarge
121,,12520600,Black Steel Greathammer,Lightning,Great Hammer,HammerLarge
407,,12520600,Black Steel Greathammer,Lightning,Great Hammer,HammerLarge
121,,12520800,Black Steel Greathammer,Magic,Great Hammer,HammerLarge
407,,12520800,Black Steel Greathammer,Magic,Great Hammer,HammerLarge
121,,12521000,Black Steel Greathammer,Poison,Great Hammer,HammerLarge
407,,12521000,Black Steel Greathammer,Poison,Great Hammer,HammerLarge
121,,12520300,Black Steel Greathammer,Quality,Great Hammer,HammerLarge
407,,12520300,Black Steel Greathammer,Quality,Great Hammer,HammerLarge
121,,12520700,Black Steel Greathammer,Sacred,Great Hammer,HammerLarge
407,,12520700,Black Steel Greathammer,Sacred,Great Hammer,HammerLarge
121,,12520000,Black Steel Greathammer,Standard,Great Hammer,HammerLarge
407,,12520000,Black Steel Greathammer,Standard,Great Hammer,HammerLarge
121,,32500900,Black Steel Greatshield,Cold,Greatshield,ShieldLarge
407,,32500900,Black Steel Greatshield,Cold,Greatshield,ShieldLarge
121,,32500400,Black Steel Greatshield,Fire,Greatshield,ShieldLarge
407,,32500400,Black Steel Greatshield,Fire,Greatshield,ShieldLarge
121,,32500500,Black Steel Greatshield,Flame Art,Greatshield,ShieldLarge
407,,32500500,Black Steel Greatshield,Flame Art,Greatshield,ShieldLarge
121,,32500100,Black Steel Greatshield,Heavy,Greatshield,ShieldLarge
407,,32500100,Black Steel Greatshield,Heavy,Greatshield,ShieldLarge
121,,32500200,Black Steel Greatshield,Keen,Greatshield,ShieldLarge
407,,32500200,Black Steel Greatshield,Keen,Greatshield,ShieldLarge
121,,32500600,Black Steel Greatshield,Lightning,Greatshield,ShieldLarge
407,,32500600,Black Steel Greatshield,Lightning,Greatshield,ShieldLarge
121,,32500800,Black Steel Greatshield,Magic,Greatshield,ShieldLarge
407,,32500800,Black Steel Greatshield,Magic,Greatshield,ShieldLarge
121,,32501000,Black Steel Greatshield,Poison,Greatshield,ShieldLarge
407,,32501000,Black Steel Greatshield,Poison,Greatshield,ShieldLarge
121,,32500300,Black Steel Greatshield,Quality,Greatshield,ShieldLarge
407,,32500300,Black Steel Greatshield,Quality,Greatshield,ShieldLarge
121,,32500700,Black Steel Greatshield,Sacred,Greatshield,ShieldLarge
407,,32500700,Black Steel Greatshield,Sacred,Greatshield,ShieldLarge
121,,32500000,Black Steel Greatshield,Standard,Greatshield,ShieldLarge
407,,32500000,Black Steel Greatshield,Standard,Greatshield,ShieldLarge
121,,10510900,Black Steel Twinblade,Cold,Twinblade,SwordDoubleEdge
407,,10510900,Black Steel Twinblade,Cold,Twinblade,SwordDoubleEdge
121,,10510400,Black Steel Twinblade,Fire,Twinblade,SwordDoubleEdge
407,,10510400,Black Steel Twinblade,Fire,Twinblade,SwordDoubleEdge
121,,10510500,Black Steel Twinblade,Flame Art,Twinblade,SwordDoubleEdge
407,,10510500,Black Steel Twinblade,Flame Art,Twinblade,SwordDoubleEdge
121,,10510100,Black Steel Twinblade,Heavy,Twinblade,SwordDoubleEdge
407,,10510100,Black Steel Twinblade,Heavy,Twinblade,SwordDoubleEdge
121,,10510200,Black Steel Twinblade,Keen,Twinblade,SwordDoubleEdge
407,,10510200,Black Steel Twinblade,Keen,Twinblade,SwordDoubleEdge
121,,10510600,Black Steel Twinblade,Lightning,Twinblade,SwordDoubleEdge
407,,10510600,Black Steel Twinblade,Lightning,Twinblade,SwordDoubleEdge
121,,10510800,Black Steel Twinblade,Magic,Twinblade,SwordDoubleEdge
407,,10510800,Black Steel Twinblade,Magic,Twinblade,SwordDoubleEdge
121,,10511000,Black Steel Twinblade,Poison,Twinblade,SwordDoubleEdge
407,,10511000,Black Steel Twinblade,Poison,Twinblade,SwordDoubleEdge
121,,10510300,Black Steel Twinblade,Quality,Twinblade,SwordDoubleEdge
407,,10510300,Black Steel Twinblade,Quality,Twinblade,SwordDoubleEdge
121,,10510700,Black Steel Twinblade,Sacred,Twinblade,SwordDoubleEdge
407,,10510700,Black Steel Twinblade,Sacred,Twinblade,SwordDoubleEdge
