sheet_row,unique_skill_weapon,raw_name,inferred_skill_name,status,match_source,matched_skill_ids,matched_weapon_ids,matched_weapon_names
1125,Beast Claw,Raging Beast R2 [1],Raging Beast,matched,weapon_name_fallback,4070,68500000,Beast Claw
1126,Beast Claw,Raging Beast R2 [2],Raging Beast,matched,weapon_name_fallback,4070,68500000,Beast Claw
1127,Beast Claw,Raging Beast (Lacking FP),Raging Beast,matched,weapon_name_fallback,4070,68500000,Beast Claw
1128,Beast Claw,Raging Beast R2 [1] (Lacking FP),Raging Beast,matched,weapon_name_fallback,4070,68500000,Beast Claw
1129,Beast Claw,Raging Beast R2 [2] (Lacking FP),Raging Beast,matched,weapon_name_fallback,4070,68500000,Beast Claw
1130,Smithscript Dagger,Piercing Throw,Piercing Throw,matched,skill_id+weapon,4020,63500000,Smithscript Dagger
1131,Smithscript Dagger,Piercing Throw (Lacking FP),Piercing Throw,matched,skill_id+weapon,4020,63500000,Smithscript Dagger
1132,Smithscript Dagger,Scattershot Throw #1 [1],Scattershot Throw,matched,weapon_name_fallback,4020,63500000,Smithscript Dagger
1133,Smithscript Dagger,Scattershot Throw #1 [2],Scattershot Throw,matched,weapon_name_fallback,4020,63500000,Smithscript Dagger
1134,Smithscript Dagger,Scattershot Throw #2 [1],Scattershot Throw,matched,weapon_name_fallback,4020,63500000,Smithscript Dagger
1135,Smithscript Dagger,Scattershot Throw #2 [2],Scattershot Throw,matched,weapon_name_fallback,4020,63500000,Smithscript Dagger
1136,Smithscript Dagger,Scattershot Throw (Far),Scattershot Throw (Far),matched,weapon_name_fallback,4020,63500000,Smithscript Dagger
1137,Smithscript Dagger,Scattershot Throw (Lacking FP),Scattershot Throw,matched,weapon_name_fallback,4020,63500000,Smithscript Dagger
1142,Milady,Wing Stance R1 [1],Wing Stance,matched,weapon_name_fallback,101,67500000,Milady
1143,Milady,Wing Stance R1 [2],Wing Stance,matched,weapon_name_fallback,101,67500000,Milady
1144,Milady,Wing Stance R1 [3],Wing Stance,matched,weapon_name_fallback,101,67500000,Milady
1145,Milady,Wing Stance R2,Wing Stance,matched,weapon_name_fallback,101,67500000,Milady
1146,Milady,Wing Stance R1 [1] (Lacking FP),Wing Stance,matched,weapon_name_fallback,101,67500000,Milady
1147,Milady,Wing Stance R1 [2] (Lacking FP),Wing Stance,matched,weapon_name_fallback,101,67500000,Milady
1148,Milady,Wing Stance R1 [3] (Lacking FP),Wing Stance,matched,weapon_name_fallback,101,67500000,Milady
1149,Milady,Wing Stance R2 (Lacking FP),Wing Stance,matched,weapon_name_fallback,101,67500000,Milady
1571,Glintstone Kris,Glintstone Dart - Bullet,Glintstone Dart,matched,skill_id+weapon,1017,1070000,Glintstone Kris
1572,Glintstone Kris,Glintstone Dart Charged - Bullet,Glintstone Dart Charged,matched,weapon_name_fallback,1017,1070000,Glintstone Kris
1573,Glintstone Kris,Glintstone Dart R2,Glintstone Dart,matched,skill_id+weapon,1017,1070000,Glintstone Kris
1574,Glintstone Kris,Glintstone Dart (Lacking FP),Glintstone Dart,matched,skill_id+weapon,1017,1070000,Glintstone Kris
1575,Glintstone Kris,Glintstone Dart Charged (Lacking FP),Glintstone Dart Charged,matched,weapon_name_fallback,1017,1070000,Glintstone Kris
1576,Glintstone Kris,Glintstone Dart R2 (Lacking FP),Glintstone Dart,matched,skill_id+weapon,1017,1070000,Glintstone Kris
1577,Reduvia,Reduvia Blood Blade #1,Reduvia Blood Blade,matched,skill_id+weapon,1016,1040000,Reduvia
1578,Reduvia,Reduvia Blood Blade #1 - Bullet,Reduvia Blood Blade,matched,skill_id+weapon,1016,1040000,Reduvia
1579,Reduvia,Reduvia Blood Blade #2,Reduvia Blood Blade,matched,skill_id+weapon,1016,1040000,Reduvia
1580,Reduvia,Reduvia Blood Blade #2 - Bullet,Reduvia Blood Blade,matched,skill_id+weapon,1016,1040000,Reduvia
1581,Reduvia,Reduvia Blood Blade #3,Reduvia Blood Blade,matched,skill_id+weapon,1016,1040000,Reduvia
1582,Reduvia,Reduvia Blood Blade #3 - Bullet,Reduvia Blood Blade,matched,skill_id+weapon,1016,1040000,Reduvia
1583,Reduvia,Reduvia Blood Blade #1 (Lacking FP),Reduvia Blood Blade,matched,skill_id+weapon,1016,1040000,Reduvia
1584,Reduvia,Reduvia Blood Blade #2 (Lacking FP),Reduvia Blood Blade,matched,skill_id+weapon,1016,1040000,Reduvia
1585,Reduvia,Reduvia Blood Blade #3 (Lacking FP),Reduvia Blood Blade,matched,skill_id+weapon,1016,1040000,Reduvia
1586,Blade of Calling,Blade of Gold - Bullet,Blade of Gold,matched,skill_id+weapon,1037,1160000,Blade of Calling
1587,Blade of Calling,Blade of Gold (Lacking FP),Blade of Gold,matched,skill_id+weapon,1037,1160000,Blade of Calling
1588,Black Knife,Blade of Death - Bullet,Blade of Death,matched,skill_id+weapon,1036,1010000,Black Knife
1589,Black Knife,Blade of Death (Lacking FP),Blade of Death,matched,skill_id+weapon,1036,1010000,Black Knife
1590,Ornamental Straight Sword,Golden Tempering R2 (Right),Golden Tempering R2 (Right),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1591,Ornamental Straight Sword,Golden Tempering R2 (Left),Golden Tempering R2 (Left),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1592,Ornamental Straight Sword,Golden Tempering (Partial) Charged R2 - 2x (Right),Golden Tempering (Partial) Charged R2 - 2x (Right),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1593,Ornamental Straight Sword,Golden Tempering (Partial) Charged R2 - 1x (Left),Golden Tempering (Partial) Charged R2 - 1x (Left),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1594,Ornamental Straight Sword,Golden Tempering (Partial) Charged R2 (Right),Golden Tempering (Partial) Charged R2 (Right),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1595,Ornamental Straight Sword,Golden Tempering (Partial) Charged R2 (Left),Golden Tempering (Partial) Charged R2 (Left),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1596,Ornamental Straight Sword,Golden Tempering Charged R2 - 5x (Right),Golden Tempering Charged R2 - 5x (Right),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1597,Ornamental Straight Sword,Golden Tempering Charged R2 - 5x (Left),Golden Tempering Charged R2 - 5x (Left),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1598,Ornamental Straight Sword,Golden Tempering Charged R2 - Final (Right),Golden Tempering Charged R2 - Final (Right),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1599,Ornamental Straight Sword,Golden Tempering Charged R2 - Final (Left),Golden Tempering Charged R2 - Final (Left),matched,weapon_name_fallback,1052,2060000,Ornamental Straight Sword
1600,Sword of St. Trina,Mists of Slumber,Mists of Slumber,matched,skill_id+weapon,1023,2190000,Sword of St. Trina
1601,Sword of St. Trina,Mists of Slumber (Lacking FP),Mists of Slumber,matched,skill_id+weapon,1023,2190000,Sword of St. Trina
1602,Velvet Sword of St. Trina,Mists of Eternal Sleep,Mists of Eternal Sleep,matched,skill_id+weapon,5110,2510000,Velvet Sword of St. Trina
1603,Velvet Sword of St. Trina,Mists of Eternal Sleep (Lacking FP),Mists of Eternal Sleep,matched,skill_id+weapon,5110,2510000,Velvet Sword of St. Trina
1604,Regalia of Eochaid,Eochaid's Dancing Blade [1],Eochaid's Dancing Blade,matched,skill_id+weapon,1055,2220000,Regalia of Eochaid
1605,Regalia of Eochaid,Eochaid's Dancing Blade [2],Eochaid's Dancing Blade,matched,skill_id+weapon,1055,2220000,Regalia of Eochaid
1606,Regalia of Eochaid,Eochaid's Dancing Blade [3],Eochaid's Dancing Blade,matched,skill_id+weapon,1055,2220000,Regalia of Eochaid
1607,Regalia of Eochaid,Eochaid's Dancing Blade [4],Eochaid's Dancing Blade,matched,skill_id+weapon,1055,2220000,Regalia of Eochaid
1608,Regalia of Eochaid,Eochaid's Dancing Blade [5],Eochaid's Dancing Blade,matched,skill_id+weapon,1055,2220000,Regalia of Eochaid
1609,Regalia of Eochaid,Eochaid's Dancing Blade [6],Eochaid's Dancing Blade,matched,skill_id+weapon,1055,2220000,Regalia of Eochaid
1610,Regalia of Eochaid,Eochaid's Dancing Blade [7],Eochaid's Dancing Blade,matched,skill_id+weapon,1055,2220000,Regalia of Eochaid
1611,Regalia of Eochaid,Eochaid's Dancing Blade [8],Eochaid's Dancing Blade,matched,skill_id+weapon,1055,2220000,Regalia of Eochaid
1612,Regalia of Eochaid,Eochaid's Dancing Blade [9],Eochaid's Dancing Blade,matched,skill_id+weapon,1055,2220000,Regalia of Eochaid
1613,Regalia of Eochaid,Eochaid's Dancing Blade Charged [1],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1614,Regalia of Eochaid,Eochaid's Dancing Blade Charged [2],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1615,Regalia of Eochaid,Eochaid's Dancing Blade Charged [3],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1616,Regalia of Eochaid,Eochaid's Dancing Blade Charged [4],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1617,Regalia of Eochaid,Eochaid's Dancing Blade Charged [5],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1618,Regalia of Eochaid,Eochaid's Dancing Blade Charged [6],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1619,Regalia of Eochaid,Eochaid's Dancing Blade Charged [7],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1620,Regalia of Eochaid,Eochaid's Dancing Blade Charged [8],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1621,Regalia of Eochaid,Eochaid's Dancing Blade Charged [9],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1622,Regalia of Eochaid,Eochaid's Dancing Blade Charged [10],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1623,Regalia of Eochaid,Eochaid's Dancing Blade Charged [11],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1624,Regalia of Eochaid,Eochaid's Dancing Blade Charged [12],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1055,2220000,Regalia of Eochaid
1625,Coded Sword,Unblockable Blade,Unblockable Blade,matched,skill_id+weapon,1054,2110000,Coded Sword
1626,Coded Sword,Unblockable Blade (Lacking FP),Unblockable Blade,matched,skill_id+weapon,1054,2110000,Coded Sword
1627,Sword of Night and Flame,Night-and-Flame Stance R1,Night-and-Flame Stance,matched,skill_id+weapon,1019,2140000,Sword of Night and Flame
1628,Sword of Night and Flame,Night-and-Flame Stance R1 [1] - Bullet (Beam - Point Blank),Night-and-Flame Stance R1 [1],matched,weapon_name_fallback,1019,2140000,Sword of Night and Flame
1629,Sword of Night and Flame,Night-and-Flame Stance R1 [2] - Bullet (Beam Loop 5x),Night-and-Flame Stance R1 [2],matched,weapon_name_fallback,1019,2140000,Sword of Night and Flame
1630,Sword of Night and Flame,Night-and-Flame Stance R1 [2] - Bullet (Beam Loop 2x),Night-and-Flame Stance R1 [2],matched,weapon_name_fallback,1019,2140000,Sword of Night and Flame
1631,Sword of Night and Flame,Night-and-Flame Stance R1 [3] - Bullet (Beam Loop 4x),Night-and-Flame Stance R1 [3],matched,weapon_name_fallback,1019,2140000,Sword of Night and Flame
1632,Sword of Night and Flame,Night-and-Flame Stance R1 [4] - Bullet (Beam Final Hit),Night-and-Flame Stance R1 [4],matched,weapon_name_fallback,1019,2140000,Sword of Night and Flame
1633,Sword of Night and Flame,Night-and-Flame Stance R1 (Lacking FP),Night-and-Flame Stance,matched,skill_id+weapon,1019,2140000,Sword of Night and Flame
1634,Sword of Night and Flame,Night-and-Flame Stance R2,Night-and-Flame Stance,matched,skill_id+weapon,1019,2140000,Sword of Night and Flame
1635,Sword of Night and Flame,Night-and-Flame Stance R2,Night-and-Flame Stance,matched,skill_id+weapon,1019,2140000,Sword of Night and Flame
1636,Sword of Night and Flame,Night-and-Flame Stance R2 - Bullet (Fire),Night-and-Flame Stance R2,matched,weapon_name_fallback,1019,2140000,Sword of Night and Flame
1637,Sword of Night and Flame,Night-and-Flame Stance R2 - Bullet (Fire),Night-and-Flame Stance R2,matched,weapon_name_fallback,1019,2140000,Sword of Night and Flame
1638,Sword of Night and Flame,Night-and-Flame Stance R2 (Lacking FP),Night-and-Flame Stance,matched,skill_id+weapon,1019,2140000,Sword of Night and Flame
1639,Sword of Light,Light - Bullet,Light,matched,skill_id+weapon,5020,2550000,Sword of Light
1640,Sword of Darkness,Darkness - Bullet,Darkness,matched,skill_id+weapon,5030,2560000,Sword of Darkness
1641,Leda's Sword,Needle Piercer,Needle Piercer,matched,skill_id+weapon,5010,67510000,Leda's Sword
1642,Leda's Sword,Needle Piercer - Bullet (10x),Needle Piercer,matched,skill_id+weapon,5010,67510000,Leda's Sword
1643,Leda's Sword,Needle Piercer (Lacking FP),Needle Piercer,matched,skill_id+weapon,5010,67510000,Leda's Sword
1644,Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [1],Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1645,Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [2],Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1646,Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [1],Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1647,Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [2],Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1648,Rellana's Twin Blades,Moon-and-Fire Stance R1 #3,Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1649,Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [1] - Bullet,Moon-and-Fire Stance R1 [1],matched,weapon_name_fallback,5170,67520000,Rellana's Twin Blades
1650,Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [2] - Bullet,Moon-and-Fire Stance R1 [2],matched,weapon_name_fallback,5170,67520000,Rellana's Twin Blades
1651,Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [1] - Bullet,Moon-and-Fire Stance R1 [1],matched,weapon_name_fallback,5170,67520000,Rellana's Twin Blades
1652,Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [2] - Bullet,Moon-and-Fire Stance R1 [2],matched,weapon_name_fallback,5170,67520000,Rellana's Twin Blades
1653,Rellana's Twin Blades,Moon-and-Fire Stance R1 #3 - Bullet,Moon-and-Fire Stance R1,matched,weapon_name_fallback,5170,67520000,Rellana's Twin Blades
1654,Rellana's Twin Blades,Moon-and-Fire Stance R2 [1],Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1655,Rellana's Twin Blades,Moon-and-Fire Stance R2 [2],Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1656,Rellana's Twin Blades,Moon-and-Fire Stance R2 [3],Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1657,Rellana's Twin Blades,Moon-and-Fire Stance R2 [1] - Bullet,Moon-and-Fire Stance R2 [1],matched,weapon_name_fallback,5170,67520000,Rellana's Twin Blades
1658,Rellana's Twin Blades,Moon-and-Fire Stance R2 [2] - Bullet,Moon-and-Fire Stance R2 [2],matched,weapon_name_fallback,5170,67520000,Rellana's Twin Blades
1659,Rellana's Twin Blades,Moon-and-Fire Stance R2 [3] - Bullet,Moon-and-Fire Stance R2 [3],matched,weapon_name_fallback,5170,67520000,Rellana's Twin Blades
1660,Rellana's Twin Blades,Moon-and-Fire Stance R2 - Bullet (Fire Pillars),Moon-and-Fire Stance R2,matched,weapon_name_fallback,5170,67520000,Rellana's Twin Blades
1661,Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [1] (Lacking FP),Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1662,Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [2] (Lacking FP),Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1663,Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [1] (Lacking FP),Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1664,Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [2] (Lacking FP),Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1665,Rellana's Twin Blades,Moon-and-Fire Stance R1 #3 (Lacking FP),Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1666,Rellana's Twin Blades,Moon-and-Fire Stance R2 [1] (Lacking FP),Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1667,Rellana's Twin Blades,Moon-and-Fire Stance R2 [2] (Lacking FP),Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1668,Rellana's Twin Blades,Moon-and-Fire Stance R2 [3] (Lacking FP),Moon-and-Fire Stance,matched,skill_id+weapon,5170,67520000,Rellana's Twin Blades
1669,Gargoyle's Blackblade,Corpse Wax Cutter,Corpse Wax Cutter,matched,skill_id+weapon,1167,3210000,Gargoyle's Blackblade
1670,Gargoyle's Blackblade,Corpse Wax Cutter - Bullet,Corpse Wax Cutter,matched,skill_id+weapon,1167,3210000,Gargoyle's Blackblade
1671,Gargoyle's Blackblade,Corpse Wax Cutter (Lacking FP),Corpse Wax Cutter,matched,skill_id+weapon,1167,3210000,Gargoyle's Blackblade
1672,Sword of Milos,Shriek of Milos - Bullet (Shriek),Shriek of Milos,matched,skill_id+weapon,1015,3160000,Sword of Milos
1673,Sword of Milos,Shriek of Milos,Shriek of Milos,matched,skill_id+weapon,1015,3160000,Sword of Milos
1674,Sword of Milos,Shriek of Milos,Shriek of Milos,matched,skill_id+weapon,1015,3160000,Sword of Milos
1675,Sword of Milos,Shriek of Milos 1h R2 #1 [1],Shriek of Milos 1h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1676,Sword of Milos,Shriek of Milos 1h R2 #1 [2],Shriek of Milos 1h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1677,Sword of Milos,Shriek of Milos 1h R2 #1 [3],Shriek of Milos 1h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1678,Sword of Milos,Shriek of Milos Charged 1h R2 #1 [1],Shriek of Milos Charged 1h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1679,Sword of Milos,Shriek of Milos Charged 1h R2 #1 [2],Shriek of Milos Charged 1h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1680,Sword of Milos,Shriek of Milos Charged 1h R2 #1 [3],Shriek of Milos Charged 1h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1681,Sword of Milos,Shriek of Milos 1h R2 #2,Shriek of Milos 1h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1682,Sword of Milos,Shriek of Milos Charged 1h R2 #2,Shriek of Milos Charged 1h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1683,Sword of Milos,Shriek of Milos 2h R2 #1 [1],Shriek of Milos 2h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1684,Sword of Milos,Shriek of Milos 2h R2 #1 [2],Shriek of Milos 2h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1685,Sword of Milos,Shriek of Milos 2h R2 #1 [3],Shriek of Milos 2h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1686,Sword of Milos,Shriek of Milos Charged 2h R2 #1 [1],Shriek of Milos Charged 2h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1687,Sword of Milos,Shriek of Milos Charged 2h R2 #1 [2],Shriek of Milos Charged 2h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1688,Sword of Milos,Shriek of Milos Charged 2h R2 #1 [3],Shriek of Milos Charged 2h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1689,Sword of Milos,Shriek of Milos 2h R2 #2,Shriek of Milos 2h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1690,Sword of Milos,Shriek of Milos Charged 2h R2 #2,Shriek of Milos Charged 2h,matched,weapon_name_fallback,1015,3160000,Sword of Milos
1691,Marais Executioner's Sword,Eochaid's Dancing Blade [1],Eochaid's Dancing Blade,matched,skill_id+weapon,1012,3150000,Marais Executioner's Sword
1692,Marais Executioner's Sword,Eochaid's Dancing Blade [2],Eochaid's Dancing Blade,matched,skill_id+weapon,1012,3150000,Marais Executioner's Sword
1693,Marais Executioner's Sword,Eochaid's Dancing Blade [3],Eochaid's Dancing Blade,matched,skill_id+weapon,1012,3150000,Marais Executioner's Sword
1694,Marais Executioner's Sword,Eochaid's Dancing Blade [4],Eochaid's Dancing Blade,matched,skill_id+weapon,1012,3150000,Marais Executioner's Sword
1695,Marais Executioner's Sword,Eochaid's Dancing Blade [5],Eochaid's Dancing Blade,matched,skill_id+weapon,1012,3150000,Marais Executioner's Sword
1696,Marais Executioner's Sword,Eochaid's Dancing Blade [6],Eochaid's Dancing Blade,matched,skill_id+weapon,1012,3150000,Marais Executioner's Sword
1697,Marais Executioner's Sword,Eochaid's Dancing Blade [7],Eochaid's Dancing Blade,matched,skill_id+weapon,1012,3150000,Marais Executioner's Sword
1698,Marais Executioner's Sword,Eochaid's Dancing Blade [8],Eochaid's Dancing Blade,matched,skill_id+weapon,1012,3150000,Marais Executioner's Sword
1699,Marais Executioner's Sword,Eochaid's Dancing Blade [9],Eochaid's Dancing Blade,matched,skill_id+weapon,1012,3150000,Marais Executioner's Sword
1700,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [1],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1701,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [2],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1702,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [3],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1703,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [4],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1704,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [5],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1705,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [6],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1706,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [7],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1707,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [8],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1708,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [9],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1709,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [10],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1710,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [11],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1711,Marais Executioner's Sword,Eochaid's Dancing Blade Charged [12],Eochaid's Dancing Blade Charged,matched,weapon_name_fallback,1012,3150000,Marais Executioner's Sword
1712,Greatsword of Solitude,Solitary Moon Slash,Solitary Moon Slash,matched,skill_id+weapon,5430,3550000,Greatsword of Solitude
1713,Greatsword of Solitude,Solitary Moon Slash - Bullet,Solitary Moon Slash,matched,skill_id+weapon,5430,3550000,Greatsword of Solitude
1714,Greatsword of Solitude,Solitary Moon Slash R2 (Startup Stagger),Solitary Moon Slash R2 (Startup Stagger),matched,weapon_name_fallback,5430,3550000,Greatsword of Solitude
1715,Greatsword of Solitude,Solitary Moon Slash R2,Solitary Moon Slash,matched,skill_id+weapon,5430,3550000,Greatsword of Solitude
1716,Greatsword of Solitude,Solitary Moon Slash (Lacking FP),Solitary Moon Slash,matched,skill_id+weapon,5430,3550000,Greatsword of Solitude
1717,Greatsword of Solitude,Solitary Moon Slash R2 (Startup Stagger) (Lacking FP),Solitary Moon Slash R2 (Startup Stagger),matched,weapon_name_fallback,5430,3550000,Greatsword of Solitude
1718,Greatsword of Solitude,Solitary Moon Slash R2 (Lacking FP),Solitary Moon Slash,matched,skill_id+weapon,5430,3550000,Greatsword of Solitude
1719,Leontiel's Greatsword,[Placeholder] Muleta,Muleta,matched,skill_id+weapon,1200,3560000,Leontiel's Greatsword
