aow_id,aow_name,sheet_row,route_id,route_label,route_priority,action_id,action_order,hit_order
111,Spinning Strikes,1164,r1,R1,0,loop_1,1,1
111,Spinning Strikes,1165,r1,R1,0,r1,2,1
111,Spinning Strikes,1166,r1,R1,0,r1,2,2
111,Spinning Strikes,1169,r1,R1,0,activation,3,1
111,Spinning Strikes,1164,r2,R2,1,loop_1,1,1
111,Spinning Strikes,1167,r2,R2,1,r2,2,1
111,Spinning Strikes,1168,r2,R2,1,r2,2,2
111,Spinning Strikes,1169,r2,R2,1,activation,3,1
112,Double Slash,976,full,Full sequence,0,stage_1,1,1
112,Double Slash,988,full,Full sequence,0,stage_1,1,1
112,Double Slash,977,full,Full sequence,0,stage_1,1,2
112,Double Slash,989,full,Full sequence,0,stage_1,1,2
112,Double Slash,978,full,Full sequence,0,stage_2,2,1
112,Double Slash,990,full,Full sequence,0,stage_2,2,1
112,Double Slash,979,full,Full sequence,0,stage_2,2,2
112,Double Slash,991,full,Full sequence,0,stage_2,2,2
112,Double Slash,980,full,Full sequence,0,stage_2,2,3
112,Double Slash,992,full,Full sequence,0,stage_2,2,3
112,Double Slash,981,full,Full sequence,0,stage_3,3,3
112,Double Slash,993,full,Full sequence,0,stage_3,3,3
113,Prelate's Charge,1316,full,Full sequence,0,activation,1,1
113,Prelate's Charge,1317,full,Full sequence,0,activation,1,1
113,Prelate's Charge,1318,full,Full sequence,0,activation,1,1
113,Prelate's Charge,1320,full,Full sequence,0,activation,1,1
113,Prelate's Charge,1321,full,Full sequence,0,activation,1,1
113,Prelate's Charge,1322,full,Full sequence,0,activation,1,1
113,Prelate's Charge,1319,full,Full sequence,0,activation,1,2
114,Unsheathe,1096,r1,R1,0,r1,1,1
114,Unsheathe,1097,r2,R2,1,r2,1,2
115,Square Off,1138,r1,R1,0,r1,1,1
115,Square Off,1140,r2,R2,1,r2,1,2
116,Giant Hunt,1175,full,Full sequence,0,activation,1,1
118,Loretta's Slash,1273,full,Full sequence,0,activation,1,1
118,Loretta's Slash,1277,full,Full sequence,0,activation,1,1
118,Loretta's Slash,1281,full,Full sequence,0,activation,1,1
118,Loretta's Slash,1285,full,Full sequence,0,activation,1,1
118,Loretta's Slash,1289,full,Full sequence,0,activation,1,1
118,Loretta's Slash,2481,full,Full sequence,0,activation,1,1
118,Loretta's Slash,2482,full,Full sequence,0,activation,1,1
118,Loretta's Slash,1274,full,Full sequence,0,activation,1,2
118,Loretta's Slash,1278,full,Full sequence,0,activation,1,2
118,Loretta's Slash,1282,full,Full sequence,0,activation,1,2
118,Loretta's Slash,1286,full,Full sequence,0,activation,1,2
118,Loretta's Slash,1290,full,Full sequence,0,activation,1,2
118,Loretta's Slash,2483,full,Full sequence,0,activation,1,2
119,Poison Moth Flight,1442,full,Full sequence,0,activation,1,1
120,Spinning Weapon,1245,full,Full sequence,0,activation,1,1
120,Spinning Weapon,1259,full,Full sequence,0,activation,1,1
120,Spinning Weapon,2605,full,Full sequence,0,activation,1,1
120,Spinning Weapon,1246,full,Full sequence,0,activation,1,2
120,Spinning Weapon,1260,full,Full sequence,0,activation,1,2
120,Spinning Weapon,2606,full,Full sequence,0,activation,1,2
120,Spinning Weapon,1247,full,Full sequence,0,activation,1,3
120,Spinning Weapon,1261,full,Full sequence,0,activation,1,3
120,Spinning Weapon,2607,full,Full sequence,0,activation,1,3
120,Spinning Weapon,1248,full,Full sequence,0,activation,1,4
120,Spinning Weapon,1262,full,Full sequence,0,activation,1,4
120,Spinning Weapon,2608,full,Full sequence,0,activation,1,4
120,Spinning Weapon,1249,full,Full sequence,0,activation,1,5
120,Spinning Weapon,1263,full,Full sequence,0,activation,1,5
120,Spinning Weapon,1250,full,Full sequence,0,activation,1,6
120,Spinning Weapon,1264,full,Full sequence,0,activation,1,6
120,Spinning Weapon,1251,full,Full sequence,0,activation,1,7
120,Spinning Weapon,1265,full,Full sequence,0,activation,1,7
122,Storm Assault,1184,full,Full sequence,0,activation,1,1
122,Storm Assault,1185,full,Full sequence,0,activation,1,1
122,Storm Assault,1186,full,Full sequence,0,activation,1,1
123,Stormcaller,1188,full,Full sequence,0,stage_1,1,1
123,Stormcaller,1191,full,Full sequence,0,stage_1,1,1
123,Stormcaller,1189,full,Full sequence,0,stage_1,1,2
123,Stormcaller,1192,full,Full sequence,0,stage_1,1,2
123,Stormcaller,1190,full,Full sequence,0,stage_1,1,3
123,Stormcaller,1193,full,Full sequence,0,stage_1,1,3
123,Stormcaller,1194,full,Full sequence,0,stage_2,2,1
123,Stormcaller,1196,full,Full sequence,0,stage_2,2,1
123,Stormcaller,1195,full,Full sequence,0,stage_2,2,2
123,Stormcaller,1197,full,Full sequence,0,stage_2,2,2
123,Stormcaller,1198,full,Full sequence,0,stage_3,3,1
123,Stormcaller,1200,full,Full sequence,0,stage_3,3,1
123,Stormcaller,1199,full,Full sequence,0,stage_3,3,2
123,Stormcaller,1201,full,Full sequence,0,stage_3,3,2
124,Sword Dance,1000,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1006,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1012,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1018,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1024,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1030,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1036,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1042,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1048,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1054,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1060,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1066,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1072,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1078,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1084,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1090,full,Full sequence,0,stage_1,1,1
124,Sword Dance,1001,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1007,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1013,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1019,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1025,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1031,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1037,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1043,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1049,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1055,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1061,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1067,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1073,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1079,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1085,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1091,full,Full sequence,0,stage_1,1,2
124,Sword Dance,1002,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1008,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1014,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1020,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1026,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1032,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1038,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1044,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1050,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1056,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1062,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1068,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1074,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1080,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1086,full,Full sequence,0,stage_2,2,2
124,Sword Dance,1092,full,Full sequence,0,stage_2,2,2
125,Spinning Chain,2274,r1,R1,0,loop_1,1,1
125,Spinning Chain,2275,r1,R1,0,r1,2,1
125,Spinning Chain,2276,r1,R1,0,r1,2,2
125,Spinning Chain,2274,r2,R2,1,loop_1,1,1
125,Spinning Chain,2277,r2,R2,1,r2,2,1
125,Spinning Chain,2278,r2,R2,1,r2,2,2
200,Glintblade Phalanx,1224,full,Full sequence,0,activation,1,1
200,Glintblade Phalanx,1225,full,Full sequence,0,r2,2,2
201,Sacred Blade,1386,full,Full sequence,0,activation,1,1
201,Sacred Blade,1387,full,Full sequence,0,activation,1,1
202,Ice Spear,1480,full,Full sequence,0,activation,1,1
202,Ice Spear,1481,full,Full sequence,0,activation,1,1
203,Glintstone Pebble,1220,full,Full sequence,0,activation,1,1
203,Glintstone Pebble,1221,full,Full sequence,0,r2,2,2
204,Bloody Slash,1456,full,Full sequence,0,activation,1,1
204,Bloody Slash,1458,full,Full sequence,0,activation,1,1
204,Bloody Slash,1460,full,Full sequence,0,activation,1,1
204,Bloody Slash,1462,full,Full sequence,0,activation,1,1
205,Lifesteal Fist,1508,full,Full sequence,0,activation,1,1
205,Lifesteal Fist,1509,full,Full sequence,0,activation,1,1
205,Lifesteal Fist,1510,full,Full sequence,0,activation,1,2
205,Lifesteal Fist,1511,full,Full sequence,0,activation,1,3
205,Lifesteal Fist,1512,full,Full sequence,0,activation,1,4
205,Lifesteal Fist,1513,full,Full sequence,0,activation,1,5
207,Eruption,1310,full,Full sequence,0,activation,1,1
207,Eruption,1312,full,Full sequence,0,activation,1,1
207,Eruption,1313,full,Full sequence,0,activation,1,1
207,Eruption,1311,full,Full sequence,0,activation,1,2
208,Prayerful Strike,1389,full,Full sequence,0,activation,1,1
209,Gravitas,1293,full,Full sequence,0,activation,1,1
209,Gravitas,1294,full,Full sequence,0,activation,1,1
209,Gravitas,1295,full,Full sequence,0,activation,1,1
209,Gravitas,1296,full,Full sequence,0,activation,1,1
210,Storm Blade,1177,full,Full sequence,0,stage_1,1,1
210,Storm Blade,1178,full,Full sequence,0,stage_2,2,2
210,Storm Blade,1179,full,Full sequence,0,stage_3,3,3
210,Storm Blade,1180,full,Full sequence,0,activation,4,1
212,Earthshaker,99,full,Full sequence,0,activation,1,1
212,Earthshaker,101,full,Full sequence,0,activation,1,1
212,Earthshaker,100,full,Full sequence,0,activation,1,2
212,Earthshaker,102,full,Full sequence,0,r2,2,2
213,Golden Land,1403,full,Full sequence,0,activation,1,1
213,Golden Land,1405,full,Full sequence,0,activation,1,1
213,Golden Land,1406,full,Full sequence,0,activation,1,1
213,Golden Land,1404,full,Full sequence,0,activation,1,2
213,Golden Land,1407,full,Full sequence,0,r2,2,2
214,Flaming Strike,1305,full,Full sequence,0,activation,1,1
214,Flaming Strike,1306,full,Full sequence,0,r2,2,2
216,Thunderbolt,1372,full,Full sequence,0,activation,1,1
216,Thunderbolt,1373,full,Full sequence,0,activation,1,1
217,Lightning Slash,1375,full,Full sequence,0,activation,1,1
217,Lightning Slash,1376,full,Full sequence,0,activation,1,1
217,Lightning Slash,1377,full,Full sequence,0,activation,1,1
217,Lightning Slash,1378,full,Full sequence,0,activation,1,1
218,Carian Grandeur,1231,uncharged,Uncharged,0,activation,1,1
218,Carian Grandeur,1232,charged,Charged,1,activation,1,1
218,Carian Grandeur,1233,charged,Charged,1,activation,1,1
219,Carian Greatsword,1227,uncharged,Uncharged,0,activation,1,1
219,Carian Greatsword,1228,charged,Charged,1,activation,1,1
220,Vacuum Slice,1211,full,Full sequence,0,activation,1,1
220,Vacuum Slice,1212,full,Full sequence,0,activation,1,1
221,Black Flame Tornado,1326,full,Full sequence,0,loop_1,1,1
221,Black Flame Tornado,1327,full,Full sequence,0,activation,2,1
222,Sacred Ring of Light,1391,near,Near,0,stage_1,1,1
222,Sacred Ring of Light,1392,near,Near,0,stage_1,1,1
222,Sacred Ring of Light,1394,near,Near,0,stage_2,2,2
222,Sacred Ring of Light,1395,near,Near,0,stage_2,2,2
222,Sacred Ring of Light,1397,near,Near,0,stage_3,3,3
222,Sacred Ring of Light,1398,near,Near,0,stage_3,3,3
222,Sacred Ring of Light,1391,far,Far,1,stage_1,1,1
222,Sacred Ring of Light,1393,far,Far,1,stage_1,1,1
222,Sacred Ring of Light,1394,far,Far,1,stage_2,2,2
222,Sacred Ring of Light,1396,far,Far,1,stage_2,2,2
222,Sacred Ring of Light,1397,far,Far,1,stage_3,3,3
222,Sacred Ring of Light,1399,far,Far,1,stage_3,3,3
223,Firebreather,2613,full,Full sequence,0,activation,1,1
223,Firebreather,2614,full,Full sequence,0,activation,1,1
223,Firebreather,2615,full,Full sequence,0,activation,1,1
224,Blood Blade,1447,full,Full sequence,0,stage_1,1,1
224,Blood Blade,1448,full,Full sequence,0,stage_1,1,1
224,Blood Blade,1449,full,Full sequence,0,stage_2,2,2
224,Blood Blade,1450,full,Full sequence,0,stage_2,2,2
224,Blood Blade,1451,full,Full sequence,0,stage_3,3,3
224,Blood Blade,1452,full,Full sequence,0,stage_3,3,3
225,Phantom Slash,1214,full,Full sequence,0,stage_1,1,1
225,Phantom Slash,1215,full,Full sequence,0,stage_1,1,1
225,Phantom Slash,1216,full,Full sequence,0,stage_2,2,2
225,Phantom Slash,1217,full,Full sequence,0,stage_2,2,2
226,Spectral Lance,1507,full,Full sequence,0,activation,1,1
227,Chilling Mist,1484,full,Full sequence,0,activation,1,1
227,Chilling Mist,1485,full,Full sequence,0,activation,1,1
228,Poisonous Mist,1439,full,Full sequence,0,activation,1,1
228,Poisonous Mist,1440,full,Full sequence,0,activation,1,1
300,Shield Bash,1536,full,Full sequence,0,activation,1,1
300,Shield Bash,1538,full,Full sequence,0,activation,1,1
305,Carian Retaliation,1552,full,Full sequence,0,activation,1,1
305,Carian Retaliation,1553,full,Full sequence,0,activation,1,1
305,Carian Retaliation,1554,full,Full sequence,0,activation,1,1
305,Carian Retaliation,1555,full,Full sequence,0,activation,1,1
308,Shield Crash,1540,full,Full,0,activation,1,1
308,Shield Crash,1541,full,Full,0,activation,1,2
308,Shield Crash,1542,full,Full,0,activation,1,3
308,Shield Crash,1543,full,Full,0,activation,1,4
308,Shield Crash,1544,full,Full,0,activation,1,5
308,Shield Crash,1545,early_release,Early Release,1,early_release,1,1
501,Hoarfrost Stomp,1498,full,Full sequence,0,activation,1,1
501,Hoarfrost Stomp,1499,full,Full sequence,0,activation,1,1
502,Storm Stomp,1209,full,Full sequence,0,activation,1,1
503,Kick,93,full,Full sequence,0,activation,1,1
504,Lightning Ram,1382,full,Full sequence,0,activation,1,1
504,Lightning Ram,1383,full,Full sequence,0,activation,1,2
505,Flame of the Redmanes,1309,full,Full sequence,0,activation,1,1
506,Ground Slam,95,full,Full sequence,0,activation,1,1
506,Ground Slam,96,full,Full sequence,0,activation,1,1
507,Golden Slam,1411,full,Full sequence,0,activation,1,1
507,Golden Slam,1412,full,Full sequence,0,activation,1,1
507,Golden Slam,1413,full,Full sequence,0,activation,1,1
508,Waves of Darkness,1298,full,Full sequence,0,activation,1,1
508,Waves of Darkness,1300,full,Full sequence,0,activation,1,1
508,Waves of Darkness,1299,full,Full sequence,0,activation,1,2
508,Waves of Darkness,1301,full,Full sequence,0,r2,2,2
509,Hoarah Loux's Earthshaker,107,full,Full sequence,0,activation,1,1
509,Hoarah Loux's Earthshaker,108,full,Full sequence,0,activation,1,1
509,Hoarah Loux's Earthshaker,109,full,Full sequence,0,activation,1,1
509,Hoarah Loux's Earthshaker,110,full,Full sequence,0,activation,1,1
509,Hoarah Loux's Earthshaker,111,full,Full sequence,0,activation,1,1
607,Cragblade,71,full,Full sequence,0,activation,1,1
607,Cragblade,72,full,Full sequence,0,activation,1,2
650,Barbaric Roar,452,1h_uncharged,1H / Uncharged,0,activation,1,1
650,Barbaric Roar,454,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,474,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,494,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,510,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,526,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,546,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,562,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,582,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,602,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,618,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,638,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,654,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,674,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,694,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,710,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,726,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,742,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,758,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,774,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,790,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,810,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,830,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,850,1h_uncharged,1H / Uncharged,0,stage_1,2,1
650,Barbaric Roar,455,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,475,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,495,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,511,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,527,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,547,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,563,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,583,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,603,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,619,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,639,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,655,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,675,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,695,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,711,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,727,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,743,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,759,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,775,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,791,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,811,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,831,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,851,1h_uncharged,1H / Uncharged,0,stage_1,2,2
650,Barbaric Roar,456,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,476,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,496,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,512,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,528,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,548,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,564,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,584,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,604,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,620,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,640,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,656,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,676,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,696,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,712,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,728,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,744,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,760,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,776,1h_uncharged,1H / Uncharged,0,stage_1,2,3
650,Barbaric Roar,792,1h_uncharged,1H / Uncharged,0,stage_1,2,3
